AbsCN.seq	ASCAT	PurBayes	ABSOLUTE	mean	median
TCGA-55-8507-01	0.52	0.5	0.573199240391958	0.64	0.558299810097989	0.546599620195979
TCGA-55-8508-01	0.35	0.35	0.4459109	0.38	0.381477725	0.365
TCGA-55-8510-01	0.27	0.35	0.3638097	0.28	0.315952425	0.315
TCGA-55-8511-01	0.38	0.36	0.3233268	0.19	0.3133317	0.3416634
TCGA-55-8512-01	0.5	0.22	0.3317133	0.35	0.350428325	0.34085665
TCGA-55-8513-01	0.38	0.33	0.11436543	0.5	0.3310913575	0.355
TCGA-55-8514-01	0.51	0.5	0.8644779	0.54	0.603619475	0.525
TCGA-55-8614-01	0.44	0.3	0.4069464	0.32	0.3667366	0.3634732
TCGA-55-8615-01	0.64	0.55	0.5524614	0.57	0.57811535	0.5612307
TCGA-55-8616-01	0.78	0.32	0.483612	0.39	0.493403	0.436806
TCGA-55-8619-01	0.27	0.279425486528415	0.1390572	0.24	0.232120671632104	0.255
TCGA-55-8620-01	0.49	0.51	0.561478467972494	0.62	0.545369616993124	0.535739233986247
TCGA-55-8621-01	0.2	0.240776398185652	0.09259362	0.2	0.183342504546413	0.2
TCGA-55-A48X-01	0.21	0.27	0.2511707	0.28	0.252792675	0.26058535
TCGA-55-A48Y-01	0.31	0.36	0.3016598	0.36	0.33291495	0.335
TCGA-55-A48Z-01	0.41	0.43	0.3692719	0.41	0.404817975	0.41
TCGA-55-A490-01	0.51	0.5	0.9622932	0.58	0.6380733	0.545
TCGA-55-A491-01	0.44	0.25	0.4348994	0.45	0.39372485	0.4374497
TCGA-55-A492-01	0.46	0.63	0.4399954	0.54	0.51749885	0.5
TCGA-55-A493-01	0.2	0.23	0.2289801	0.26	0.229745025	0.22949005
TCGA-55-A494-01	0.71	0.67	0.75469588369021	0.81	0.736173970922552	0.732347941845105
TCGA-55-A4DF-01	0.45	0.37	0.8623878	0.42	0.52559695	0.435
TCGA-55-A4DG-01	0.52	0.38	0.452185299605182	0.41	0.440546324901296	0.431092649802591
TCGA-55-A57B-01	0.29	0.316102855685961	0.3156346	0.21	0.28293436392149	0.3028173
TCGA-56-1622-01	0.81	0.65	0.806506635426799	0.9	0.7916266588567	0.8082533177134
TCGA-56-5897-01	0.25	0.22	0.2518504	0.32	0.2604626	0.2509252
TCGA-56-5898-01	0.49	0.36	0.3761383	0.36	0.396534575	0.36806915
TCGA-56-6545-01	0.46	0.34	0.5660964	0.32	0.4215241	0.4
TCGA-56-6546-01	0.31	0.4	0.3542976	0.41	0.3685744	0.3771488
TCGA-56-7221-01	0.42	0.41	0.486807396986469	0.58	0.474201849246617	0.453403698493234
TCGA-56-7222-01	0.5	0.47	0.6835656	0.53	0.5458914	0.515
TCGA-56-7223-01	0.83	0.76	0.869538112962609	0.94	0.849884528240652	0.849769056481305
TCGA-56-7579-01	0.88	0.62	0.6298472	0.66	0.6974618	0.6449236
TCGA-56-7580-01	0.34	0.52	0.4534511	0.37	0.420862775	0.41172555
TCGA-56-7582-01	0.6	0.51	0.59590389621916	0.62	0.58147597405479	0.59795194810958
TCGA-56-7730-01	0.73	0.71	0.773818192511992	0.8	0.753454548127998	0.751909096255996
TCGA-56-7731-01	0.21	0.23	0.196733	0.17	0.20168325	0.2033665
TCGA-56-7822-01	0.31	0.3	0.5029311	0.31	0.355732775	0.31
TCGA-56-7823-01	0.8	0.71	0.8230798	0.92	0.81326995	0.8115399
TCGA-56-8082-01	0.64	0.53	0.719362	0.81	0.6748405	0.679681
TCGA-56-8083-01	0.83	0.82	0.8613082	0.91	0.85532705	0.8456541
TCGA-56-8201-01	0.29	0.23	0.3134709	0.22	0.263367725	0.26
TCGA-56-8304-01	0.49	0.31	0.4480639	0.54	0.447015975	0.46903195
TCGA-56-8305-01	0.36	0.33	0.382070307027782	0.41	0.370517576756945	0.371035153513891
TCGA-56-8307-01	0.53	0.62	0.596243	0.52	0.56656075	0.5631215
TCGA-56-8308-01	0.55	0.41	0.5047963	0.44	0.476199075	0.47239815
TCGA-56-8309-01	0.34	0.2	0.273803	0.31	0.28095075	0.2919015
TCGA-56-8503-01	0.2	0.25	0.1939348	0.22	0.2159837	0.21
TCGA-56-8504-01	0.36	0.35	0.4803267	0.35	0.385081675	0.355
TCGA-56-8622-01	0.54	0.45	0.4564406	0.47	0.47911015	0.4632203
TCGA-56-8624-01	0.29	0.51	0.3557946	0.28	0.35894865	0.3228973
TCGA-56-8625-01	0.38	0.63	0.3524032	0.37	0.4331008	0.375
TCGA-56-8626-01	0.44	0.42	0.7986376	0.4	0.5146594	0.43
TCGA-56-8628-01	0.43	0.44	0.7522067	0.41	0.508051675	0.435
TCGA-56-8629-01	0.6	0.5	0.591895567739073	0.62	0.577973891934768	0.595947783869537
TCGA-56-A49D-01	0.5	0.54	0.5576098	0.56	0.53940245	0.5488049
TCGA-56-A4BW-01	0.56	0.53	0.9757328	0.58	0.6614332	0.57
TCGA-56-A4BX-01	0.86	0.64	0.791071677086048	0.814596373668998	0.776417012688762	0.802834025377523
TCGA-56-A4BY-01	0.46	0.56	0.506506	0.45	0.4941265	0.483253
TCGA-56-A4ZJ-01	0.2	0.23	0.1656153	0.16	0.188903825	0.18280765
TCGA-56-A4ZK-01	0.5	0.35	0.4626226	0.498870391817588	0.452873247954397	0.480746495908794
TCGA-56-A5DR-01	0.41	0.37	0.4759311	0.482480363741701	0.434602865935425	0.44296555
TCGA-56-A5DS-01	0.31	0.27	0.2850357	0.32	0.296258925	0.29751785
TCGA-56-A62T-01	0.63	0.540449014731246	0.582625678688266	0.51	0.565768673354878	0.561537346709756
TCGA-57-1586-01	0.95	0.7	0.8666475	0.84	0.839161875	0.85332375
TCGA-57-1993-01	0.65	0.81	0.9379198	0.82	0.80447995	0.815
TCGA-57-1994-01	0.69	0.6	0.8990573	0.75	0.734764325	0.72
TCGA-58-8386-01	0.4	0.37	0.5713003	0.35	0.422825075	0.385
TCGA-58-8387-01	0.42	0.4	0.3832519	0.38	0.395812975	0.39162595
TCGA-58-8388-01	0.53	0.62	0.688602	0.71	0.6371505	0.654301
TCGA-58-8390-01	0.71	0.65	0.7969389	0.773598255312539	0.732634288828135	0.74179912765627
TCGA-58-8391-01	0.59	0.53	0.9112918	0.62	0.66282295	0.605
TCGA-58-8392-01	0.61	0.69	0.707413387262066	0.734284064218454	0.68542436287013	0.698706693631033
TCGA-58-8393-01	0.31	0.4	0.3782965	0.3	0.347074125	0.34414825
TCGA-58-A46J-01	0.35	0.2	0.330347	0.51	0.34758675	0.3401735
TCGA-58-A46K-01	0.4	0.39	0.482042092866227	0.61	0.470510523216557	0.441021046433114
TCGA-58-A46L-01	0.55	0.51	0.56757527880612	0.58	0.55189381970153	0.55878763940306
TCGA-58-A46M-01	0.58	0.47	0.9194992	0.55	0.6298748	0.565
TCGA-58-A46N-01	0.79	0.65	0.797077292783994	0.89	0.781769323195999	0.793538646391997
TCGA-59-2348-01	0.62	0.57	0.5669874	0.63	0.59674685	0.595
TCGA-59-2350-01	0.72	0.75	0.7774711	0.84	0.771867775	0.76373555
TCGA-59-2351-01	0.54	0.46	0.3670884	0.5	0.4667721	0.48
TCGA-59-2352-01	0.51	0.6	0.3063798	0.67	0.52159495	0.555
TCGA-59-2354-01	0.45	0.6	0.5913754344904	0.64	0.5703438586226	0.5956877172452
TCGA-59-2355-01	0.53	0.67	0.692023016999753	0.79	0.670505754249938	0.681011508499876
TCGA-59-2363-01	0.83	0.85	0.899272721542019	0.92	0.874818180385505	0.87463636077101
TCGA-59-A5PD-01	0.63	0.598424815553145	0.656587004910889	0.67	0.638752955116008	0.643293502455444
TCGA-5B-A90C-01	0.79	0.683567800860922	0.6686008	0.83	0.74304215021523	0.736783900430461
TCGA-5C-A9VG-01	0.39	0.484573552951991	0.665867	0.46	0.500110138237998	0.472286776475996
TCGA-5C-A9VH-01	0.72	0.681193293897326	0.7733235	0.8	0.743629198474332	0.74666175
TCGA-5C-AAPD-01	0.41	0.49254493221685	0.5389522	0.58	0.505374283054213	0.515748566108425
TCGA-5L-AAT0-01	0.32	0.426846306401224	0.4056984	0.53	0.420636176600306	0.416272353200612
TCGA-5L-AAT1-01	0.2	0.346118090827592	0.3599711	0.376489518770934	0.320644677399631	0.353044595413796
TCGA-5M-AAT4-01	0.5	0.555546110301609	0.601885459401325	0.68	0.584357892425734	0.578715784851467
TCGA-5M-AAT5-01	0.7	0.700779915070664	0.849303	0.83	0.770020728767666	0.765389957535332
TCGA-5M-AAT6-01	0.34	0.485199853432885	0.9706375	0.25	0.511459338358221	0.412599926716442
TCGA-5M-AATA-01	0.43	0.439919279238905	0.454377125733144	0.43	0.438574101243012	0.434959639619452
TCGA-5M-AATE-01	0.67	0.605486207466686	0.665595417101823	0.65	0.647770406142127	0.657797708550912
TCGA-5N-A9KI-01	0.55	0.53719669355827	0.578476602973139	0.58	0.561418324132852	0.56423830148657
TCGA-5N-A9KM-01	0.65	0.620770169882313	0.6756909	0.72	0.666615267470578	0.66284545
TCGA-5P-A9JU-01	0.66	0.677984756851425	0.8045966	0.82	0.740645339212856	0.741290678425713
TCGA-5P-A9JV-01	0.33	0.430789626309141	0.4701181	0.48	0.427726931577285	0.45045386315457
TCGA-5P-A9JW-01	0.43	0.529989285703098	0.6141901	0.64	0.553544846425775	0.572089692851549
TCGA-5P-A9JY-01	0.53	0.665432369509514	0.8627386	0.85	0.727042742377378	0.757716184754757
TCGA-5P-A9JZ-01	0.73	0.667246263303229	0.7457948	0.76	0.725760265825807	0.7378974
TCGA-5P-A9K0-01	0.33	0.571973163543709	0.7429436	0.79	0.608729190885927	0.657458381771854
TCGA-5P-A9K2-01	0.35	0.593709106593197	0.7709548	0.83	0.636165976648299	0.682331953296599
TCGA-5P-A9K3-01	0.73	0.665632262721387	0.7385499	0.76	0.723545540680347	0.73427495
TCGA-5P-A9K4-01	0.47	0.627347727126796	0.7956728	0.82	0.678255131781699	0.711510263563398
TCGA-5P-A9K6-01	0.33	0.506039870440716	0.6216205	0.64	0.524415092610179	0.563830185220358
TCGA-5P-A9K8-01	0.45	0.627086767366822	0.8407732	0.8	0.679464991841705	0.713543383683411
TCGA-5P-A9K9-01	0.43	0.646903048981745	0.975996	0.78	0.708224762245436	0.713451524490873
TCGA-5P-A9KA-01	0.25	0.476170582209613	0.602776	0.62	0.487236645552403	0.539473291104807
TCGA-5P-A9KC-01	0.39	0.477600263040545	0.5181406	0.56	0.486435215760136	0.497870431520273
TCGA-5P-A9KE-01	0.25	0.454702104022583	0.5296936	0.6	0.458598926005646	0.492197852011292
TCGA-5P-A9KH-01	0.67	0.662289271764741	0.6877221	0.85	0.717502842941185	0.67886105
TCGA-5R-AA1C-01	0.68	0.68051416632057	0.7580363	0.85	0.742137616580143	0.719275233160285
TCGA-5R-AA1D-01	0.29	0.313285863576903	0.139995	0.35	0.273320215894226	0.301642931788452
TCGA-5R-AAAM-01	0.37	0.45675920515493	0.4010065	0.6	0.456941426288732	0.428882852577465
TCGA-5S-A9Q8-01	0.47	0.684009635761458	0.9103061	0.94	0.751078933940365	0.797157867880729
TCGA-5T-A9QA-01	0.56	0.633895651403287	0.7099818	0.83	0.683469362850822	0.671938725701644
TCGA-5X-AA5U-01	0.63	0.62333641062987	0.5472023	0.86	0.665134677657467	0.626668205314935
TCGA-60-2695-01	0.73	0.75	0.7651332	0.81	0.7637833	0.7575666
TCGA-60-2697-01	0.2	0.242140312875377	0.1220009	0.18	0.186035303218844	0.19
TCGA-60-2698-01	0.44	0.38	0.379596016456435	0.26	0.364899004114109	0.379798008228218
TCGA-60-2703-01	0.28	0.24	0.2251186	0.26	0.25127965	0.25
TCGA-60-2704-01	0.42	0.25	0.2358095	0.21	0.278952375	0.24290475
TCGA-60-2707-01	0.46	0.4	0.510071	0.6	0.49251775	0.4850355
TCGA-60-2708-01	0.59	0.54	0.7814399	0.58	0.622859975	0.585
TCGA-60-2709-01	0.33	0.22	0.1954403	0.15	0.223860075	0.20772015
TCGA-60-2710-01	0.85	0.62	0.5789379	0.65	0.674734475	0.635
TCGA-60-2711-01	0.65	0.62	0.665153953042467	0.65	0.646288488260617	0.65
TCGA-60-2712-01	0.4	0.35	0.4214347	0.456708556423996	0.407035814105999	0.41071735
TCGA-60-2713-01	0.81	0.6	0.9486084	0.63	0.7471521	0.72
TCGA-60-2714-01	0.52	0.34	0.968155	0.34	0.54203875	0.43
TCGA-60-2715-01	0.45	0.21	0.1556135	0.344785467470663	0.290099741867666	0.277392733735331
TCGA-60-2716-01	0.36	0.68	0.8841255	0.68	0.651031375	0.68
TCGA-60-2719-01	0.74	0.61	0.6671289	0.79	0.701782225	0.70356445
TCGA-60-2720-01	0.21	0.2	0.2516469	0.33	0.247911725	0.23082345
TCGA-60-2721-01	0.34	0.52	0.4611992	0.61	0.4827998	0.4905996
TCGA-60-2722-01	0.7	0.72	0.771607941704582	0.81	0.750401985426145	0.745803970852291
TCGA-60-2723-01	0.45	0.39	0.6298516	0.39	0.4649629	0.42
TCGA-60-2724-01	0.51	0.45	0.4255805	0.47	0.463895125	0.46
TCGA-60-2725-01	0.4	0.33	0.308876	0.35	0.347219	0.34
TCGA-60-2726-01	0.5	0.45	0.496175647288457	0.48	0.481543911822114	0.488087823644228
TCGA-61-1725-01	0.58	0.77	0.8157122	0.83	0.74892805	0.7928561
TCGA-61-1728-01	0.628810553803498	0.75	0.5498098	0.86	0.697155088450874	0.689405276901749
TCGA-61-1733-01	0.83	0.79	0.633483	0.84	0.77337075	0.81
TCGA-61-1736-01	0.77	0.74	0.801748	0.81	0.780437	0.785874
TCGA-61-1737-01	0.49	0.72	0.5098285	0.76	0.619957125	0.61491425
TCGA-61-1738-01	0.72	0.75	0.883512	0.93	0.820878	0.816756
TCGA-61-1740-01	0.56	0.74	0.5786228	0.81	0.6721557	0.6593114
TCGA-61-1741-01	0.66	0.74	0.9123478	0.82	0.78308695	0.78
TCGA-61-1900-01	0.88	0.86	0.9610622	0.9	0.90026555	0.89
TCGA-61-1907-01	0.78	0.7	0.772777090479472	0.76	0.753194272619868	0.766388545239736
TCGA-61-1910-01	0.97	0.91	0.9781774	0.97	0.95704435	0.97
TCGA-61-1911-01	0.6	0.69	0.713433	0.72	0.68085825	0.7017165
TCGA-61-1914-01	0.66	0.56	0.7572864	0.76	0.6843216	0.7086432
TCGA-61-1919-01	0.61	0.543416716260802	0.4442965	0.66	0.564428304065201	0.576708358130401
TCGA-61-1995-01	0.59	0.61	0.7633563	0.83	0.698339075	0.68667815
TCGA-61-1998-01	0.48	0.64	0.642158892534401	0.72	0.6205397231336	0.6410794462672
TCGA-61-2000-01	0.94	0.78	0.9709969	0.92	0.902749225	0.93
TCGA-61-2002-01	0.49	0.66	0.6048371	0.69	0.611209275	0.63241855
TCGA-61-2003-01	0.54	0.44	0.2361046	0.47	0.42152615	0.455
TCGA-61-2008-01	0.7	0.7	0.569419	0.78	0.68735475	0.7
TCGA-61-2009-01	0.52	0.46	0.9717456	0.57	0.6304364	0.545
TCGA-61-2012-01	0.5	0.51	0.551927356875818	0.58	0.535481839218954	0.530963678437909
TCGA-61-2016-01	0.61	0.64	0.7437208	0.88	0.7184302	0.6918604
TCGA-61-2088-01	0.95	0.8	0.7920522	0.93	0.86801305	0.865
TCGA-61-2092-01	0.47	0.88	0.8108719	0.93	0.772717975	0.84543595
TCGA-61-2094-01	0.39	0.54	0.3942177	0.6	0.481054425	0.46710885
TCGA-61-2095-01	0.54	0.56	0.597168032303229	0.62	0.579292008075807	0.578584016151615
TCGA-61-2097-01	0.54	0.55	0.6963387	0.61	0.599084675	0.58
TCGA-61-2101-01	0.79	0.67	0.782902732649378	0.82	0.765725683162344	0.786451366324689
TCGA-61-2102-01	0.86	0.66	0.8751738	0.92	0.82879345	0.8675869
TCGA-61-2104-01	0.67	0.66	0.719148174441776	0.75	0.699787043610444	0.694574087220888
TCGA-61-2109-01	0.87	0.7	0.848495958014279	0.91	0.83212398950357	0.859247979007139
TCGA-61-2110-01	0.54	0.79	0.7128437	0.86	0.725710925	0.75142185
TCGA-61-2111-01	0.52	0.497960068541809	0.4572632	0.562450966160457	0.509418558675567	0.508980034270904
TCGA-61-2113-01	0.6	0.4	0.97133	0.49	0.6153325	0.545
TCGA-62-8394-01	0.56	0.43	0.2470822	0.53	0.44177055	0.48
TCGA-62-8395-01	0.4	0.58	0.5405737	0.65	0.542643425	0.56028685
TCGA-62-8397-01	0.67	0.47	0.6790598	0.69	0.62726495	0.6745299
TCGA-62-8398-01	0.41	0.43	0.466333078595108	0.5	0.451583269648777	0.448166539297554
TCGA-62-8399-01	0.37	0.41	0.445798084090693	0.5	0.431449521022673	0.427899042045346
TCGA-62-8402-01	0.55	0.37	0.9552177	0.5	0.593804425	0.525
TCGA-62-A46O-01	0.77	0.74	0.7810288	0.82	0.7777572	0.7755144
TCGA-62-A46P-01	0.53	0.64	0.6540002	0.7	0.63100005	0.6470001
TCGA-62-A46R-01	0.29	0.36	0.3162692	0.42	0.3465673	0.3381346
TCGA-62-A46S-01	0.56	0.48	0.5269068	0.45	0.5042267	0.5034534
TCGA-62-A46U-01	0.28	0.26	0.2822705	0.25	0.268067625	0.27
TCGA-62-A46Y-01	0.37	0.46	0.3387081	0.48	0.412177025	0.415
TCGA-62-A470-01	0.53	0.52	0.9286025	0.59	0.642150625	0.56
TCGA-62-A471-01	0.43	0.41	0.6868494	0.46	0.49671235	0.445
TCGA-62-A472-01	0.4	0.38	0.4774712	0.4	0.4143678	0.4
TCGA-63-5128-01	0.7	0.68	0.727043062948078	0.72	0.706760765737019	0.71
TCGA-63-5131-01	0.53	0.56	0.568677056951695	0.54	0.549669264237924	0.55
TCGA-63-6202-01	0.43	0.26	0.7944786	0.42	0.47611965	0.425
TCGA-63-7020-01	0.53	0.46	0.8690464	0.48	0.5847616	0.505
TCGA-63-7021-01	0.35	0.31	0.2806319	0.26	0.300157975	0.29531595
TCGA-63-7022-01	0.27	0.43	0.2139382	0.22	0.28348455	0.245
TCGA-63-7023-01	0.81	0.81	0.8393008	0.85	0.8273252	0.8246504
TCGA-63-A5M9-01	0.64	0.53	0.610098542982206	0.6	0.595024635745552	0.605049271491103
TCGA-63-A5MB-01	0.547266944923493	0.59	0.62097778873763	0.65	0.602061183415281	0.605488894368815
TCGA-63-A5MG-01	0.24	0.317849059477829	0.2645152	0.31	0.283091064869457	0.2872576
TCGA-63-A5MH-01	0.81	0.69	0.825710123217829	0.91	0.808927530804457	0.817855061608915
TCGA-63-A5MI-01	0.51	0.4	0.8693382	0.47	0.56233455	0.49
TCGA-63-A5MJ-01	0.49	0.38	0.452307068059053	0.44	0.440576767014763	0.446153534029527
TCGA-63-A5ML-01	0.69	0.56	0.672643362930294	0.71	0.658160840732574	0.681321681465147
TCGA-63-A5MM-01	0.25	0.35	0.3097465	0.35	0.314936625	0.32987325
TCGA-63-A5MN-01	0.21	0.26522208214744	0.1908316	0.2	0.21651342053686	0.205
TCGA-63-A5MP-01	0.51	0.35	0.3788037	0.33	0.392200925	0.36440185
TCGA-63-A5MR-01	0.35	0.46	0.3857434	0.32	0.37893585	0.3678717
TCGA-63-A5MS-01	0.29	0.28	0.254696	0.2	0.256174	0.267348
TCGA-63-A5MT-01	0.43	0.22	0.3532365	0.39	0.348309125	0.37161825
TCGA-63-A5MU-01	0.81	0.66	0.781983399070728	0.81	0.765495849767682	0.795991699535364
TCGA-63-A5MV-01	0.44	0.27	0.3753827	0.35	0.358845675	0.36269135
TCGA-63-A5MW-01	0.57	0.6	0.8836107	0.66	0.678402675	0.63
TCGA-63-A5MY-01	0.77	0.78	0.8138954	0.85	0.80347385	0.7969477
TCGA-64-1676-01	0.51	0.35	0.9094101	0.51	0.569852525	0.51
TCGA-64-1677-01	0.32	0.33	0.4639425	0.32	0.358485625	0.325
TCGA-64-1678-01	0.65	0.55	0.644741729408845	0.674119009567246	0.629715184744023	0.647370864704422
TCGA-64-1679-01	0.35	0.23	0.3522676	0.26	0.2980669	0.305
TCGA-64-1680-01	0.32	0.58	0.9157075	0.61	0.606426875	0.595
TCGA-64-1681-01	0.41	0.36	0.8229223	0.31	0.475730575	0.385
TCGA-64-5774-01	0.72	0.7	0.753999584163109	0.76	0.733499896040777	0.736999792081554
TCGA-64-5775-01	0.68	0.71	0.729638705745532	0.71	0.707409676436383	0.71
TCGA-64-5778-01	0.43	0.41	0.5617302	0.59	0.49793255	0.4958651
TCGA-64-5779-01	0.51	0.47	0.5043116	0.44	0.4810779	0.4871558
TCGA-64-5781-01	0.27	0.25	0.3785686	0.38	0.31964215	0.3242843
TCGA-64-5815-01	0.41	0.37	0.3306526	0.35	0.36516315	0.36
TCGA-66-2727-01	0.445118490925319	0.43	0.5539069	0.47	0.47475634773133	0.457559245462659
TCGA-66-2734-01	0.43	0.23	0.3232156	0.36	0.3358039	0.3416078
TCGA-66-2742-01	0.51	0.39	0.5310138	0.44	0.46775345	0.475
TCGA-66-2744-01	0.52	0.36	0.5049515	0.37	0.438737875	0.43747575
TCGA-66-2754-01	0.81	0.76	0.841087727095699	0.87	0.820271931773925	0.825543863547849
TCGA-66-2755-01	0.42	0.32	0.361967572286532	0.3	0.350491893071633	0.340983786143266
TCGA-66-2756-01	0.582109032548096	0.63	0.666936271091051	0.71	0.647261325909787	0.648468135545525
TCGA-66-2757-01	0.77	0.78	0.7750603	0.86	0.796265075	0.77753015
TCGA-66-2758-01	0.49	0.46	0.9000852	0.5	0.5875213	0.495
TCGA-66-2759-01	0.46	0.46	0.49400598596567	0.5	0.478501496491417	0.477002992982835
TCGA-66-2763-01	0.61	0.46	0.597653	0.67	0.58441325	0.6038265
TCGA-66-2765-01	0.84	0.49	0.959715	0.51	0.69992875	0.675
TCGA-66-2766-01	0.73	0.67	0.6090933	0.75	0.689773325	0.7
TCGA-66-2767-01	0.34	0.23	0.7853649	0.27	0.406341225	0.305
TCGA-66-2769-01	0.34	0.3	0.3105028	0.32	0.3176257	0.3152514
TCGA-66-2770-01	0.42	0.5	0.9774891	0.64	0.634372275	0.57
TCGA-66-2771-01	0.5	0.38	0.3499971	0.44	0.417499275	0.41
TCGA-66-2773-01	0.39	0.4	0.7740907	0.41	0.493522675	0.405
TCGA-66-2777-01	0.44	0.3	0.9287883	0.3	0.492197075	0.37
TCGA-66-2778-01	0.38	0.22	0.343712	0.38	0.330928	0.361856
TCGA-66-2780-01	0.38	0.48	0.436993	0.47	0.44174825	0.4534965
TCGA-66-2781-01	0.45	0.39	0.893171	0.4	0.53329275	0.425
TCGA-66-2782-01	0.33	0.34	0.4873668	0.52	0.4193417	0.4136834
TCGA-66-2783-01	0.5	0.55	0.56479049692548	0.57	0.54619762423137	0.55739524846274
TCGA-66-2785-01	0.43	0.4	0.6651044	0.4	0.4737761	0.415
TCGA-66-2786-01	0.64	0.4	0.5240539	0.57	0.533513475	0.54702695
TCGA-66-2787-01	0.49	0.34	0.4910955	0.36	0.420273875	0.425
TCGA-66-2788-01	0.56	0.39	0.4092103	0.41	0.442302575	0.40960515
TCGA-66-2789-01	0.69	0.52	0.5280196	0.55	0.5720049	0.5390098
TCGA-66-2791-01	0.57	0.31	0.495796	0.45	0.456449	0.472898
TCGA-66-2792-01	0.7	0.6	0.67595539188328	0.66	0.65898884797082	0.66797769594164
TCGA-66-2793-01	0.84	0.77	0.9684383	0.85	0.857109575	0.845
TCGA-66-2794-01	0.59	0.61	0.639197944375333	0.64	0.619799486093833	0.624598972187666
TCGA-66-2795-01	0.570446655748008	0.66	0.6225124	0.66	0.628239763937002	0.6412562
TCGA-66-2800-01	0.450527451081531	0.45	0.493373485329721	0.52	0.478475234102813	0.471950468205626
TCGA-67-3770-01	0.49	0.48	0.558964004144287	0.65	0.544741001036072	0.524482002072144
TCGA-67-3771-01	0.56	0.44	0.504604477383365	0.46	0.491151119345841	0.482302238691682
TCGA-67-3772-01	0.36	0.43	0.3621936	0.45	0.4005484	0.3960968
TCGA-67-3773-01	0.63	0.48	0.618629054902555	0.7	0.607157263725639	0.624314527451278
TCGA-67-3774-01	0.47	0.45	0.4125338	0.48	0.45313345	0.46
TCGA-67-4679-01	0.51	0.69	0.6621346	0.71	0.64303365	0.6760673
TCGA-67-6215-01	0.61	0.53	0.608762	0.69	0.6096905	0.609381
TCGA-67-6216-01	0.2	0.43	0.5244283	0.56	0.428607075	0.47721415
TCGA-67-6217-01	0.44	0.52	0.7058934	0.25	0.47897335	0.48
TCGA-68-7755-01	0.65	0.55	0.759315	0.62	0.64482875	0.635
TCGA-68-7756-01	0.3	0.46	0.3606474	0.49	0.40266185	0.4103237
TCGA-68-7757-01	0.22	0.36	0.3173593	0.34	0.309339825	0.32867965
TCGA-68-8250-01	0.42	0.43	0.450441619757063	0.44	0.435110404939266	0.435
TCGA-68-8251-01	0.35	0.27	0.4010699	0.33	0.337767475	0.34
TCGA-68-A59J-01	0.46	0.4	0.8946487	0.45	0.551162175	0.455
TCGA-69-7760-01	0.72	0.56	0.663011072864371	0.65	0.648252768216093	0.656505536432185
TCGA-69-7761-01	0.37	0.24	0.2086006	0.23	0.26215015	0.235
TCGA-69-7763-01	0.52	0.37	0.3123002	0.35	0.38807505	0.36
TCGA-69-7764-01	0.57	0.55	0.8983634	0.8	0.70459085	0.685
TCGA-69-7765-01	0.27	0.41	0.3087833	0.41	0.349695825	0.35939165
TCGA-69-7973-01	0.64	0.54	0.6380972	0.55	0.5920243	0.5940486
TCGA-69-7974-01	0.28	0.29	0.8499779	0.29	0.427494475	0.29
TCGA-69-7978-01	0.27	0.21	0.2267296	0.2	0.2266824	0.2183648
TCGA-69-7979-01	0.529375510646643	0.64	0.597378078658563	0.53	0.574188397326302	0.563689039329282
TCGA-69-7980-01	0.5	0.53	0.927573	0.55	0.62689325	0.54
TCGA-69-8253-01	0.45	0.3	0.3992052	0.39	0.3848013	0.3946026
TCGA-69-8254-01	0.27	0.26	0.3976834	0.41	0.33442085	0.3338417
TCGA-69-8255-01	0.38	0.38	0.4478514	0.37	0.39446285	0.38
TCGA-69-A59K-01	0.45	0.38	0.8546965	0.601159473312897	0.571463993328224	0.525579736656448
TCGA-6A-AB49-01	0.69	0.6271343411803	0.69321253764186	0.69	0.67508671970554	0.69
TCGA-6D-AA2E-01	0.33	0.406488803184665	0.4541768	0.4	0.397666400796166	0.403244401592333
TCGA-70-6722-01	0.41	0.33	0.3534769	0.32	0.353369225	0.34173845
TCGA-70-6723-01	0.84	0.76	0.847306306383196	0.86	0.826826576595799	0.843653153191598
TCGA-71-6725-01	0.59	0.57	0.898614	0.63	0.6721535	0.61
TCGA-73-4658-01	0.21	0.2	0.1885786	0.29	0.22214465	0.205
TCGA-73-4659-01	0.33	0.34	0.4481368	0.33	0.3620342	0.335
TCGA-73-4662-01	0.47	0.48	0.7683581	0.48	0.549589525	0.48
TCGA-73-4666-01	0.42	0.44	0.7304644	0.45	0.5101161	0.445
TCGA-73-4668-01	0.52	0.47	0.8117665	0.53	0.582941625	0.525
TCGA-73-4670-01	0.77	0.59	0.9682617	0.62	0.737065425	0.695
TCGA-73-4675-01	0.63	0.55	0.19340328	0.57	0.48585082	0.56
TCGA-73-4676-01	0.64	0.51	0.930883	0.77	0.71272075	0.705
TCGA-73-4677-01	0.52	0.43	0.7158694	0.47	0.53396735	0.495
TCGA-73-7498-01	0.38	0.62	0.5479534	0.62	0.54198835	0.5839767
TCGA-73-7499-01	0.36	0.49	0.2641261	0.38	0.373531525	0.37
TCGA-73-A9RS-01	0.76	0.59443782221324	0.5591304	0.61	0.63089205555331	0.60221891110662
TCGA-75-5122-01	0.51	0.31	0.2006843	0.32	0.335171075	0.315
TCGA-75-5125-01	0.35	0.39	0.3340653	0.31	0.346016325	0.34203265
TCGA-75-5126-01	0.2	0.29	0.2645608	0.24	0.2486402	0.2522804
