AbsCN.seq	ASCAT	PurBayes	ABSOLUTE	mean	median
TCGA-CV-7238-01	0.24	0.286889141507966	0.1953977	0.25	0.243071710376991	0.245
TCGA-CV-7242-01	0.48	0.33	0.4961703	0.5	0.451542575	0.48808515
TCGA-CV-7243-01	0.48	0.46	0.3294825	0.45	0.429870625	0.455
TCGA-CV-7245-01	0.96	0.59	0.9639139	0.63	0.785978475	0.795
TCGA-CV-7247-01	0.36	0.54	0.2808498	0.46	0.41021245	0.41
TCGA-CV-7248-01	0.38	0.36	0.7410499	0.39	0.467762475	0.385
TCGA-CV-7250-01	0.41	0.47	0.6626269	0.65	0.548156725	0.56
TCGA-CV-7252-01	0.32	0.49	0.4488678	0.47	0.43221695	0.4594339
TCGA-CV-7253-01	0.56	0.6	0.702722	0.83	0.6731805	0.651361
TCGA-CV-7254-01	0.42	0.37	0.3959108	0.37	0.3889777	0.3829554
TCGA-CV-7255-01	0.45	0.48	0.546445666600045	0.65	0.531611416650011	0.513222833300023
TCGA-CV-7261-01	0.47	0.47	0.5401993	0.52	0.500049825	0.495
TCGA-CV-7263-01	0.37	0.52	0.9688958	0.41	0.56722395	0.465
TCGA-CV-7406-01	0.56	0.59	0.609111838774242	0.6	0.58977795969356	0.595
TCGA-CV-7407-01	0.71	0.39	0.3249993	0.39	0.453749825	0.39
TCGA-CV-7410-01	0.2	0.262074148967297	0.1416247	0.24	0.210924712241824	0.22
TCGA-CV-7411-01	0.24	0.4	0.3709486	0.24	0.31273715	0.3054743
TCGA-CV-7413-01	0.57	0.3	0.4201698	0.44	0.43254245	0.4300849
TCGA-CV-7414-01	0.76	0.74	0.7854352	0.82	0.7763588	0.7727176
TCGA-CV-7415-01	0.43	0.42	0.3735844	0.45	0.4183961	0.425
TCGA-CV-7416-01	0.46	0.57	0.5454827	0.62	0.548870675	0.55774135
TCGA-CV-7418-01	0.66	0.69	0.724873401625291	0.74	0.703718350406323	0.707436700812645
TCGA-CV-7421-01	0.5	0.39	0.3670803	0.42	0.419270075	0.405
TCGA-CV-7422-01	0.32	0.28	0.2714853	0.27	0.285371325	0.27574265
TCGA-CV-7423-01	0.49	0.45	0.3424676	0.47	0.4381169	0.46
TCGA-CV-7424-01	0.42	0.44	0.467130643719886	0.48	0.451782660929972	0.453565321859943
TCGA-CV-7425-01	0.5	0.31	0.4178792	0.49	0.4294698	0.4539396
TCGA-CV-7427-01	0.29	0.34	0.4315914	0.5	0.39039785	0.3857957
TCGA-CV-7429-01	0.49	0.36	0.3877218	0.52	0.43943045	0.4388609
TCGA-CV-7430-01	0.71	0.75	0.770911642177481	0.76	0.74772791054437	0.755
TCGA-CV-7432-01	0.49	0.46	0.5437183	0.49	0.495929575	0.49
TCGA-CV-7433-01	0.23	0.3	0.2414252	0.3	0.2678563	0.2707126
TCGA-CV-7434-01	0.64	0.67	0.6839927	0.71	0.675998175	0.67699635
TCGA-CV-7435-01	0.52	0.39	0.3950881	0.39	0.423772025	0.39254405
TCGA-CV-7437-01	0.64	0.62	0.662024368656406	0.65	0.643006092164102	0.645
TCGA-CV-7438-01	0.37	0.47	0.4954766	0.5	0.45886915	0.4827383
TCGA-CV-7440-01	0.43	0.530313441475247	0.8368523	0.45	0.561791435368812	0.490156720737623
TCGA-CV-A45O-01	0.36	0.29	0.2650547	0.29	0.301263675	0.29
TCGA-CV-A45P-01	0.32	0.34	0.326376	0.38	0.341594	0.333188
TCGA-CV-A45Q-01	0.35	0.48	0.489425	0.54	0.46485625	0.4847125
TCGA-CV-A45R-01	0.42	0.38	0.4664682	0.43	0.42411705	0.425
TCGA-CV-A45T-01	0.22	0.267860234479697	0.1795378	0.21	0.219349508619924	0.215
TCGA-CV-A45U-01	0.64	0.35	0.7058501	0.34	0.508962525	0.495
TCGA-CV-A45V-01	0.29	0.29	0.4279802	0.46	0.36699505	0.3589901
TCGA-CV-A45W-01	0.28	0.357396796488619	0.2679955	0.42	0.331348074122155	0.31869839824431
TCGA-CV-A45X-01	0.4	0.32	0.3826607	0.34	0.360665175	0.36133035
TCGA-CV-A45Y-01	0.46	0.26	0.1689464	0.5	0.3472366	0.36
TCGA-CV-A45Z-01	0.3	0.25	0.274709	0.31	0.28367725	0.2873545
TCGA-CV-A460-01	0.45	0.46	0.4289455	0.48	0.454736375	0.455
TCGA-CV-A461-01	0.28	0.28	0.8635593	0.46	0.470889825	0.37
TCGA-CV-A463-01	0.33	0.35	0.5284256	0.57	0.4446064	0.4392128
TCGA-CV-A464-01	0.36	0.37	0.2726866	0.28	0.32067165	0.32
TCGA-CV-A465-01	0.32	0.26	0.3087918	0.33	0.30469795	0.3143959
TCGA-CV-A468-01	0.2	0.268545278300106	0.1223711	0.281485800347048	0.218100544661788	0.234272639150053
TCGA-CV-A6JD-01	0.37	0.59	0.549649735439093	0.6	0.527412433859773	0.569824867719546
TCGA-CV-A6JE-01	0.6	0.47	0.8621186	0.47	0.60052965	0.535
TCGA-CV-A6JM-01	0.56	0.56	0.590746505592614	0.58	0.572686626398153	0.57
TCGA-CV-A6JN-01	0.52	0.57	0.5321715	0.56	0.545542875	0.54608575
TCGA-CV-A6JO-01	0.38	0.331348173964963	0.2224144	0.26	0.298440643491241	0.295674086982481
TCGA-CV-A6JT-01	0.49	0.35	0.4689322	0.5	0.45223305	0.4794661
TCGA-CV-A6JU-01	0.26	0.42	0.3774833	0.4	0.364370825	0.38874165
TCGA-CV-A6JY-01	0.26	0.25	0.2916617	0.48	0.320415425	0.27583085
TCGA-CV-A6JZ-01	0.37	0.37	0.2803942	0.35	0.34259855	0.36
TCGA-CV-A6K0-01	0.57	0.332261355129441	0.10127843	0.18	0.29588494628236	0.256130677564721
TCGA-CV-A6K1-01	0.51	0.64	0.626186254727109	0.64	0.604046563681777	0.633093127363554
TCGA-CV-A6K2-01	0.26	0.4	0.3428748	0.39	0.3482187	0.3664374
TCGA-CW-5580-01	0.41	0.58	0.564244	0.63	0.546061	0.572122
TCGA-CW-5581-01	0.45	0.53	0.4850899	0.52	0.496272475	0.50254495
TCGA-CW-5583-01	0.62	0.581600592473824	0.6391297	0.63	0.617682573118456	0.625
TCGA-CW-5584-01	0.57	0.54	0.4742582	0.55	0.53356455	0.545
TCGA-CW-5585-01	0.54	0.73	0.7325806	0.8	0.70064515	0.7312903
TCGA-CW-5587-01	0.59	0.498404335364434	0.3781701	0.562995061427169	0.507392374197901	0.530699698395801
TCGA-CW-5588-01	0.51	0.38	0.4027788	0.497739242542406	0.447629510635602	0.450259021271203
TCGA-CW-5589-01	0.43	0.57	0.5235773	0.581063333377869	0.526160158344467	0.54678865
TCGA-CW-5591-01	0.64	0.49	0.4708169	0.58	0.545204225	0.535
TCGA-CW-6087-01	0.3	0.25	0.1764843	0.319765238269078	0.261562384567269	0.275
TCGA-CW-6090-01	0.65	0.6	0.6351994	0.58	0.61629985	0.6175997
TCGA-CW-6093-01	0.35	0.41	0.4975013	0.56	0.454375325	0.45375065
TCGA-CW-6097-01	0.3	0.366308492081188	0.1918715	0.5	0.339544998020297	0.333154246040594
TCGA-CX-7082-01	0.67	0.66	0.6897446	0.736209594450381	0.688988548612595	0.6798723
TCGA-CX-7085-01	0.33	0.284506770771824	0.1511179	0.19	0.238906167692956	0.237253385385912
TCGA-CX-7086-01	0.6	0.58	0.5381184	0.7	0.6045296	0.59
TCGA-CX-7219-01	0.51	0.57	0.4580462	0.55	0.52201155	0.53
TCGA-CX-A4AQ-01	0.46	0.58	0.6004578	0.47	0.52761445	0.525
TCGA-CZ-4853-01	0.55	0.51	0.7262175	0.78	0.641554375	0.63810875
TCGA-CZ-4856-01	0.33	0.53	0.3942259	0.41	0.416056475	0.40211295
TCGA-CZ-4859-01	0.59	0.663229264517459	0.690749	0.93	0.718494566129365	0.67698913225873
TCGA-CZ-4863-01	0.58	0.22	0.3331245	0.36	0.373281125	0.34656225
TCGA-CZ-4864-01	0.55	0.43	0.5615325	0.61	0.537883125	0.55576625
TCGA-CZ-4865-01	0.33	0.43	0.3927789	0.459045942101374	0.402956210525343	0.41138945
TCGA-CZ-4866-01	0.34	0.54	0.9057125	0.55	0.583928125	0.545
TCGA-CZ-5451-01	0.61	0.64	0.6063156	0.63	0.6215789	0.62
TCGA-CZ-5452-01	0.47	0.23	0.3441871	0.33	0.343546775	0.33709355
TCGA-CZ-5453-01	0.6	0.76	0.7639875	0.78	0.725996875	0.76199375
TCGA-CZ-5454-01	0.57	0.75	0.1953472	0.75	0.5663368	0.66
TCGA-CZ-5455-01	0.46	0.52	0.9406725	0.51	0.607668125	0.515
TCGA-CZ-5456-01	0.49	0.57	0.4326202	0.43	0.48065505	0.4613101
TCGA-CZ-5457-01	0.67	0.45	0.7327659	0.46	0.578191475	0.565
TCGA-CZ-5458-01	0.48	0.34	0.4847202	0.5	0.45118005	0.4823601
TCGA-CZ-5459-01	0.53	0.61	0.5915938	0.61	0.58539845	0.6007969
TCGA-CZ-5460-01	0.33	0.64	0.5768016	0.66	0.5517004	0.6084008
TCGA-CZ-5461-01	0.37	0.63	0.5717216	0.4	0.4929304	0.4858608
TCGA-CZ-5462-01	0.98	0.45	0.4281729	0.44	0.574543225	0.445
TCGA-CZ-5463-01	0.54	0.7	0.6846147	0.73	0.663653675	0.69230735
TCGA-CZ-5464-01	0.63	0.33	0.4334264	0.48	0.4683566	0.4567132
TCGA-CZ-5465-01	0.5	0.73	0.7820618	0.63	0.66051545	0.68
TCGA-CZ-5466-01	0.51	0.24	0.3892852	0.38	0.3798213	0.3846426
TCGA-CZ-5467-01	0.48	0.66	0.6715145	0.68	0.622878625	0.66575725
TCGA-CZ-5468-01	0.53	0.38	0.5079085	0.41	0.456977125	0.45895425
TCGA-CZ-5469-01	0.51	0.58	0.614816979329326	0.68	0.596204244832332	0.597408489664663
TCGA-CZ-5470-01	0.45	0.55	0.5837179	0.53	0.528429475	0.54
TCGA-CZ-5982-01	0.34	0.56	0.5834469	0.62	0.525861725	0.57172345
TCGA-CZ-5984-01	0.66	0.67	0.571516	0.52	0.605379	0.615758
TCGA-CZ-5985-01	0.43	0.63	0.5892197	0.62	0.567304925	0.60460985
TCGA-CZ-5986-01	0.37	0.7	0.6154396	0.67	0.5888599	0.6427198
TCGA-CZ-5987-01	0.47	0.68	0.6399829	0.668644389261143	0.614656822315286	0.654313644630571
TCGA-CZ-5988-01	0.36	0.58	0.5629287	0.57	0.518232175	0.56646435
TCGA-CZ-5989-01	0.28	0.49	0.428325	0.476978441458569	0.418825860364642	0.452651720729285
TCGA-D1-A2G0-01	0.49	0.74	0.6459993	0.76	0.658999825	0.69299965
TCGA-D1-A3DA-01	0.67	0.8	0.7885271	0.84	0.774631775	0.79426355
TCGA-D1-A3DG-01	0.89	0.86	0.9089346	0.97	0.90723365	0.8994673
TCGA-D1-A3DH-01	0.86	0.75	0.859067668287283	0.89	0.839766917071821	0.859533834143641
TCGA-D1-A3JP-01	0.45	0.43	0.3636739	0.488432447753479	0.43302658693837	0.44
TCGA-D1-A3JQ-01	0.53	0.58	0.4998551	0.79	0.599963775	0.555
TCGA-D3-A1Q1-06	0.59	0.79	0.81596359474947	0.97	0.791490898687367	0.802981797374735
TCGA-D3-A1Q3-06	0.62	0.58	0.5706445	0.63	0.600161125	0.6
TCGA-D3-A1Q4-06	0.36	0.51	0.4933455	0.52	0.470836375	0.50167275
TCGA-D3-A1Q5-06	0.87	0.8	0.891749416685829	0.92	0.870437354171457	0.880874708342914
TCGA-D3-A1Q6-06	0.55	0.46	0.5264964	0.5	0.5091241	0.5132482
TCGA-D3-A1Q7-06	0.26	0.24	0.3587023	0.38	0.309675575	0.30935115
TCGA-D3-A1Q8-06	0.42	0.51	0.4593388	0.53	0.4798347	0.4846694
TCGA-D3-A1Q9-06	0.58	0.62	0.6238631	0.69	0.628465775	0.62193155
TCGA-D3-A1QA-06	0.83	0.76	0.8767542	0.91	0.84418855	0.8533771
TCGA-D3-A1QB-06	0.49	0.43	0.4114577	0.45	0.445364425	0.44
TCGA-D3-A2J6-06	0.87	0.69	0.719013	0.71	0.74725325	0.7145065
TCGA-D3-A2J7-06	0.27	0.44	0.4053949	0.42	0.383848725	0.41269745
TCGA-D3-A2J8-06	0.24	0.23	0.2364456	0.21	0.2291114	0.2332228
TCGA-D3-A2J9-06	0.29	0.26	0.2125809	0.2	0.240645225	0.23629045
TCGA-D3-A2JA-06	0.49	0.48	0.511411396084024	0.5	0.495352849021006	0.495
TCGA-D3-A2JB-06	0.32	0.307914545829281	0.2443988	0.21	0.27057833645732	0.276156672914641
TCGA-D3-A2JC-06	0.61	0.42	0.5620282	0.47	0.51550705	0.5160141
TCGA-D3-A2JD-06	0.35	0.35	0.3882096	0.39	0.3695524	0.3691048
TCGA-D3-A2JE-06	0.75	0.684831767218405	0.766818733484143	0.79	0.747912625175637	0.758409366742071
TCGA-D3-A2JF-06	0.55	0.61	0.607658563606986	0.58	0.586914640901746	0.593829281803493
TCGA-D3-A2JG-06	0.75	0.73	0.788094018244287	0.8	0.767023504561072	0.769047009122143
TCGA-D3-A2JH-06	0.25	0.317212177172358	0.2850904	0.28	0.283075644293089	0.2825452
TCGA-D3-A2JK-06	0.46	0.64	0.6327866	0.66	0.59819665	0.6363933
TCGA-D3-A2JL-06	0.41	0.39	0.5136999	0.45	0.440924975	0.43
TCGA-D3-A2JN-06	0.36	0.32	0.4116338	0.33	0.35540845	0.345
TCGA-D3-A2JO-06	0.38	0.35	0.4376554	0.33	0.37441385	0.365
TCGA-D3-A2JP-06	0.63	0.55	0.6695887	0.58	0.607397175	0.605
TCGA-D3-A3BZ-06	0.52	0.538720296547307	0.1773816	0.96	0.549025474136827	0.529360148273654
TCGA-D3-A3C1-06	0.48	0.48	0.3972467	0.53	0.471811675	0.48
TCGA-D3-A3C3-06	0.51	0.53	0.8528708	0.57	0.6157177	0.55
TCGA-D3-A3C6-06	0.74	0.83	0.8042105	0.89	0.816052625	0.81710525
TCGA-D3-A3C7-06	0.63	0.74	0.7322281	0.79	0.723057025	0.73611405
TCGA-D3-A3C8-06	0.25	0.42	0.1891952	0.22	0.2697988	0.235
TCGA-D3-A3CB-06	0.26	0.26	0.2906166	0.27	0.27015415	0.265
TCGA-D3-A3CC-06	0.55	0.57	0.4754907	0.63	0.556372675	0.56
TCGA-D3-A3CE-06	0.51	0.53	0.938731	0.62	0.64968275	0.575
TCGA-D3-A3CF-06	0.45	0.43	0.3358704	0.22	0.3589676	0.3829352
TCGA-D3-A3ML-06	0.83	0.84	0.9119712	0.97	0.8879928	0.8759856
TCGA-D3-A3MO-06	0.82	0.7	0.9665249	0.94	0.856631225	0.88
TCGA-D3-A3MR-06	0.24	0.26	0.2993212	0.37	0.2923303	0.2796606
TCGA-D3-A3MU-06	0.73	0.82	0.7186859	0.84	0.777171475	0.775
TCGA-D3-A3MV-06	0.59	0.69	0.702966310922867	0.74	0.680741577730717	0.696483155461434
TCGA-D3-A51E-06	0.73	0.72	0.7106026	0.77	0.73265065	0.725
TCGA-D3-A51F-06	0.2	0.36	0.1560159	0.32692826487303	0.260736041218258	0.263464132436515
TCGA-D3-A51G-06	0.68	0.6	0.701397961818001	0.76	0.6853494904545	0.690698980909001
TCGA-D3-A51J-06	0.41	0.53	0.5225681	0.55	0.503142025	0.52628405
TCGA-D3-A51K-06	0.81	0.73	0.8913724	0.85	0.8203431	0.83
TCGA-D3-A51N-06	0.46	0.66	0.5868211	0.53	0.559205275	0.55841055
TCGA-D3-A51R-06	0.87	0.86	0.9191355	0.91	0.889783875	0.89
TCGA-D3-A51T-06	0.69	0.78	0.766653	0.83	0.76666325	0.7733265
TCGA-D3-A5GL-06	0.75	0.75	0.789770327463091	0.78	0.767442581865773	0.765
TCGA-D3-A5GN-06	0.5	0.49	0.528059830562224	0.53	0.512014957640556	0.514029915281112
TCGA-D3-A5GO-06	0.67	0.58	0.674400851118347	0.71	0.658600212779587	0.672200425559173
TCGA-D3-A5GR-06	0.29	0.45	0.445253	0.468752233673868	0.413501308418467	0.4476265
TCGA-D3-A5GS-06	0.67	0.59	0.7797209	0.79	0.707430225	0.72486045
TCGA-D3-A5GU-06	0.600363156752752	0.66	0.691014387597034	0.73	0.670344386087447	0.675507193798517
TCGA-D3-A8GB-06	0.42	0.375484319965605	0.293061	0.33	0.354636329991401	0.352742159982803
TCGA-D3-A8GC-06	0.82	0.717118384599629	0.808007660707304	0.81	0.788781511326733	0.809003830353652
TCGA-D3-A8GD-06	0.32	0.341507600246914	0.3136934	0.28	0.313800250061729	0.3168467
TCGA-D3-A8GE-06	0.21	0.45524259318571	0.5780934	0.6	0.460833998296428	0.516667996592855
TCGA-D3-A8GI-06	0.71	0.670523400202127	0.74856515551538	0.79	0.729772138929377	0.72928257775769
TCGA-D3-A8GJ-06	0.31	0.515175358967806	0.9068217	0.45	0.545499264741951	0.482587679483903
TCGA-D3-A8GK-06	0.88	0.787563681254242	0.9155503	0.93	0.878278495313561	0.89777515
TCGA-D3-A8GL-06	0.85	0.778578485581	0.886414004628671	0.95	0.866248122552418	0.868207002314335
TCGA-D3-A8GM-06	0.49	0.501240192828378	0.53260590446434	0.54	0.51596152432318	0.516923048646359
TCGA-D3-A8GN-06	0.29	0.333896472787548	0.3372939	0.26	0.305297593196887	0.311948236393774
TCGA-D3-A8GO-06	0.41	0.41854177328873	0.4512601	0.37	0.412450468322183	0.414270886644365
TCGA-D3-A8GP-06	0.9	0.800087431902717	0.913853559978537	0.96	0.893485247970313	0.906926779989269
TCGA-D3-A8GQ-06	0.41	0.50523484675814	0.537701994527041	0.63	0.520734210321295	0.52146842064259
TCGA-D3-A8GR-06	0.77	0.69802468431013	0.7914089	0.8	0.764858396077532	0.78070445
TCGA-D3-A8GS-06	0.36	0.44668053338517	0.4487563	0.53	0.446359208346293	0.447718416692585
TCGA-D3-A8GV-06	0.85	0.789951284465315	0.9491055	0.94	0.882264196116329	0.895
TCGA-D5-5537-01	0.67	0.68	0.714484135919212	0.71	0.693621033979803	0.695
TCGA-D5-5538-01	0.66	0.64	0.688980889871437	0.69	0.669745222467859	0.674490444935719
TCGA-D5-5539-01	0.62	0.58	0.5858798	0.55	0.58396995	0.5829399
TCGA-D5-5540-01	0.81	0.76	0.8710991	0.89	0.832774775	0.84054955
TCGA-D5-5541-01	0.72	0.56	0.7644761	0.78	0.706119025	0.74223805
TCGA-D5-6529-01	0.57	0.39	0.3761096	0.39	0.4315274	0.39
TCGA-D5-6530-01	0.42	0.71	0.654609859449328	0.73	0.628652464862332	0.682304929724664
TCGA-D5-6531-01	0.52	0.62	0.9317725	0.62	0.672943125	0.62
TCGA-D5-6532-01	0.75	0.69	0.765720356582572	0.78	0.746430089145643	0.757860178291286
TCGA-D5-6533-01	0.55	0.67	0.661769	0.69	0.64294225	0.6658845
TCGA-D5-6534-01	0.44	0.22	0.3226038	0.33	0.32815095	0.3263019
TCGA-D5-6535-01	0.83	0.58	0.9524353	0.61	0.743108825	0.72
TCGA-D5-6536-01	0.7	0.57	0.689291797408494	0.74	0.674822949352124	0.694645898704247
TCGA-D5-6537-01	0.75	0.72	0.733821	0.8	0.75095525	0.7419105
TCGA-D5-6538-01	0.87	0.88	0.923816044526521	0.92	0.89845401113163	0.9
TCGA-D5-6539-01	0.27	0.28	0.3820082	0.23	0.29050205	0.275
TCGA-D5-6540-01	0.32	0.7	0.7291786	0.76	0.62729465	0.7145893
TCGA-D5-6541-01	0.59	0.59	0.612160244191055	0.58	0.593040061047764	0.59
TCGA-D5-6898-01	0.57	0.54	0.585859433018501	0.58	0.568964858254625	0.575
TCGA-D5-6920-01	0.66	0.26	0.965194	0.41	0.5737985	0.535
TCGA-D5-6922-01	0.52	0.64	0.616635143630432	0.6	0.594158785907608	0.608317571815216
TCGA-D5-6923-01	0.56	0.44	0.56166760705568	0.64	0.55041690176392	0.56083380352784
TCGA-D5-6924-01	0.54	0.46	0.7445771	0.5	0.561144275	0.52
TCGA-D5-6926-01	0.52	0.46	0.7905439	0.5	0.567635975	0.51
TCGA-D5-6927-01	0.44	0.34	0.5116466	0.49	0.44541165	0.465
TCGA-D5-6928-01	0.32	0.59	0.3187577	0.31	0.384689425	0.31937885
TCGA-D5-6929-01	0.53	0.3	0.7814602	0.48	0.52286505	0.505
TCGA-D5-6930-01	0.34	0.53	0.3696892	0.44	0.4199223	0.4048446
TCGA-D5-6931-01	0.34	0.49	0.9736997	0.48	0.570924925	0.485
TCGA-D5-6932-01	0.62	0.61	0.7398303	0.62	0.647457575	0.62
TCGA-D5-7000-01	0.46	0.64	0.620048854408859	0.67	0.597512213602215	0.63002442720443
TCGA-D6-6515-01	0.29	0.2	0.1763013	0.17	0.209075325	0.18815065
TCGA-D6-6516-01	0.58	0.49	0.825995	0.52	0.60399875	0.55
TCGA-D6-6517-01	0.45	0.45	0.423731	0.44	0.44093275	0.445
TCGA-D6-6823-01	0.46	0.45	0.5371659	0.45	0.474291475	0.455
TCGA-D6-6824-01	0.42	0.428963820599404	0.1256321	0.68	0.413648980149851	0.424481910299702
TCGA-D6-6825-01	0.42	0.4	0.4423175	0.42	0.420579375	0.42
TCGA-D6-6826-01	0.41	0.22	0.3409389	0.34	0.327734725	0.34046945
TCGA-D6-6827-01	0.59	0.57	0.6206597	0.75	0.632664925	0.60532985
TCGA-D6-8568-01	0.43	0.4	0.38711	0.38	0.3992775	0.393555
TCGA-D6-8569-01	0.48	0.42	0.5079926	0.43	0.45949815	0.455
TCGA-D6-A4Z9-01	0.47	0.47	0.457892	0.5	0.474473	0.47
TCGA-D6-A4ZB-01	0.26	0.4	0.2082004	0.44	0.3270501	0.33
TCGA-D6-A6EK-01	0.28	0.42	0.4451946	0.43	0.39379865	0.425
TCGA-D6-A6EM-01	0.39	0.37	0.3646463	0.32	0.361161575	0.36732315
TCGA-D6-A6EN-01	0.34	0.53	0.5092634	0.51	0.47231585	0.5096317
TCGA-D6-A6EO-01	0.65	0.69	0.6993391	0.71	0.687334775	0.69466955
TCGA-D6-A6EP-01	0.83	0.8	0.9305265	0.83	0.847631625	0.83
TCGA-D6-A6EQ-01	0.55	0.58	0.5730957	0.39	0.523273925	0.56154785
TCGA-D6-A6ES-01	0.67	0.69	0.6940678	0.72	0.69351695	0.6920339
TCGA-D6-A74Q-01	0.48	0.528389756052977	0.5379006	0.65	0.549072589013244	0.533145178026488
TCGA-D7-5577-01	0.42	0.58	0.573970024372045	0.64	0.553492506093011	0.576985012186023
TCGA-D7-5578-01	0.46	0.55	0.561782680993291	0.6	0.542945670248323	0.555891340496645
TCGA-D7-6518-01	0.41	0.33	0.2050151	0.35	0.323753775	0.34
TCGA-D7-6519-01	0.67	0.65	0.7907762	0.74	0.71269405	0.705
TCGA-D7-6520-01	0.5	0.5	0.5403512	0.52	0.5150878	0.51
TCGA-D7-6521-01	0.38	0.37	0.2021119	0.23	0.295527975	0.3
TCGA-D7-6522-01	0.27	0.230876362298702	0.10741036	0.08	0.172071680574675	0.169143361149351
TCGA-D7-6524-01	0.3	0.3	0.2563252	0.18	0.2590813	0.2781626
TCGA-D7-6525-01	0.46	0.45	0.5750758	0.63	0.52876895	0.5175379
TCGA-D7-6526-01	0.55	0.57	0.3862553	0.6	0.526563825	0.56
TCGA-D7-6527-01	0.51	0.41	0.5089222	0.46	0.47223055	0.4844611
TCGA-D7-6528-01	0.91	0.55	0.8099271	0.62	0.722481775	0.71496355
TCGA-D7-6815-01	0.62	0.56	0.5746885	0.82	0.643672125	0.59734425
TCGA-D7-6817-01	0.42	0.44	0.3406498	0.44	0.41016245	0.43
TCGA-D7-6818-01	0.28	0.39	0.9286874	0.43	0.50717185	0.41
TCGA-D7-6820-01	0.49	0.47	0.6321082	0.69	0.57052705	0.5610541
TCGA-D7-6822-01	0.54	0.62	0.6980699	0.73	0.647017475	0.65903495
TCGA-D7-8570-01	0.37	0.31	0.2953895	0.32	0.323847375	0.315
TCGA-D7-8572-01	0.29	0.4	0.3479159	0.43	0.366978975	0.37395795
TCGA-D7-8573-01	0.39	0.55	0.8308859	0.62	0.597721475	0.585
TCGA-D7-8574-01	0.2	0.41	0.1473057	0.13	0.221826425	0.17365285
TCGA-D7-8575-01	0.87	0.58	0.5943004	0.66	0.6760751	0.6271502
TCGA-D7-8576-01	0.55	0.58	0.5413533	0.69	0.590338325	0.565
TCGA-D7-8578-01	0.37	0.2	0.3416855	0.35	0.315421375	0.34584275
TCGA-D7-8579-01	0.26	0.31	0.2529418	0.25	0.26823545	0.2564709
TCGA-D7-A4YT-01	0.51	0.59	0.7521285	0.76	0.653032125	0.67106425
TCGA-D7-A4YU-01	0.31	0.46	0.4168157	0.33	0.379203925	0.37340785
TCGA-D7-A4YV-01	0.3	0.33	0.398164713288945	0.52	0.387041178322236	0.364082356644473
TCGA-D7-A4YX-01	0.35	0.55	0.571161	0.55	0.50529025	0.55
TCGA-D7-A4YY-01	0.71	0.67	0.6974151	0.75	0.706853775	0.70370755
TCGA-D7-A4Z0-01	0.37	0.29	0.2889355	0.31	0.314733875	0.3
TCGA-D7-A6EV-01	0.58	0.55	0.596167519755332	0.59	0.579041879938833	0.585
TCGA-D7-A6EX-01	0.72	0.74	0.773203071954139	0.77	0.750800767988535	0.755
TCGA-D7-A6EY-01	0.22	0.25	0.299849150040874	0.39	0.289962287510219	0.274924575020437
TCGA-D7-A6EZ-01	0.48	0.64	0.62630802318098	0.67	0.604077005795245	0.63315401159049
TCGA-D7-A6F0-01	0.68	0.54	0.613944513523798	0.56	0.59848612838095	0.586972256761899
TCGA-D7-A6F2-01	0.59	0.59	0.7657117	0.63	0.643927925	0.61
TCGA-D7-A747-01	0.25	0.267536837717017	0.2018183	0.16	0.219838784429254	0.22590915
TCGA-D7-A748-01	0.6	0.343252388169414	0.151062	0.15	0.311078597042354	0.247157194084707
TCGA-D7-A74A-01	0.8	0.79	0.5213009	0.87	0.745325225	0.795
TCGA-D8-A13Y-01	0.84	0.85	0.507871	0.92	0.77946775	0.845
TCGA-D8-A13Z-01	0.79	0.33	0.9794655	0.38	0.619866375	0.585
TCGA-D8-A140-01	0.63	0.66	0.6626844	0.7	0.6631711	0.6613422
TCGA-D8-A141-01	0.34	0.24	0.2890802	0.28	0.28727005	0.2845401
TCGA-D8-A142-01	0.511234523378047	0.32	0.8893722	0.605677877724045	0.581571150275523	0.558456200551046
TCGA-D8-A143-01	0.65	0.5	0.7300858	0.72	0.65002145	0.685
TCGA-D8-A145-01	0.28	0.43	0.3449718	0.38	0.35874295	0.3624859
TCGA-D8-A146-01	0.3	0.39	0.5374098	0.472891277953609	0.425075269488402	0.431445638976805
TCGA-D8-A147-01	0.58	0.55	0.4140532	0.57	0.5285133	0.56
TCGA-D8-A1J8-01	0.6	0.68	0.68623669747542	0.69	0.664059174368855	0.68311834873771
TCGA-D8-A1J9-01	0.65	0.49	0.6803074	0.69	0.62757685	0.6651537
TCGA-D8-A1JA-01	0.77	0.75	0.7585176	0.77	0.7621294	0.7642588
TCGA-D8-A1JB-01	0.36	0.28	0.1797013	0.28	0.274925325	0.28
TCGA-D8-A1JC-01	0.7	0.69	0.6649759	0.74	0.698743975	0.695
TCGA-D8-A1JD-01	0.62	0.45	0.2425618	0.5	0.45314045	0.475
TCGA-D8-A1JE-01	0.46	0.48	0.449893	0.55	0.48497325	0.47
TCGA-D8-A1JF-01	0.53	0.48	0.4540641	0.49	0.488516025	0.485
TCGA-D8-A1JG-01	0.46	0.44	0.2488915	0.43	0.394722875	0.435
TCGA-D8-A1JH-01	0.49	0.492783887330779	0.5062899	0.53	0.504768446832695	0.49953689366539
TCGA-D8-A1JI-01	0.75	0.68	0.6845377	0.89	0.751134425	0.71726885
TCGA-D8-A1JJ-01	0.43	0.45	0.490608	0.43	0.450152	0.44
