"","Cell type 1","Cell type 2"
"TCGA-A6-2671-01",0.0187533477892027,0.857346943287441
"TCGA-A6-2672-01",0.0260819278034233,1.03100031605324
"TCGA-A6-2676-01",0.0339401303660133,1.0479496263112
"TCGA-A6-2678-01",0.0481017070180538,1.16688126515357
"TCGA-A6-2679-01",0.00714928811003029,0.589537416267781
"TCGA-A6-2680-01",0.0212243037053285,0.759568430727663
"TCGA-A6-2681-01",0.0148236174094705,0.869683531431298
"TCGA-A6-2683-01",0.0107230564885463,0.442173065732032
"TCGA-A6-3807-01",0.0363886337144221,1.07627802652601
"TCGA-A6-4107-01",0.031144021165121,0.957401222943027
"TCGA-A6-6140-01",0.0397090204552921,0.943874096938768
"TCGA-AA-3488-01",0.0216641566585307,0.62315784245738
"TCGA-AA-3494-01",0.0367363640189796,0.878767573230035
"TCGA-AA-3495-01",0.0400353668668426,0.96672918882853
"TCGA-AA-3510-01",0.0251956855465294,0.768643199886591
"TCGA-AA-3514-01",0.00429912799810682,0.615222969984385
"TCGA-AA-3516-01",0.0335064085566008,0.891988397656528
"TCGA-AA-3517-01",0.0297259885970779,0.920976317598708
"TCGA-AA-3518-01",0.03424472425388,0.922636720448303
"TCGA-AA-3519-01",0.0339689697979408,0.887209206654616
"TCGA-AA-3520-01",0.0365184087497726,1.13423460908557
"TCGA-AA-3521-01",0.0342553149706452,0.960702901257875
"TCGA-AA-3522-01",0.0532556734210756,1.0580343354622
"TCGA-AA-3524-01",0.052502446499982,1.15643769918879
"TCGA-AA-3525-01",0.0341175718121899,0.812594030042796
"TCGA-AA-3527-01",0.00336613551306602,0.542712925708695
"TCGA-AA-3529-01",0.0347837544565892,0.876629734455002
"TCGA-AA-3530-01",0.051814627697106,1.18401485326663
"TCGA-AA-3531-01",0.0208119724961668,0.598912919793207
"TCGA-AA-3532-01",0.0388955882166424,1.12035471213195
"TCGA-AA-3534-01",0.0412699789261891,1.06424337044183
"TCGA-AA-3538-01",0.040984170187372,1.09253462837058
"TCGA-AA-3542-01",0.0198183080866515,0.575157394329551
"TCGA-AA-3543-01",0.0277204837089235,0.911768823535887
"TCGA-AA-3544-01",0.0215391738259251,0.938499346409277
"TCGA-AA-3548-01",0.0233818145808765,0.750296963488049
"TCGA-AA-3549-01",0.0292043404702744,0.86627925915963
"TCGA-AA-3552-01",0.0313744632873281,0.891550711826488
"TCGA-AA-3553-01",0.041511130864579,1.12515531130238
"TCGA-AA-3554-01",0.0211113948066727,1.08635687873431
"TCGA-AA-3555-01",0.041813410150846,1.12178061342835
"TCGA-AA-3556-01",0.0443605804013992,1.12014914919021
"TCGA-AA-3560-01",0.0223574597211374,0.651549927073124
"TCGA-AA-3561-01",0.0472760706765816,1.04961052733088
"TCGA-AA-3562-01",0.0363111441887231,0.969456267310551
"TCGA-AA-3664-01",0.0505312330158732,1.13161819398951
"TCGA-AA-3666-01",0.0439712045088331,1.07897326103755
"TCGA-AA-3667-01",0.0116601026869199,0.536024315591121
"TCGA-AA-3672-01",0.00696601061479531,0.653130998583234
"TCGA-AA-3673-01",0.0432262429619544,1.04074122169958
"TCGA-AA-3678-01",0.0353246979627309,0.937890071891453
"TCGA-AA-3679-01",0.0354166714546955,0.924140975791756
"TCGA-AA-3680-01",0.0431213899733843,1.01425812552415
"TCGA-AA-3681-01",0.0342103210772154,0.975820078355678
"TCGA-AA-3684-01",0.00124425717590819,0.835757387149818
"TCGA-AA-3688-01",0.0423385245468977,1.02618430738997
"TCGA-AA-3692-01",0.0399063482984828,1.07981078702716
"TCGA-AA-3693-01",0.0529497509800809,1.12916549981673
"TCGA-AA-3696-01",0.0363607202477456,0.962166871924352
"TCGA-AA-3710-01",0.0319287986088893,1.1787968383349
"TCGA-AA-3715-01",0.00205722829212354,0.885958261128602
"TCGA-AA-3812-01",0.00174257828820144,0.687523966190441
"TCGA-AA-3814-01",0.0338746968500326,1.1515931744918
"TCGA-AA-3818-01",0.0375282979348904,0.89778410155041
"TCGA-AA-3819-01",0.0382966225604445,0.913962310510241
"TCGA-AA-3821-01",0.0449451004826765,1.16933218306923
"TCGA-AA-3831-01",0.0333110934197504,0.92682373753047
"TCGA-AA-3833-01",0.0233289256616081,0.906679640631231
"TCGA-AA-3837-01",0.0266959692945437,0.814463700017417
"TCGA-AA-3841-01",0.00962923897113003,0.609178008507883
"TCGA-AA-3842-01",0.0433501001782402,1.13603596091795
"TCGA-AA-3844-01",0.042862606124937,0.97319344196523
"TCGA-AA-3845-01",0.0528305539409296,1.34665255675225
"TCGA-AA-3846-01",0.0495126210491573,1.20633409992904
"TCGA-AA-3848-01",0.0123065800924639,0.533948850589585
"TCGA-AA-3850-01",0.0284000333099587,0.928555138681437
"TCGA-AA-3851-01",0.0373632522208469,0.935931459031211
"TCGA-AA-3852-01",0.0234083286841041,0.843114789613712
"TCGA-AA-3854-01",0.0345699608570988,0.832376678259567
"TCGA-AA-3855-01",0.0297766113251077,0.852598013851884
"TCGA-AA-3856-01",0.0342585157510291,0.970171767410074
"TCGA-AA-3858-01",0.0309471313351642,0.928498957689955
"TCGA-AA-3860-01",0.033266214835011,1.03683000532396
"TCGA-AA-3864-01",0.049623931140276,1.18325231364015
"TCGA-AA-3866-01",0.0372383676772174,1.2985960070083
"TCGA-AA-3867-01",0.0300410192752132,1.04844268152556
"TCGA-AA-3869-01",0.041553861693593,1.03020736992559
"TCGA-AA-3870-01",0.0170428054421416,0.909869244756365
"TCGA-AA-3872-01",0.0192629007237349,1.10790682736247
"TCGA-AA-3875-01",0.0465787234009727,1.16472100125007
