,mean_z_low,Cell type
HNSCC28_P12_C09_S225_comb,-0.12621509882934634,Non-malignant
HNSCC28_P12_C10_S226_comb,0.7229106998613207,Non-malignant
HNSCC28_P12_C12_S228_comb,0.5349441421374389,Non-malignant
HNSCC28_P12_D01_S229_comb,0.3452234475552679,Non-malignant
HNSCC28_P12_D11_S239_comb,-0.030282902995419348,Non-malignant
HNSCC28_P12_E01_S241_comb,-0.03468701325764295,Non-malignant
HNSCC28_P12_E03_S243_comb,0.06213628000448525,Non-malignant
HNSCC28_P12_E05_S245_comb,0.011619789687520532,Non-malignant
HNSCC28_P12_E11_S251_comb,-0.01923006942341421,Non-malignant
HNSCC28_P12_E12_S252_comb,-0.13851318044677222,Non-malignant
HNSCC28_P12_F12_S264_comb,0.09605772409810341,Non-malignant
HNSCC28_P12_G02_S266_comb,0.4584034677979736,Non-malignant
HNSCC28_P12_G03_S267_comb,0.5627135336437121,Non-malignant
HNSCC28_P12_G04_S268_comb,0.3074317392738192,Non-malignant
HNSCC28_P12_G05_S269_comb,-0.16468325314683493,Non-malignant
HNSCC28_P12_G07_S271_comb,-0.13237115080330075,Non-malignant
HNSCC28_P12_G08_S272_comb,0.40150990796857183,Non-malignant
HNSCC28_P12_G09_S273_comb,-0.07408930732575468,Non-malignant
HNSCC28_P12_H07_S283_comb,-0.010773331117811542,Non-malignant
HNSCC28_P12_H09_S285_comb,-0.09887928163287484,Non-malignant
HNSCC28_P12_H10_S286_comb,0.24544025093820615,Non-malignant
HNSCC28_P12_H11_S287_comb,0.018251976264128566,Non-malignant
HNSCC28_P12_H12_S288_comb,0.4197998394937035,Non-malignant
HNSCC28_P13_A01_S193_comb,-0.10684262527382063,Non-malignant
HNSCC28_P13_A05_S197_comb,0.06088060874028526,Non-malignant
HNSCC28_P13_A12_S204_comb,0.09280976409342405,Non-malignant
HNSCC28_P13_B09_S213_comb,-0.1120200497650118,Non-malignant
HNSCC28_P13_C01_S217_comb,-0.028591149397997548,Non-malignant
HNSCC28_P13_C06_S222_comb,0.2525188267463655,Non-malignant
HNSCC28_P13_C08_S224_comb,0.5470170999827533,Non-malignant
HNSCC28_P13_D02_S230_comb,0.07758229298579394,Non-malignant
HNSCC28_P13_D09_S237_comb,-0.13290060056426675,Non-malignant
HNSCC28_P13_D10_S238_comb,-0.028128790525478578,Non-malignant
HNSCC28_P13_D11_S239_comb,-0.061104017698299484,Non-malignant
HNSCC28_P13_D12_S240_comb,-0.01407647282198918,Non-malignant
HNSCC28_P13_E01_S241_comb,0.32782552965675255,Non-malignant
HNSCC28_P13_E08_S248_comb,-0.06479849898065206,Non-malignant
HNSCC28_P13_E09_S249_comb,0.12464061488650734,Non-malignant
HNSCC28_P13_E12_S252_comb,0.41474073163071035,Non-malignant
HNSCC28_P13_F04_S256_comb,0.1823671840471094,Non-malignant
HNSCC28_P13_F05_S257_comb,0.48504643507413586,Non-malignant
HNSCC28_P13_F06_S258_comb,-0.13285806359353095,Non-malignant
HNSCC28_P13_F08_S260_comb,0.8669250641627626,Non-malignant
HNSCC28_P13_F09_S261_comb,0.0777131941815758,Non-malignant
HNSCC28_P13_F10_S262_comb,-0.03761800675464794,Non-malignant
HNSCC28_P13_F12_S264_comb,0.5483875399987805,Non-malignant
HNSCC28_P13_G03_S267_comb,-0.0102843511606546,Non-malignant
HNSCC28_P13_G05_S269_comb,0.43922991980701315,Non-malignant
HNSCC28_P13_G11_S275_comb,-0.012956688439501941,Non-malignant
HNSCC28_P13_G12_S276_comb,0.1722362480283269,Non-malignant
HNSCC28_P13_H03_S279_comb,0.25297465202237396,Non-malignant
HNSCC28_P13_H05_S281_comb,0.5697454053273258,Non-malignant
HNSCC28_P13_H06_S282_comb,0.03256224411137516,Non-malignant
HNSCC28_P13_H10_S286_comb,-0.31211513747761765,Non-malignant
HNSCC28_P13_H12_S288_comb,-0.094242076571446,Non-malignant
HNSCC28_P1_A01_S1_comb,0.2815173330935593,Non-malignant
HNSCC28_P1_A02_S2_comb,0.2355779813317299,Non-malignant
HNSCC28_P1_A03_S3_comb,0.283550816488663,Non-malignant
HNSCC28_P1_A05_S5_comb,0.6001637218058247,Non-malignant
HNSCC28_P1_A08_S8_comb,0.24489471291706946,Non-malignant
HNSCC28_P1_A10_S10_comb,-0.13136054129634933,Non-malignant
HNSCC28_P1_A11_S11_comb,0.11758719161930803,Non-malignant
HNSCC28_P1_B01_S13_comb,0.08134444112152689,Non-malignant
HNSCC28_P1_B04_S16_comb,0.6044816398106001,Non-malignant
HNSCC28_P1_B05_S17_comb,0.15633494814026283,Non-malignant
HNSCC28_P1_B09_S21_comb,-0.1952171637158921,Non-malignant
HNSCC28_P1_B10_S22_comb,0.08837075132319122,Non-malignant
HNSCC28_P1_B12_S24_comb,0.14485501870362988,Non-malignant
HNSCC28_P1_C01_S25_comb,0.2694598012690211,Non-malignant
HNSCC28_P1_C02_S26_comb,0.21459782444737954,Non-malignant
HNSCC28_P1_C05_S29_comb,0.0812717102449435,Non-malignant
HNSCC28_P1_C08_S32_comb,0.12332559003619258,Non-malignant
HNSCC28_P1_C09_S33_comb,0.2278228029200904,Non-malignant
HNSCC28_P1_D01_S37_comb,-0.07374340122764188,Non-malignant
HNSCC28_P1_D03_S39_comb,0.25393971526861925,Non-malignant
HNSCC28_P1_D05_S41_comb,0.1347801928186184,Non-malignant
HNSCC28_P1_D07_S43_comb,0.12380923165006867,Non-malignant
HNSCC28_P1_D08_S44_comb,0.04636850894097573,Non-malignant
HNSCC28_P1_D09_S45_comb,0.026837659595882187,Non-malignant
HNSCC28_P1_D11_S47_comb,0.12070422850944207,Non-malignant
HNSCC28_P1_D12_S48_comb,0.07521534717112477,Non-malignant
HNSCC28_P1_E01_S49_comb,0.016786013803061335,Non-malignant
HNSCC28_P1_E02_S50_comb,0.2668655863803509,Non-malignant
HNSCC28_P1_E03_S51_comb,-0.2545324447351934,Non-malignant
HNSCC28_P1_E04_S52_comb,-0.08885301796535011,Non-malignant
HNSCC28_P1_E05_S53_comb,0.18302313180114868,Non-malignant
HNSCC28_P1_E08_S56_comb,0.13736977373500334,Non-malignant
HNSCC28_P1_E10_S58_comb,-0.08529718709185374,Non-malignant
HNSCC28_P1_E11_S59_comb,-0.12030277457627243,Non-malignant
HNSCC28_P1_E12_S60_comb,-0.04548376276534832,Non-malignant
HNSCC28_P1_F01_S61_comb,-0.013074614376999857,Non-malignant
HNSCC28_P1_F02_S62_comb,0.18423708102762826,Non-malignant
HNSCC28_P1_F03_S63_comb,-0.04324785733671977,Non-malignant
HNSCC28_P1_F04_S64_comb,0.09797095978514227,Non-malignant
HNSCC28_P1_F05_S65_comb,-0.09785061361153909,Non-malignant
HNSCC28_P1_F07_S67_comb,0.3379087369284806,Non-malignant
HNSCC28_P1_F08_S68_comb,0.04905389173634739,Non-malignant
HNSCC28_P1_F10_S70_comb,-0.18505032974762373,Non-malignant
HNSCC28_P1_F11_S71_comb,-0.18233319147019905,Non-malignant
HNSCC28_P1_F12_S72_comb,0.017281470163085132,Non-malignant
HNSCC28_P1_G02_S74_comb,-0.1210418575952096,Non-malignant
HNSCC28_P1_G03_S75_comb,0.0763775034907224,Non-malignant
HNSCC28_P1_G09_S81_comb,-0.023181640402069516,Non-malignant
HNSCC28_P1_G11_S83_comb,-0.17764249360204215,Non-malignant
HNSCC28_P1_G12_S84_comb,0.3548021014477674,Non-malignant
HNSCC28_P1_H01_S85_comb,0.017115779073191038,Non-malignant
HNSCC28_P1_H02_S86_comb,0.40863745424575787,Non-malignant
HNSCC28_P1_H03_S87_comb,-0.05090671066538256,Non-malignant
HNSCC28_P1_H04_S88_comb,0.4001634510796759,Non-malignant
HNSCC28_P1_H05_S89_comb,0.4878163505913091,Non-malignant
HNSCC28_P1_H08_S92_comb,-0.022585517870121453,Non-malignant
HNSCC28_P1_H09_S93_comb,0.05360360840879835,Non-malignant
HNSCC28_P1_H11_S95_comb,-0.07678962479218947,Non-malignant
HNSCC28_P1_H12_S96_comb,0.07636086071537933,Non-malignant
HNSCC28_P2_A01_S1_comb,0.3228187466579781,Non-malignant
HNSCC28_P2_A03_S3_comb,0.24041184200422658,Non-malignant
HNSCC28_P2_A04_S4_comb,0.16272010008927193,Non-malignant
HNSCC28_P2_A05_S5_comb,0.11374575909383537,Non-malignant
HNSCC28_P2_A07_S7_comb,0.05175230183157992,Non-malignant
HNSCC28_P2_A09_S9_comb,0.3588789204885741,Non-malignant
HNSCC28_P2_A11_S11_comb,0.028356645281508993,Non-malignant
HNSCC28_P2_A12_S12_comb,0.014635296455801331,Non-malignant
HNSCC28_P2_B02_S14_comb,0.6739949600762405,Non-malignant
HNSCC28_P2_B03_S15_comb,-0.20478992382535371,Non-malignant
HNSCC28_P2_B06_S18_comb,0.05184835748141118,Non-malignant
HNSCC28_P2_B08_S20_comb,0.29867131943948944,Non-malignant
HNSCC28_P2_B10_S22_comb,-0.04071841179950768,Non-malignant
HNSCC28_P2_B11_S23_comb,0.106036116929986,Non-malignant
HNSCC28_P2_C01_S25_comb,-0.13143457041835452,Non-malignant
HNSCC28_P2_C02_S26_comb,0.41341296822077944,Non-malignant
HNSCC28_P2_C06_S30_comb,0.020325929193158596,Non-malignant
HNSCC28_P2_C07_S31_comb,0.14350261705624626,Non-malignant
HNSCC28_P2_C10_S34_comb,0.17578469809203073,Non-malignant
HNSCC28_P2_C11_S35_comb,0.336673614834685,Non-malignant
HNSCC28_P2_C12_S36_comb,-0.12501768441476707,Non-malignant
HNSCC28_P2_D02_S38_comb,-0.10410461396815432,Non-malignant
HNSCC28_P2_D03_S39_comb,0.12829424400350406,Non-malignant
HNSCC28_P2_D04_S40_comb,0.11305892046086709,Non-malignant
HNSCC28_P2_D05_S41_comb,0.006096774482253596,Non-malignant
HNSCC28_P2_D06_S42_comb,0.1059408575928291,Non-malignant
HNSCC28_P2_D07_S43_comb,0.2932736064227975,Non-malignant
HNSCC28_P2_D08_S44_comb,-0.11227411635688828,Non-malignant
HNSCC28_P2_D09_S45_comb,0.1201757987896726,Non-malignant
HNSCC28_P2_D12_S48_comb,-0.1156221441018136,Non-malignant
HNSCC28_P2_E01_S49_comb,0.4005534489087186,Non-malignant
HNSCC28_P2_E02_S50_comb,0.13563951180899603,Non-malignant
HNSCC28_P2_E03_S51_comb,0.057054796594233376,Non-malignant
HNSCC28_P2_E05_S53_comb,0.039732620301742856,Non-malignant
HNSCC28_P2_E06_S54_comb,0.38802452024193534,Non-malignant
HNSCC28_P2_E07_S55_comb,0.2989281798229067,Non-malignant
HNSCC28_P2_E08_S56_comb,0.22016204751165397,Non-malignant
HNSCC28_P2_E09_S57_comb,0.08424033833965243,Non-malignant
HNSCC28_P2_E10_S58_comb,0.35968537461171207,Non-malignant
HNSCC28_P2_E11_S59_comb,0.07582232172032552,Non-malignant
HNSCC28_P2_F03_S63_comb,0.02066845694056449,Non-malignant
HNSCC28_P2_F04_S64_comb,0.2225023516939769,Non-malignant
HNSCC28_P2_F05_S65_comb,0.4244010826812203,Non-malignant
HNSCC28_P2_F06_S66_comb,-0.14247790767231744,Non-malignant
HNSCC28_P2_F07_S67_comb,0.6600166582654243,Non-malignant
HNSCC28_P2_F08_S68_comb,-0.08147660043083177,Non-malignant
HNSCC28_P2_G01_S73_comb,0.7728794832369722,Non-malignant
HNSCC28_P2_G02_S74_comb,0.4006382153080317,Non-malignant
HNSCC28_P2_G03_S75_comb,0.14982815103943165,Non-malignant
HNSCC28_P2_G05_S77_comb,0.02733209537969132,Non-malignant
HNSCC28_P2_G06_S78_comb,-0.07037368828221778,Non-malignant
HNSCC28_P2_G07_S79_comb,0.05087447303434644,Non-malignant
HNSCC28_P2_G08_S80_comb,-0.1578316111219071,Non-malignant
HNSCC28_P2_G09_S81_comb,-0.19729040126321457,Non-malignant
HNSCC28_P2_G10_S82_comb,0.280685184763615,Non-malignant
HNSCC28_P2_G12_S84_comb,0.060528423016290744,Non-malignant
HNSCC28_P2_H01_S85_comb,-0.2005537173767119,Non-malignant
HNSCC28_P2_H02_S86_comb,-0.016670468407326496,Non-malignant
HNSCC28_P2_H03_S87_comb,-0.24768547980603114,Non-malignant
HNSCC28_P2_H04_S88_comb,-0.18080866367419024,Non-malignant
HNSCC28_P2_H05_S89_comb,0.360576241914673,Non-malignant
HNSCC28_P2_H06_S90_comb,-0.19711978613989495,Non-malignant
HNSCC28_P2_H07_S91_comb,-0.1850672272772629,Non-malignant
HNSCC28_P2_H08_S92_comb,0.04682362848310628,Non-malignant
HNSCC28_P2_H11_S95_comb,-0.07334848405443982,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A01,-0.013528508402181104,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A02,2.0131648291511777,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A04,1.9546625814112373,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A05,0.20882799969351226,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A10,0.8417602801091333,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_A12,1.0892180853952222,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B02,1.7678708151634681,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B04,1.1657732548028439,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B05,0.1315990233810815,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B06,1.9155827554932212,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B10,0.29996837647093083,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_B12,1.7793919236992253,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C02,-0.04776726884576649,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C03,0.10921962416585629,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C06,0.3484444562829883,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C07,0.27823623366380584,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C08,0.10859044022300747,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C09,1.6708913025145076,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C10,0.02315758558023553,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_C11,1.55630197582047,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D01,-0.12019951994151473,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D05,0.09471912148647205,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D07,1.2992085169134944,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D09,0.11101017679301513,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D10,1.4544277162125598,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_D11,0.12231087493963863,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E03,0.2534145057455434,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E04,0.13426359298139823,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E05,1.8984351771944274,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E06,0.9925356962719142,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E07,1.685527956307342,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E08,0.2952746276182246,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E09,0.35639152572875576,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E11,1.9483595043011661,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_E12,2.012053300025408,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F05,-0.04253357914768152,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F08,0.25745398497881966,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F09,-0.09183594126677548,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F10,0.29222909997753976,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F11,1.301706527882741,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G01,0.29635471048059947,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G02,1.665611901730399,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G03,-0.03279903208463636,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G05,1.5282693623479864,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G07,0.18799528606692642,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G09,0.05443280792649917,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G11,0.003832704924164554,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_G12,0.24100174908936212,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H01,0.30281721907700443,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H04,-0.07979631382302538,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H05,0.2605891200261588,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H06,0.14462418889519732,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H07,-0.10493980817099366,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H09,1.2998230489007334,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H10,-0.05684410543386632,Non-malignant
HNSCC5_p11_p12_hnscc5_p11_p12_H11,1.4739849332559185,Non-malignant
HNSCC5_p13_P13_A03,1.1048084620776677,Non-malignant
HNSCC5_p13_P13_A04,0.04475140739642318,Non-malignant
HNSCC5_p13_P13_A09,0.16945608266643458,Non-malignant
HNSCC5_p13_P13_B03,0.2853010963428356,Non-malignant
HNSCC5_p13_P13_B11,0.2549304309746121,Non-malignant
HNSCC5_p13_P13_C03,0.06464256881694654,Non-malignant
HNSCC5_p13_P13_D02,0.7824877452787659,Non-malignant
HNSCC5_p13_P13_D06,0.15669954091304336,Non-malignant
HNSCC5_p13_P13_D10,-0.009727033529096683,Non-malignant
HNSCC5_p13_P13_E01,0.37377011701391577,Non-malignant
HNSCC5_p13_P13_E04,0.7067245874150233,Non-malignant
HNSCC5_p13_P13_F08,0.484539315558796,Non-malignant
HNSCC5_p13_P13_F09,-0.021844454936542718,Non-malignant
HNSCC5_p13_P13_F12,-0.12285787273383184,Non-malignant
HNSCC5_p13_P13_G02,0.40504896728237716,Non-malignant
HNSCC5_p13_P13_G06,0.06875001205618651,Non-malignant
HNSCC5_p13_P13_G07,-0.14427569550579614,Non-malignant
HNSCC5_p13_P13_G09,0.508380629050669,Non-malignant
HNSCC5_p13_P13_H04,1.0121929514911552,Non-malignant
HNSCC5_p13_P13_H12,0.4266799810598529,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_A03,0.28035260105819837,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_A05,-0.1343815022500039,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_A08,0.09367298499334445,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_A10,0.10120916626579868,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_A12,0.7721692494675655,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B01,0.33835972023436817,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B04,0.02802314960097508,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B05,0.2502841151988192,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B09,0.2440876365327817,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B10,0.5422952710790707,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_B11,-0.18571222779818167,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_C05,-0.28685517956848017,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_C06,0.4660048781118254,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D03,0.3977334271372551,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D04,0.31455521935118513,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D05,0.2646519423409188,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D07,0.025192205592148912,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D08,0.33571275456443894,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_D12,-0.013589884958016381,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_E02,0.0645061923408498,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_E03,0.393490123011798,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_E04,-0.30462023649439923,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_E07,0.21966670499802834,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_E10,0.4049754363864617,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_F01,0.2266065435953601,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_F02,0.29935057602536586,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_F07,-0.014560770385714131,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_F11,0.15456791565301817,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_G02,-0.2826876358896583,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_G03,0.358464335294727,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_G05,-0.20656208355087555,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_G07,0.07494123914081771,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_G11,0.40757656182070384,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H01,0.10372267353150154,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H02,0.6155945527596481,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H03,-0.08767557297605205,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H05,0.1565777483518339,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H06,0.24990873378721667,Non-malignant
HNSCC5_p14_HNSCC5_P14_LN_H07,0.18594282326599065,Non-malignant
HNSCC5_p15_HNSCC5_P15_A03,0.4278108112155446,Non-malignant
HNSCC5_p15_HNSCC5_P15_A05,0.7905966645954499,Non-malignant
HNSCC5_p15_HNSCC5_P15_A07,0.13118739202439494,Non-malignant
HNSCC5_p15_HNSCC5_P15_A08,0.3127924613089452,Non-malignant
HNSCC5_p15_HNSCC5_P15_B01,0.8926437679703125,Non-malignant
HNSCC5_p15_HNSCC5_P15_B02,-0.05207417032747507,Non-malignant
HNSCC5_p15_HNSCC5_P15_B04,0.10137774891962995,Non-malignant
HNSCC5_p15_HNSCC5_P15_B09,0.589417255408517,Non-malignant
HNSCC5_p15_HNSCC5_P15_B11,1.0462453579428086,Non-malignant
HNSCC5_p15_HNSCC5_P15_C03,0.33628140305158927,Non-malignant
HNSCC5_p15_HNSCC5_P15_C05,0.4202316952301872,Non-malignant
HNSCC5_p15_HNSCC5_P15_C06,1.1283259192568285,Non-malignant
HNSCC5_p15_HNSCC5_P15_C09,0.9494250865423117,Non-malignant
HNSCC5_p15_HNSCC5_P15_C10,0.716822193688603,Non-malignant
HNSCC5_p15_HNSCC5_P15_C11,0.18172201859877082,Non-malignant
HNSCC5_p15_HNSCC5_P15_C12,-0.10787103706794347,Non-malignant
HNSCC5_p15_HNSCC5_P15_D01,0.33616765066242243,Non-malignant
HNSCC5_p15_HNSCC5_P15_D07,0.7690058054426203,Non-malignant
HNSCC5_p15_HNSCC5_P15_D09,0.24321017272639905,Non-malignant
HNSCC5_p15_HNSCC5_P15_D10,0.1902424723934511,Non-malignant
HNSCC5_p15_HNSCC5_P15_E01,0.8780023390408714,Non-malignant
HNSCC5_p15_HNSCC5_P15_E02,0.25115184995422835,Non-malignant
HNSCC5_p15_HNSCC5_P15_E06,0.2080755780559254,Non-malignant
HNSCC5_p15_HNSCC5_P15_E09,0.40394723754426964,Non-malignant
HNSCC5_p15_HNSCC5_P15_F05,0.822566190769199,Non-malignant
HNSCC5_p15_HNSCC5_P15_F06,0.4603806479379904,Non-malignant
HNSCC5_p15_HNSCC5_P15_G01,0.9455233781348641,Non-malignant
HNSCC5_p15_HNSCC5_P15_G02,0.7231961460575614,Non-malignant
HNSCC5_p15_HNSCC5_P15_G04,1.039612588093918,Non-malignant
HNSCC5_p15_HNSCC5_P15_G07,0.46221099321670284,Non-malignant
HNSCC5_p3_HNSCC5_P3_A05,0.29548840347774347,Non-malignant
HNSCC5_p3_HNSCC5_P3_A08,1.0089816389717623,Non-malignant
HNSCC5_p3_HNSCC5_P3_A10,0.7065725550223868,Non-malignant
HNSCC5_p3_HNSCC5_P3_C01,1.0924706553234207,Non-malignant
HNSCC5_p3_HNSCC5_P3_C05,1.8531885969005089,Non-malignant
HNSCC5_p3_HNSCC5_P3_C06,2.050873720137611,Non-malignant
HNSCC5_p3_HNSCC5_P3_D05,1.1289320378065189,Non-malignant
HNSCC5_p3_HNSCC5_P3_D06,0.4039975168744927,Non-malignant
HNSCC5_p3_HNSCC5_P3_D09,1.1408062345703731,Non-malignant
HNSCC5_p3_HNSCC5_P3_E08,0.3004994143027876,Non-malignant
HNSCC5_p3_HNSCC5_P3_E09,0.8193342303097176,Non-malignant
HNSCC5_p3_HNSCC5_P3_E10,2.1742153761313676,Non-malignant
HNSCC5_p3_HNSCC5_P3_E12,0.8308103525798233,Non-malignant
HNSCC5_p3_HNSCC5_P3_F08,0.18506784264836418,Non-malignant
HNSCC5_p3_HNSCC5_P3_F12,1.569725275982769,Non-malignant
HNSCC5_p3_HNSCC5_P3_G10,1.7774642359774246,Non-malignant
HNSCC5_p3_HNSCC5_P3_H06,0.4213811352096962,Non-malignant
HNSCC5_p5_P5_A02,1.5420741109839777,Non-malignant
HNSCC5_p5_P5_A06,2.1296665346068306,Non-malignant
HNSCC5_p5_P5_A09,0.9860728651096795,Non-malignant
HNSCC5_p5_P5_A12,0.6030714331975805,Non-malignant
HNSCC5_p5_P5_B03,0.3601076088368177,Non-malignant
HNSCC5_p5_P5_B08,1.1003761181873069,Non-malignant
HNSCC5_p5_P5_C02,1.7106070939623517,Non-malignant
HNSCC5_p5_P5_C03,1.468045046907774,Non-malignant
HNSCC5_p5_P5_C06,0.5197710015372387,Non-malignant
HNSCC5_p5_P5_C07,0.4088470362180599,Non-malignant
HNSCC5_p5_P5_C09,0.6534535578329499,Non-malignant
HNSCC5_p5_P5_C10,1.8754120598692818,Non-malignant
HNSCC5_p5_P5_D01,1.5006300044635585,Non-malignant
HNSCC5_p5_P5_D03,0.6197445036767671,Non-malignant
HNSCC5_p5_P5_D08,0.033544842648720034,Non-malignant
HNSCC5_p5_P5_D09,0.9820252231179313,Non-malignant
HNSCC5_p5_P5_E06,1.7346946465294604,Non-malignant
HNSCC5_p5_P5_E07,0.3265323103877242,Non-malignant
HNSCC5_p5_P5_E08,0.3207707427581456,Non-malignant
HNSCC5_p5_P5_F04,0.2760779733090046,Non-malignant
HNSCC5_p5_P5_F05,0.6635670594080281,Non-malignant
HNSCC5_p5_P5_F06,0.2152342483621207,Non-malignant
HNSCC5_p5_P5_F07,0.4958592682211412,Non-malignant
HNSCC5_p5_P5_F08,-0.14618163367318177,Non-malignant
HNSCC5_p5_P5_F10,1.1161649742590196,Non-malignant
HNSCC5_p5_P5_G02,0.4806309518427145,Non-malignant
HNSCC5_p5_P5_G03,1.5212871628644977,Non-malignant
HNSCC5_p5_P5_G04,0.9456865877741742,Non-malignant
HNSCC5_p5_P5_G08,0.1835913829950287,Non-malignant
HNSCC5_p5_P5_G09,0.5265417795931733,Non-malignant
HNSCC5_p5_P5_G12,2.078445705424721,Non-malignant
HNSCC5_p5_P5_H05,0.3914244877958883,Non-malignant
HNSCC5_p5_P5_H09,1.0293587843004504,Non-malignant
