,mean_z_low,Cell type
HNSCC16_P14_HNSCC16_P14_C06,0.18671145880757964,Non-malignant
HNSCC16_P14_HNSCC16_P14_C07,-0.004632379251533442,Non-malignant
HNSCC16_P14_HNSCC16_P14_C08,-0.0867330718342229,Non-malignant
HNSCC16_P14_HNSCC16_P14_C09,0.11760301062129502,Non-malignant
HNSCC16_P14_HNSCC16_P14_C10,0.014775682850952876,Non-malignant
HNSCC16_P14_HNSCC16_P14_C11,0.25552069179503567,Non-malignant
HNSCC16_P14_HNSCC16_P14_C12,0.0486778559004815,Non-malignant
HNSCC16_P14_HNSCC16_P14_D08,-0.08809792752158298,Non-malignant
HNSCC16_P14_HNSCC16_P14_D09,0.333426567431762,Non-malignant
HNSCC16_P14_HNSCC16_P14_D11,-0.19973792783680544,Non-malignant
HNSCC16_P14_HNSCC16_P14_D12,-0.08714486674636804,Non-malignant
HNSCC16_P14_HNSCC16_P14_E01,-0.18505208318236985,Non-malignant
HNSCC16_P14_HNSCC16_P14_E02,0.05280539206139713,Non-malignant
HNSCC16_P14_HNSCC16_P14_E03,0.29053339355870117,Non-malignant
HNSCC16_P14_HNSCC16_P14_E04,-0.20744149889877933,Non-malignant
HNSCC16_P14_HNSCC16_P14_E05,0.13312198045552795,Non-malignant
HNSCC16_P14_HNSCC16_P14_E06,0.28929380115310294,Non-malignant
HNSCC16_P14_HNSCC16_P14_E07,-0.06426458255422038,Non-malignant
HNSCC16_P14_HNSCC16_P14_E08,0.15775863176362043,Non-malignant
HNSCC16_P14_HNSCC16_P14_E09,-0.1982710580809185,Non-malignant
HNSCC16_P14_HNSCC16_P14_E10,0.1593906452557349,Non-malignant
HNSCC16_P14_HNSCC16_P14_E12,-0.03536521359084735,Non-malignant
HNSCC16_P14_HNSCC16_P14_F01,-0.15634476970490233,Non-malignant
HNSCC16_P14_HNSCC16_P14_F02,0.1276152946424603,Non-malignant
HNSCC16_P14_HNSCC16_P14_F03,0.3287991054065897,Non-malignant
HNSCC16_P14_HNSCC16_P14_F04,0.0444693212351358,Non-malignant
HNSCC16_P14_HNSCC16_P14_F05,0.05934062097374276,Non-malignant
HNSCC16_P14_HNSCC16_P14_F06,0.051577683440369684,Non-malignant
HNSCC16_P14_HNSCC16_P14_F07,-0.011164711429235903,Non-malignant
HNSCC16_P14_HNSCC16_P14_F08,-0.016560914078565737,Non-malignant
HNSCC16_P14_HNSCC16_P14_F09,0.05947893329625753,Non-malignant
HNSCC16_P14_HNSCC16_P14_F11,0.011763234974569096,Non-malignant
HNSCC16_P14_HNSCC16_P14_G01,0.01769524668765335,Non-malignant
HNSCC16_P14_HNSCC16_P14_G02,0.056925704970847785,Non-malignant
HNSCC16_P14_HNSCC16_P14_G03,-0.2549327275522426,Non-malignant
HNSCC16_P14_HNSCC16_P14_G05,0.8492846184375452,Non-malignant
HNSCC16_P14_HNSCC16_P14_G06,0.13310721261471703,Non-malignant
HNSCC16_P14_HNSCC16_P14_G07,0.14665325695346032,Non-malignant
HNSCC16_P14_HNSCC16_P14_G08,0.054957717756692746,Non-malignant
HNSCC16_P14_HNSCC16_P14_G09,-0.010092039601286218,Non-malignant
HNSCC16_P14_HNSCC16_P14_G10,0.11893152415994716,Non-malignant
HNSCC16_P14_HNSCC16_P14_G11,0.14639606421380422,Non-malignant
HNSCC16_P14_HNSCC16_P14_G12,0.5559996046842957,Non-malignant
HNSCC16_P14_HNSCC16_P14_H01,-0.06058419285571305,Non-malignant
HNSCC16_P14_HNSCC16_P14_H03,0.0924443563006755,Non-malignant
HNSCC16_P14_HNSCC16_P14_H10,-0.05718415383258282,Non-malignant
HNSCC16_P2_A02_S2_comb,0.15594550853624947,Non-malignant
HNSCC16_P2_A03_S3_comb,0.37540882072846493,Non-malignant
HNSCC16_P2_A04_S4_comb,0.41021734857026765,Non-malignant
HNSCC16_P2_A05_S5_comb,0.009903181897847247,Non-malignant
HNSCC16_P2_A06_S6_comb,0.3149088623071266,Non-malignant
HNSCC16_P2_A08_S8_comb,0.5814161054893531,Non-malignant
HNSCC16_P2_A09_S9_comb,0.4985740931371016,Non-malignant
HNSCC16_P2_A10_S10_comb,0.4362466194748303,Non-malignant
HNSCC16_P2_A12_S12_comb,0.5784824583352126,Non-malignant
HNSCC16_P2_B01_S13_comb,-0.033969745114201484,Non-malignant
HNSCC16_P2_B02_S14_comb,0.14739335176360352,Non-malignant
HNSCC16_P2_B03_S15_comb,0.12789444090089602,Non-malignant
HNSCC16_P2_B04_S16_comb,0.637535286441826,Non-malignant
HNSCC16_P2_B06_S18_comb,0.006826740030372069,Non-malignant
HNSCC16_P2_B08_S20_comb,0.4018159285272759,Non-malignant
HNSCC16_P2_B09_S21_comb,0.37768825217686924,Non-malignant
HNSCC16_P2_B10_S22_comb,0.29954069690536334,Non-malignant
HNSCC16_P2_B11_S23_comb,-0.027093466815339896,Non-malignant
HNSCC16_P2_B12_S24_comb,0.06116952265854478,Non-malignant
HNSCC16_P2_C01_S25_comb,0.4529969298168054,Non-malignant
HNSCC16_P2_C02_S26_comb,0.06289138763375252,Non-malignant
HNSCC16_P2_C03_S27_comb,0.3490987722992098,Non-malignant
HNSCC16_P2_C04_S28_comb,0.11828363656441981,Non-malignant
HNSCC16_P2_C05_S29_comb,0.7363427393179939,Non-malignant
HNSCC16_P2_C06_S30_comb,0.2538652620377771,Non-malignant
HNSCC16_P2_C07_S31_comb,0.11506804655598649,Non-malignant
HNSCC16_P2_C08_S32_comb,0.023429951268798817,Non-malignant
HNSCC16_P2_C09_S33_comb,0.47251202214532667,Non-malignant
HNSCC16_P2_C10_S34_comb,0.22448356074414758,Non-malignant
HNSCC16_P2_C11_S35_comb,0.332584444185113,Non-malignant
HNSCC16_P2_C12_S36_comb,0.6608144039361439,Non-malignant
HNSCC16_P2_D01_S37_comb,0.222130722554606,Non-malignant
HNSCC16_P2_D02_S38_comb,0.5190883354037836,Non-malignant
HNSCC16_P2_D03_S39_comb,0.3793449376273249,Non-malignant
HNSCC16_P2_D04_S40_comb,0.5349988237208599,Non-malignant
HNSCC16_P2_D05_S41_comb,0.7444766364056297,Non-malignant
HNSCC16_P2_D06_S42_comb,0.2993302854522048,Non-malignant
HNSCC16_P2_D07_S43_comb,-0.15059349986840165,Non-malignant
HNSCC16_P2_D08_S44_comb,0.7130343578592186,Non-malignant
HNSCC16_P2_D09_S45_comb,0.4648287372993948,Non-malignant
HNSCC16_P2_D10_S46_comb,0.20206213887511518,Non-malignant
HNSCC16_P2_D11_S47_comb,0.4958108207036098,Non-malignant
HNSCC16_P2_D12_S48_comb,0.14750152225679558,Non-malignant
HNSCC16_P2_E01_S49_comb,0.6140766238130008,Non-malignant
HNSCC16_P2_E03_S51_comb,0.1737237501382176,Non-malignant
HNSCC16_P2_E04_S52_comb,0.32024154517307263,Non-malignant
HNSCC16_P2_E05_S53_comb,0.15937334989448765,Non-malignant
HNSCC16_P2_E07_S55_comb,0.28024488279727466,Non-malignant
HNSCC16_P2_E08_S56_comb,0.3762856450540019,Non-malignant
HNSCC16_P2_E09_S57_comb,0.39325353427788473,Non-malignant
HNSCC16_P2_E12_S60_comb,0.6724955656990614,Non-malignant
HNSCC16_P2_F01_S61_comb,0.7505060060141462,Non-malignant
HNSCC16_P2_F03_S63_comb,0.03512264924514805,Non-malignant
HNSCC16_P2_F05_S65_comb,0.057006025722844786,Non-malignant
HNSCC16_P2_F06_S66_comb,0.2058601321443223,Non-malignant
HNSCC16_P2_F07_S67_comb,0.6724811495355129,Non-malignant
HNSCC16_P2_F08_S68_comb,0.564122846703491,Non-malignant
HNSCC16_P2_F09_S69_comb,-0.006490007582213041,Non-malignant
HNSCC16_P2_F10_S70_comb,0.7986635677482619,Non-malignant
HNSCC16_P2_F11_S71_comb,0.4599986573005837,Non-malignant
HNSCC16_P2_F12_S72_comb,0.02345049884020147,Non-malignant
HNSCC16_P2_G01_S73_comb,0.3901078017596391,Non-malignant
HNSCC16_P2_G02_S74_comb,0.4284821951601788,Non-malignant
HNSCC16_P2_G03_S75_comb,0.6397815113991419,Non-malignant
HNSCC16_P2_G04_S76_comb,0.2649251729576978,Non-malignant
HNSCC16_P2_G05_S77_comb,0.8492829902827147,Non-malignant
HNSCC16_P2_G06_S78_comb,0.5668253762899814,Non-malignant
HNSCC16_P2_G07_S79_comb,0.6169110608130381,Non-malignant
HNSCC16_P2_G08_S80_comb,0.5335815237859015,Non-malignant
HNSCC16_P2_G09_S81_comb,0.26846169585812024,Non-malignant
HNSCC16_P2_G10_S82_comb,-0.055478480681768826,Non-malignant
HNSCC16_P2_G11_S83_comb,0.15487058339928897,Non-malignant
HNSCC16_P2_H01_S85_comb,0.614545693970258,Non-malignant
HNSCC16_P2_H02_S86_comb,0.1607739046070467,Non-malignant
HNSCC16_P2_H03_S87_comb,0.10085668149826646,Non-malignant
HNSCC16_P2_H04_S88_comb,0.15109930705001515,Non-malignant
HNSCC16_P2_H05_S89_comb,0.2353108507976543,Non-malignant
HNSCC16_P2_H07_S91_comb,0.21866332476177783,Non-malignant
HNSCC16_P2_H08_S92_comb,0.3377122460778851,Non-malignant
HNSCC16_P2_H09_S93_comb,0.6641585363689013,Non-malignant
HNSCC16_P2_H10_S94_comb,0.5895859581213957,Non-malignant
HNSCC16_P2_H11_S95_comb,0.4536290439806396,Non-malignant
HNSCC16_P2_H12_S96_comb,0.14252635452193393,Non-malignant
HNSCC16_P4_HNSCC16_P4_A03,0.221241092296746,Non-malignant
HNSCC16_P4_HNSCC16_P4_A07,0.02921703568844442,Non-malignant
HNSCC16_P4_HNSCC16_P4_A08,0.3111527219299431,Non-malignant
HNSCC16_P4_HNSCC16_P4_A10,-0.19078146861873144,Non-malignant
HNSCC16_P4_HNSCC16_P4_A12,-0.14911714744805343,Non-malignant
HNSCC16_P4_HNSCC16_P4_B01,-0.11522993578602783,Non-malignant
HNSCC16_P4_HNSCC16_P4_B06,-0.019724228267363662,Non-malignant
HNSCC16_P4_HNSCC16_P4_B07,0.03858565869644643,Non-malignant
HNSCC16_P4_HNSCC16_P4_B08,-0.05818012720362691,Non-malignant
HNSCC16_P4_HNSCC16_P4_B09,0.3629463012366671,Non-malignant
HNSCC16_P4_HNSCC16_P4_B11,-0.02659224313106395,Non-malignant
HNSCC16_P4_HNSCC16_P4_C03,-0.022132458207303314,Non-malignant
HNSCC16_P4_HNSCC16_P4_C05,0.03978185848359023,Non-malignant
HNSCC16_P4_HNSCC16_P4_C06,-0.13808874356833756,Non-malignant
HNSCC16_P4_HNSCC16_P4_C07,0.12307087236570602,Non-malignant
HNSCC16_P4_HNSCC16_P4_C08,0.0726427202140679,Non-malignant
HNSCC16_P4_HNSCC16_P4_C09,0.15323722426308295,Non-malignant
HNSCC16_P4_HNSCC16_P4_C10,0.07175173609805431,Non-malignant
HNSCC16_P4_HNSCC16_P4_C11,-0.09606641518676418,Non-malignant
HNSCC16_P4_HNSCC16_P4_D05,0.5715128404537024,Non-malignant
HNSCC16_P4_HNSCC16_P4_D09,-0.06732049102645982,Non-malignant
HNSCC16_P4_HNSCC16_P4_D11,0.03568649345914306,Non-malignant
HNSCC16_P4_HNSCC16_P4_E01,0.16465395760795534,Non-malignant
HNSCC16_P4_HNSCC16_P4_E06,0.1088896617790822,Non-malignant
HNSCC16_P4_HNSCC16_P4_E07,0.010425389250369507,Non-malignant
HNSCC16_P4_HNSCC16_P4_E09,-0.30099633204672765,Non-malignant
HNSCC16_P4_HNSCC16_P4_E11,-0.05671090809505166,Non-malignant
HNSCC16_P4_HNSCC16_P4_E12,0.05822063066496024,Non-malignant
HNSCC16_P4_HNSCC16_P4_F03,-0.08032481884627647,Non-malignant
HNSCC16_P4_HNSCC16_P4_F10,-0.044220775798322794,Non-malignant
HNSCC16_P4_HNSCC16_P4_F11,0.15340246691401752,Non-malignant
HNSCC16_P4_HNSCC16_P4_G01,-0.17152389241171742,Non-malignant
HNSCC16_P4_HNSCC16_P4_G04,-0.005212240475614535,Non-malignant
HNSCC16_P4_HNSCC16_P4_G05,0.4419187318959667,Non-malignant
HNSCC16_P4_HNSCC16_P4_G06,-0.014691979058033605,Non-malignant
HNSCC16_P4_HNSCC16_P4_G08,0.04651991552770572,Non-malignant
HNSCC16_P4_HNSCC16_P4_G10,0.1476864114080325,Non-malignant
HNSCC16_P4_HNSCC16_P4_G11,-0.23015027321115206,Non-malignant
HNSCC16_P4_HNSCC16_P4_H07,0.3849893516334716,Non-malignant
HNSCC16_P4_HNSCC16_P4_H09,0.02910925998204255,Non-malignant
HNSCC16_P4_HNSCC16_P4_H11,-0.12045839392291369,Non-malignant
HNSCC16_P5_HNSCC16_P5_A02,-0.12164039141850715,Non-malignant
HNSCC16_P5_HNSCC16_P5_A05,-0.052185268295846535,Non-malignant
HNSCC16_P5_HNSCC16_P5_A06,-0.06967808826416214,Non-malignant
HNSCC16_P5_HNSCC16_P5_A07,-0.05774529033458695,Non-malignant
HNSCC16_P5_HNSCC16_P5_A09,0.08623994819250873,Non-malignant
HNSCC16_P5_HNSCC16_P5_A10,0.32053443603796167,Non-malignant
HNSCC16_P5_HNSCC16_P5_B02,-0.026255871094820048,Non-malignant
HNSCC16_P5_HNSCC16_P5_B03,0.05050732252330782,Non-malignant
HNSCC16_P5_HNSCC16_P5_B05,0.055943508176930744,Non-malignant
HNSCC16_P5_HNSCC16_P5_B08,0.027252541389907632,Non-malignant
HNSCC16_P5_HNSCC16_P5_B10,-0.1985584045944214,Non-malignant
HNSCC16_P5_HNSCC16_P5_B12,-0.2057838061108892,Non-malignant
HNSCC16_P5_HNSCC16_P5_C01,-0.13214382705465022,Non-malignant
HNSCC16_P5_HNSCC16_P5_C07,-0.13442337712293168,Non-malignant
HNSCC16_P5_HNSCC16_P5_C08,0.544098105467739,Non-malignant
HNSCC16_P5_HNSCC16_P5_C10,-0.06505669846467092,Non-malignant
HNSCC16_P5_HNSCC16_P5_C11,-0.1140919400521066,Non-malignant
HNSCC16_P5_HNSCC16_P5_D03,0.06322999326171742,Non-malignant
HNSCC16_P5_HNSCC16_P5_D04,0.4896418522123581,Non-malignant
HNSCC16_P5_HNSCC16_P5_D05,-0.01616425164813698,Non-malignant
HNSCC16_P5_HNSCC16_P5_D06,0.14141034914728612,Non-malignant
HNSCC16_P5_HNSCC16_P5_D07,-0.0503168097204867,Non-malignant
HNSCC16_P5_HNSCC16_P5_D08,-0.24758287373193955,Non-malignant
HNSCC16_P5_HNSCC16_P5_D09,-0.10471373249862571,Non-malignant
HNSCC16_P5_HNSCC16_P5_E01,-0.06993781953377481,Non-malignant
HNSCC16_P5_HNSCC16_P5_E02,0.048267981842638065,Non-malignant
HNSCC16_P5_HNSCC16_P5_E05,-0.06356862171475114,Non-malignant
HNSCC16_P5_HNSCC16_P5_E08,0.44133322041762574,Non-malignant
HNSCC16_P5_HNSCC16_P5_E10,-0.02204372226414688,Non-malignant
HNSCC16_P5_HNSCC16_P5_E11,0.09427091464927226,Non-malignant
HNSCC16_P5_HNSCC16_P5_F01,0.17393876651786883,Non-malignant
HNSCC16_P5_HNSCC16_P5_F02,-0.08057523766539135,Non-malignant
HNSCC16_P5_HNSCC16_P5_F03,0.17230387178318302,Non-malignant
HNSCC16_P5_HNSCC16_P5_F05,0.0941609562461016,Non-malignant
HNSCC16_P5_HNSCC16_P5_F06,0.14934048157990096,Non-malignant
HNSCC16_P5_HNSCC16_P5_F08,0.121751215306624,Non-malignant
HNSCC16_P5_HNSCC16_P5_F09,0.3186923901230224,Non-malignant
HNSCC16_P5_HNSCC16_P5_G06,0.017188265927013786,Non-malignant
HNSCC16_P5_HNSCC16_P5_G10,-0.0415743464937697,Non-malignant
HNSCC16_P5_HNSCC16_P5_H06,-0.019259456021815245,Non-malignant
HNSCC16_P7_HNSCC16_P7_A01,-0.07213935382433409,Non-malignant
HNSCC16_P7_HNSCC16_P7_A05,0.0064664950175207046,Non-malignant
HNSCC16_P7_HNSCC16_P7_A08,0.01965686400742501,Non-malignant
HNSCC16_P7_HNSCC16_P7_A09,0.06083417926016043,Non-malignant
HNSCC16_P7_HNSCC16_P7_B04,0.024730093982390684,Non-malignant
HNSCC16_P7_HNSCC16_P7_B05,-0.1552310178337288,Non-malignant
HNSCC16_P7_HNSCC16_P7_B07,0.04375806700345663,Non-malignant
HNSCC16_P7_HNSCC16_P7_B08,-0.025251723720283493,Non-malignant
HNSCC16_P7_HNSCC16_P7_B09,-0.1779425053232809,Non-malignant
HNSCC16_P7_HNSCC16_P7_C02,0.26824272535080435,Non-malignant
HNSCC16_P7_HNSCC16_P7_C04,0.04702685642485396,Non-malignant
HNSCC16_P7_HNSCC16_P7_C06,0.05006575991758663,Non-malignant
HNSCC16_P7_HNSCC16_P7_C07,-0.010535598873352977,Non-malignant
HNSCC16_P7_HNSCC16_P7_C08,0.057496299925648836,Non-malignant
HNSCC16_P7_HNSCC16_P7_C09,0.7139672258142021,Non-malignant
HNSCC16_P7_HNSCC16_P7_C10,0.23115224799366096,Non-malignant
HNSCC16_P7_HNSCC16_P7_D03,-0.21820935753188794,Non-malignant
HNSCC16_P7_HNSCC16_P7_D05,0.1489639575458753,Non-malignant
HNSCC16_P7_HNSCC16_P7_D09,-0.2092290140855021,Non-malignant
HNSCC16_P7_HNSCC16_P7_D11,-0.0156512604594756,Non-malignant
HNSCC16_P7_HNSCC16_P7_E01,-0.08641802448247776,Non-malignant
HNSCC16_P7_HNSCC16_P7_E02,0.10093464597723573,Non-malignant
HNSCC16_P7_HNSCC16_P7_E04,-0.30509270114914677,Non-malignant
HNSCC16_P7_HNSCC16_P7_F04,0.18869397051605188,Non-malignant
HNSCC16_P7_HNSCC16_P7_F11,0.3202455541955317,Non-malignant
HNSCC16_P7_HNSCC16_P7_G01,-0.18801551279811476,Non-malignant
HNSCC16_P7_HNSCC16_P7_G07,0.5170086104907506,Non-malignant
HNSCC16_P7_HNSCC16_P7_G09,0.11203467076084377,Non-malignant
HNSCC16_P7_HNSCC16_P7_G12,-0.18399303718795476,Non-malignant
HNSCC16_P7_HNSCC16_P7_H02,0.43150502592375223,Non-malignant
HNSCC16_P7_HNSCC16_P7_H06,-0.061102318288420894,Non-malignant
HNSCC16_P7_HNSCC16_P7_H08,0.26445151633470737,Non-malignant
HNSCC16_P7_HNSCC16_P7_H10,-0.06634549530737886,Non-malignant
HNSCC16_P9_A01_S193_comb,0.1361449074300711,Non-malignant
HNSCC16_P9_A02_S194_comb,0.14503362367171216,Non-malignant
HNSCC16_P9_A04_S196_comb,-0.1825277855933451,Non-malignant
HNSCC16_P9_A05_S197_comb,0.24963920253304067,Non-malignant
HNSCC16_P9_A06_S198_comb,-0.08323408175073102,Non-malignant
HNSCC16_P9_A07_S199_comb,0.03553382731391473,Non-malignant
HNSCC16_P9_A08_S200_comb,-0.06766274967091568,Non-malignant
HNSCC16_P9_A09_S201_comb,0.03185584683561825,Non-malignant
HNSCC16_P9_A10_S202_comb,0.07172945037439185,Non-malignant
HNSCC16_P9_A11_S203_comb,0.7619600959994809,Non-malignant
HNSCC16_P9_A12_S204_comb,0.01489120614843157,Non-malignant
HNSCC16_P9_B01_S205_comb,0.3429123255650532,Non-malignant
HNSCC16_P9_B03_S207_comb,0.21730114716816862,Non-malignant
HNSCC16_P9_B04_S208_comb,-0.302397351303514,Non-malignant
HNSCC16_P9_B05_S209_comb,0.07283194366683195,Non-malignant
HNSCC16_P9_B06_S210_comb,0.1115508194576985,Non-malignant
HNSCC16_P9_B07_S211_comb,-0.06954981721888448,Non-malignant
HNSCC16_P9_B08_S212_comb,-0.02110292447738329,Non-malignant
HNSCC16_P9_B09_S213_comb,0.19669310025128237,Non-malignant
HNSCC16_P9_B10_S214_comb,0.08887813804091148,Non-malignant
HNSCC16_P9_B11_S215_comb,0.14520284095874214,Non-malignant
HNSCC16_P9_B12_S216_comb,-0.024902236528602753,Non-malignant
HNSCC16_P9_C02_S218_comb,0.10823319996009048,Non-malignant
HNSCC16_P9_C03_S219_comb,0.14672577492472355,Non-malignant
HNSCC16_P9_C04_S220_comb,0.2655783004405683,Non-malignant
HNSCC16_P9_C05_S221_comb,0.017872694106064704,Non-malignant
HNSCC16_P9_C06_S222_comb,0.10633719495483226,Non-malignant
HNSCC16_P9_C07_S223_comb,0.600808442128145,Non-malignant
HNSCC16_P9_C08_S224_comb,0.009057291707903366,Non-malignant
HNSCC16_P9_C09_S225_comb,-0.11266299210565582,Non-malignant
HNSCC16_P9_C10_S226_comb,0.15510186635360068,Non-malignant
HNSCC16_P9_C11_S227_comb,0.02490114149690487,Non-malignant
HNSCC16_P9_C12_S228_comb,-0.20593488942605764,Non-malignant
HNSCC16_P9_D01_S229_comb,-0.025785095459914784,Non-malignant
HNSCC16_P9_D04_S232_comb,0.26231281576759874,Non-malignant
HNSCC16_P9_D05_S233_comb,0.04434492937896529,Non-malignant
HNSCC16_P9_D06_S234_comb,0.1697007960964788,Non-malignant
HNSCC16_P9_D07_S235_comb,0.10514933615431896,Non-malignant
HNSCC16_P9_D08_S236_comb,0.4784025561111745,Non-malignant
HNSCC16_P9_D09_S237_comb,-0.10824819656404447,Non-malignant
HNSCC16_P9_D10_S238_comb,0.10165487403959877,Non-malignant
HNSCC16_P9_D11_S239_comb,-0.12631776881974796,Non-malignant
HNSCC16_P9_D12_S240_comb,-0.09540841193165801,Non-malignant
HNSCC16_P9_E01_S241_comb,0.19580661476321987,Non-malignant
HNSCC16_P9_E02_S242_comb,-0.04838126647461489,Non-malignant
HNSCC16_P9_E03_S243_comb,0.07529040049563479,Non-malignant
HNSCC16_P9_E04_S244_comb,-0.13182340342471277,Non-malignant
HNSCC16_P9_E06_S246_comb,0.323908885294299,Non-malignant
HNSCC16_P9_E07_S247_comb,-0.08465978578511721,Non-malignant
HNSCC16_P9_E08_S248_comb,0.5283527639165793,Non-malignant
HNSCC16_P9_E09_S249_comb,0.14258614585946555,Non-malignant
HNSCC16_P9_E10_S250_comb,-0.18872803985216183,Non-malignant
HNSCC16_P9_E11_S251_comb,0.10754866590521624,Non-malignant
HNSCC16_P9_E12_S252_comb,-0.09342508388275732,Non-malignant
HNSCC16_P9_F01_S253_comb,-0.22480779437876777,Non-malignant
HNSCC16_P9_F03_S255_comb,0.10148430330942644,Non-malignant
HNSCC16_P9_F04_S256_comb,0.13632818355952617,Non-malignant
HNSCC16_P9_F05_S257_comb,0.11753183133358938,Non-malignant
HNSCC16_P9_F06_S258_comb,0.3664936955448152,Non-malignant
HNSCC16_P9_F07_S259_comb,-0.03553800012650805,Non-malignant
HNSCC16_P9_F08_S260_comb,-0.14477919502248937,Non-malignant
HNSCC16_P9_F09_S261_comb,-0.20141406058846759,Non-malignant
HNSCC16_P9_F10_S262_comb,0.23974510899016072,Non-malignant
HNSCC16_P9_F11_S263_comb,0.016994289166535528,Non-malignant
HNSCC16_P9_F12_S264_comb,0.116863902941764,Non-malignant
HNSCC16_P9_G01_S265_comb,0.010715046714349606,Non-malignant
HNSCC16_P9_G02_S266_comb,-0.26719727437816965,Non-malignant
HNSCC16_P9_G03_S267_comb,0.11815669443163944,Non-malignant
HNSCC16_P9_G04_S268_comb,0.13855700248415184,Non-malignant
HNSCC16_P9_G05_S269_comb,-0.013159526255746916,Non-malignant
HNSCC16_P9_G06_S270_comb,0.09173435844422352,Non-malignant
HNSCC16_P9_G07_S271_comb,-0.07605974956524815,Non-malignant
HNSCC16_P9_G08_S272_comb,0.6262476853615182,Non-malignant
HNSCC16_P9_G09_S273_comb,0.06138519627128448,Non-malignant
HNSCC16_P9_G10_S274_comb,-0.11142048919038385,Non-malignant
HNSCC16_P9_G11_S275_comb,0.23998573146257343,Non-malignant
HNSCC16_P9_G12_S276_comb,0.3421665201048049,Non-malignant
HNSCC16_P9_H01_S277_comb,0.06778527195997575,Non-malignant
HNSCC16_P9_H02_S278_comb,0.4366734285838217,Non-malignant
HNSCC16_P9_H04_S280_comb,0.4320813760083446,Non-malignant
HNSCC16_P9_H05_S281_comb,0.3928577633091074,Non-malignant
HNSCC16_P9_H06_S282_comb,0.3447950001444133,Non-malignant
HNSCC16_P9_H07_S283_comb,-0.07996672106032396,Non-malignant
HNSCC16_P9_H08_S284_comb,0.7229461365041767,Non-malignant
HNSCC16_P9_H10_S286_comb,0.4734433776234185,Non-malignant
HNSCC17_P13_A01_S289_comb,0.05971418445927533,Non-malignant
HNSCC17_P13_A09_S297_comb,0.3432174913183048,Non-malignant
HNSCC17_P13_B01_S301_comb,-0.11765214623414068,Non-malignant
HNSCC17_P13_B03_S303_comb,0.10254905396394993,Non-malignant
HNSCC17_P13_B10_S310_comb,-0.17753351487936903,Non-malignant
HNSCC17_P13_C05_S317_comb,-0.13689423304467607,Non-malignant
HNSCC17_P13_D03_S327_comb,0.715884405255363,Non-malignant
HNSCC17_P13_E02_S338_comb,-0.08502960069558292,Non-malignant
HNSCC17_P13_E04_S340_comb,0.1617567057304691,Non-malignant
HNSCC17_P13_E12_S348_comb,-0.09143403249137358,Non-malignant
HNSCC17_P13_F10_S358_comb,-0.008734885240855313,Non-malignant
HNSCC17_P13_F11_S359_comb,-0.01633586924880307,Non-malignant
HNSCC17_P13_G01_S361_comb,-0.02732924085847451,Non-malignant
HNSCC17_P13_G02_S362_comb,0.11907265361011987,Non-malignant
HNSCC17_P13_G10_S370_comb,-0.24273345918652497,Non-malignant
HNSCC17_P13_G12_S372_comb,-0.20191061402940919,Non-malignant
HNSCC17_P13_H06_S378_comb,-0.03015721935496044,Non-malignant
HNSCC17_P13_H10_S382_comb,-0.0828413771915058,Non-malignant
HNSCC17_P1_HNSCC17_P1_D03,0.2797678485440872,Non-malignant
HNSCC17_P1_HNSCC17_P1_G02,-0.22266693018008013,Non-malignant
HNSCC17_P2_E07_S55_comb,0.0922672488730979,Non-malignant
HNSCC17_P2_E08_S56_comb,0.10217933698709637,Non-malignant
HNSCC17_P2_F04_S64_comb,-0.08506602257995412,Non-malignant
HNSCC17_P3_A02_S194_comb,0.3973296563610451,Non-malignant
HNSCC17_P3_F02_S254_comb,0.23461892363589773,Non-malignant
HNSCC17_P3_H06_S282_comb,-0.06590732940905158,Non-malignant
HNSCC17_P4_G02_S170_comb,-0.009636646881276507,Non-malignant
HNSCC17_P7_A01_S97_comb,0.5082096374188325,Non-malignant
HNSCC17_P7_A02_S98_comb,0.009341043257947436,Non-malignant
HNSCC17_P7_A05_S101_comb,0.1963132974179618,Non-malignant
HNSCC17_P7_A09_S105_comb,-0.08113370853259913,Non-malignant
HNSCC17_P7_A10_S106_comb,0.5423532358307049,Non-malignant
HNSCC17_P7_A12_S108_comb,0.061455634126097516,Non-malignant
HNSCC17_P7_B01_S109_comb,0.42781170176326117,Non-malignant
HNSCC17_P7_B03_S111_comb,0.14117846209245982,Non-malignant
HNSCC17_P7_B04_S112_comb,-0.14579444778675216,Non-malignant
HNSCC17_P7_B05_S113_comb,0.4520388777932219,Non-malignant
HNSCC17_P7_B06_S114_comb,0.49764900293770253,Non-malignant
HNSCC17_P7_B08_S116_comb,0.4419415937547561,Non-malignant
HNSCC17_P7_B09_S117_comb,0.14502584451150952,Non-malignant
HNSCC17_P7_B10_S118_comb,0.40100062950188925,Non-malignant
HNSCC17_P7_B11_S119_comb,0.3594563689816773,Non-malignant
HNSCC17_P7_C01_S121_comb,0.1908702030427318,Non-malignant
HNSCC17_P7_C02_S122_comb,0.09677739493315346,Non-malignant
HNSCC17_P7_C03_S123_comb,0.19362727549026898,Non-malignant
HNSCC17_P7_C06_S126_comb,0.4334518589442894,Non-malignant
HNSCC17_P7_C08_S128_comb,0.28614918913030657,Non-malignant
HNSCC17_P7_C10_S130_comb,0.6471320906808103,Non-malignant
HNSCC17_P7_C11_S131_comb,0.0726135329707585,Non-malignant
HNSCC17_P7_C12_S132_comb,0.40116904322813957,Non-malignant
