,mean_z_high,Cell type,mean_z_low
HNSCC6_p14_hnscc6_p14_H08,-0.38014273775553364,Non-malignant,0.3500772968076021
HNSCC6_p14_hnscc6_p14_H09,-0.26383015432418844,Non-malignant,0.2779337545689511
HNSCC6_p15_HNSCC6_P15_LN_A01,-0.035787348246003346,Non-malignant,0.9911098796012429
HNSCC6_p15_HNSCC6_P15_LN_A02,-0.1192212000250445,Non-malignant,1.2831807484860334
HNSCC6_p15_HNSCC6_P15_LN_A03,0.33623773761991715,Non-malignant,0.653431968450722
HNSCC6_p15_HNSCC6_P15_LN_A09,0.17213024791654358,Non-malignant,0.5328644058413871
HNSCC6_p15_HNSCC6_P15_LN_B02,0.8829366212257904,Non-malignant,0.8510978046991536
HNSCC6_p15_HNSCC6_P15_LN_B07,0.1429193684051964,Non-malignant,0.6647225029188483
HNSCC6_p15_HNSCC6_P15_LN_B08,0.2491232626503858,Non-malignant,1.3679493866077899
HNSCC6_p15_HNSCC6_P15_LN_B10,0.29078190887452277,Non-malignant,0.3905384270277353
HNSCC6_p15_HNSCC6_P15_LN_B12,0.4289457850497691,Non-malignant,0.30603985980719467
HNSCC6_p15_HNSCC6_P15_LN_C05,-0.03901751062771383,Non-malignant,-0.025813671365265665
HNSCC6_p15_HNSCC6_P15_LN_C07,0.2688368110947858,Non-malignant,0.7040190234394107
HNSCC6_p15_HNSCC6_P15_LN_C08,0.20758230306497172,Non-malignant,0.12066401331822733
HNSCC6_p15_HNSCC6_P15_LN_C11,0.38177793100202767,Non-malignant,0.46786406923567003
HNSCC6_p15_HNSCC6_P15_LN_C12,0.4857647352660998,Non-malignant,0.6499044814383856
HNSCC6_p15_HNSCC6_P15_LN_D03,-0.23750476795867764,Non-malignant,0.171842547121767
HNSCC6_p15_HNSCC6_P15_LN_D08,0.3316453735564299,Non-malignant,0.7683952045585556
HNSCC6_p15_HNSCC6_P15_LN_D10,0.34716077025586733,Non-malignant,0.13122279924989663
HNSCC6_p15_HNSCC6_P15_LN_E01,0.13703914085050292,Non-malignant,0.8505887223631092
HNSCC6_p15_HNSCC6_P15_LN_E04,0.296125937369915,Non-malignant,0.453220574803781
HNSCC6_p15_HNSCC6_P15_LN_E06,-0.01930776425155674,Non-malignant,0.4769479846744194
HNSCC6_p15_HNSCC6_P15_LN_E10,0.09380623986297199,Non-malignant,0.37676331967092225
HNSCC6_p15_HNSCC6_P15_LN_E11,0.20656522272992012,Non-malignant,0.1029866623671234
HNSCC6_p15_HNSCC6_P15_LN_F03,-0.09283514558146896,Non-malignant,0.3781208106051957
HNSCC6_p15_HNSCC6_P15_LN_F07,0.11611252032890537,Non-malignant,0.7962271865628486
HNSCC6_p15_HNSCC6_P15_LN_F10,0.18176477118764428,Non-malignant,0.8644474638340987
HNSCC6_p15_HNSCC6_P15_LN_G01,-0.15551273838478516,Non-malignant,0.28059560068233186
HNSCC6_p15_HNSCC6_P15_LN_G02,0.2590803412608484,Non-malignant,0.08166550646618385
HNSCC6_p15_HNSCC6_P15_LN_G07,0.11090925899700513,Non-malignant,0.45981861709129696
HNSCC6_p15_HNSCC6_P15_LN_H02,0.3287163399099559,Non-malignant,0.06876897723973795
HNSCC6_p15_HNSCC6_P15_LN_H03,0.27307959052327974,Non-malignant,0.28091036038268347
HNSCC6_p15_HNSCC6_P15_LN_H04,-0.14793079852334234,Non-malignant,0.21767187705411548
HNSCC6_p15_HNSCC6_P15_LN_H06,-0.0474981791606334,Non-malignant,0.3067467070660986
HNSCC6_p16_HNSCC6_P16_A04,-0.36837107859911394,Non-malignant,-0.17276481018480738
HNSCC6_p16_HNSCC6_P16_A05,0.15758487698376647,Non-malignant,0.37738189606453554
HNSCC6_p16_HNSCC6_P16_A10,0.22704342080181497,Non-malignant,0.6734230781581677
HNSCC6_p16_HNSCC6_P16_B05,-0.15097522007740255,Non-malignant,0.26544146621534315
HNSCC6_p16_HNSCC6_P16_B07,0.20435091531909363,Non-malignant,-0.03474774242689348
HNSCC6_p16_HNSCC6_P16_B08,0.049393705705105914,Non-malignant,0.19791419172546848
HNSCC6_p16_HNSCC6_P16_B10,-0.19405615736200144,Non-malignant,-0.16485027094105875
HNSCC6_p16_HNSCC6_P16_B11,0.45206869932306265,Non-malignant,-0.1774130056950222
HNSCC6_p16_HNSCC6_P16_C03,0.030628107089923147,Non-malignant,-0.25955638157722466
HNSCC6_p16_HNSCC6_P16_C10,-0.16689936949238948,Non-malignant,0.3044220653135248
HNSCC6_p16_HNSCC6_P16_D01,-0.1961146934861109,Non-malignant,0.0024354361317127093
HNSCC6_p16_HNSCC6_P16_D03,0.11970633228990493,Non-malignant,0.42885276134458455
HNSCC6_p16_HNSCC6_P16_D10,-0.26091275279638226,Non-malignant,0.5143778094643919
HNSCC6_p16_HNSCC6_P16_D11,-0.004593717896089798,Non-malignant,0.5120586062155927
HNSCC6_p16_HNSCC6_P16_E03,0.22636789298278936,Non-malignant,0.6928427255254267
HNSCC6_p16_HNSCC6_P16_E05,-0.11361401229233896,Non-malignant,0.48356132310352196
HNSCC6_p16_HNSCC6_P16_E06,0.32284303481841115,Non-malignant,1.198719262128148
HNSCC6_p16_HNSCC6_P16_E07,-0.27898861237938133,Non-malignant,0.15277888788352725
HNSCC6_p16_HNSCC6_P16_E12,-0.2498628656707646,Non-malignant,0.40255772421936575
HNSCC6_p16_HNSCC6_P16_F02,-0.2933171390714026,Non-malignant,1.3587708610030549
HNSCC6_p16_HNSCC6_P16_F04,-0.23850497361461323,Non-malignant,0.1278232097842838
HNSCC6_p16_HNSCC6_P16_F07,-0.37755346851246646,Non-malignant,0.4826536106042731
HNSCC6_p16_HNSCC6_P16_F10,-0.0908489733979995,Non-malignant,0.31632323877818086
HNSCC6_p16_HNSCC6_P16_F11,-0.3786396206692378,Non-malignant,0.00071682891471143
HNSCC6_p16_HNSCC6_P16_G05,0.06362781666700529,Non-malignant,0.4925509281079961
HNSCC6_p16_HNSCC6_P16_G07,0.07870098204226862,Non-malignant,0.23422920491846513
HNSCC6_p16_HNSCC6_P16_H04,-0.05199416119090912,Non-malignant,0.682645683779739
HNSCC6_p16_HNSCC6_P16_H06,0.19661947285190912,Non-malignant,0.20317550301962295
HNSCC6_p16_HNSCC6_P16_H08,-0.07768415541603474,Non-malignant,0.5215952831521907
HNSCC6_p8_HNSCC6_P8_A01,-0.06341868757206177,Non-malignant,0.6114113195732278
HNSCC6_p8_HNSCC6_P8_A02,0.06410196476699904,Non-malignant,0.6820688497544583
HNSCC6_p8_HNSCC6_P8_A03,-0.0890822609078592,Non-malignant,0.2544713914175453
HNSCC6_p8_HNSCC6_P8_A04,-0.37274736344876847,Non-malignant,0.429377261694808
HNSCC6_p8_HNSCC6_P8_A05,-0.3559595817251875,Non-malignant,0.3799237231924794
HNSCC6_p8_HNSCC6_P8_A06,-0.27600664031425765,Non-malignant,0.5619563997803249
HNSCC6_p8_HNSCC6_P8_A08,0.08822603835424672,Non-malignant,0.33760828042732943
HNSCC6_p8_HNSCC6_P8_A09,-0.2208640064490605,Non-malignant,-0.03432342327002574
HNSCC6_p8_HNSCC6_P8_A10,-0.02675893562232703,Non-malignant,0.10049436362356268
HNSCC6_p8_HNSCC6_P8_A11,-0.053673990118609224,Non-malignant,0.3145176727062593
HNSCC6_p8_HNSCC6_P8_A12,-0.13325979318696096,Non-malignant,0.2604404894922422
HNSCC6_p8_HNSCC6_P8_B02,0.010535537860952592,Non-malignant,0.131288319215165
HNSCC6_p8_HNSCC6_P8_B03,-0.17820204189005387,Non-malignant,0.312299192041841
HNSCC6_p8_HNSCC6_P8_B04,-0.11129195670634416,Non-malignant,0.45339334931117403
HNSCC6_p8_HNSCC6_P8_B05,-0.14121845889702572,Non-malignant,0.562664806422929
HNSCC6_p8_HNSCC6_P8_B07,0.36420294509161444,Non-malignant,0.6680538519396415
HNSCC6_p8_HNSCC6_P8_B08,-0.08420127653652276,Non-malignant,0.6100945851836425
HNSCC6_p8_HNSCC6_P8_B09,-0.34773167086012513,Non-malignant,0.11039704453560904
HNSCC6_p8_HNSCC6_P8_B10,-0.12409833420603232,Non-malignant,0.38432341201133324
HNSCC6_p8_HNSCC6_P8_B11,0.20565184639548406,Non-malignant,0.6668195432958888
HNSCC6_p8_HNSCC6_P8_B12,-0.21387235125376078,Non-malignant,0.18350578020504787
HNSCC6_p8_HNSCC6_P8_C04,0.399363869188486,Non-malignant,0.8450779360412659
HNSCC6_p8_HNSCC6_P8_C06,-0.37070145357397516,Non-malignant,0.2927164510950798
HNSCC6_p8_HNSCC6_P8_C07,0.4335604739472625,Non-malignant,0.7880388377546026
HNSCC6_p8_HNSCC6_P8_C10,0.23259614998890815,Non-malignant,0.4658498222856822
HNSCC6_p8_HNSCC6_P8_C11,-0.27346771033668055,Non-malignant,0.08625420531870132
HNSCC6_p8_HNSCC6_P8_C12,-0.08172827858889567,Non-malignant,0.44985004375988896
HNSCC6_p8_HNSCC6_P8_D06,-0.2568627180334028,Non-malignant,0.29117419948916684
HNSCC6_p8_HNSCC6_P8_D07,-0.0945024461735054,Non-malignant,0.38698729523140696
HNSCC6_p8_HNSCC6_P8_D10,0.18629986366560036,Non-malignant,0.8954652355016214
HNSCC6_p8_HNSCC6_P8_D11,-0.07101082060052998,Non-malignant,0.7437328885608545
HNSCC6_p8_HNSCC6_P8_D12,-0.17890930926168258,Non-malignant,0.11428233400858963
HNSCC6_p8_HNSCC6_P8_E01,0.012718998649534066,Non-malignant,1.7765365852060317
HNSCC6_p8_HNSCC6_P8_E03,0.19912782972475618,Non-malignant,0.1727275313577494
HNSCC6_p8_HNSCC6_P8_E04,-0.08133222479396349,Non-malignant,0.789376633739688
HNSCC6_p8_HNSCC6_P8_E06,-0.16343476896108466,Non-malignant,0.5806821223421232
HNSCC6_p8_HNSCC6_P8_E07,0.09407766336056846,Non-malignant,0.732699087977834
HNSCC6_p8_HNSCC6_P8_E08,-0.38848028665842793,Non-malignant,-0.06908721088625513
HNSCC6_p8_HNSCC6_P8_E09,-0.20700804155297897,Non-malignant,0.24955502327474546
HNSCC6_p8_HNSCC6_P8_F01,0.2292123094725837,Non-malignant,0.0790829749999399
HNSCC6_p8_HNSCC6_P8_F03,0.09279264164023614,Non-malignant,0.33679735934441335
HNSCC6_p8_HNSCC6_P8_F05,0.2156277747412714,Non-malignant,0.2244499909462111
HNSCC6_p8_HNSCC6_P8_F06,-0.20218366904645535,Non-malignant,0.5696392299431372
HNSCC6_p8_HNSCC6_P8_F07,-0.29112128693494105,Non-malignant,0.47399765643217984
HNSCC6_p8_HNSCC6_P8_F08,-0.2568074145104895,Non-malignant,0.3276425367483729
HNSCC6_p8_HNSCC6_P8_F12,-0.0935125606302943,Non-malignant,0.9338283843105525
HNSCC6_p8_HNSCC6_P8_G04,-0.16708663284206451,Non-malignant,0.8502752264293792
HNSCC6_p8_HNSCC6_P8_G05,0.0010132989009580774,Non-malignant,0.14961322352708634
HNSCC6_p8_HNSCC6_P8_G08,0.26091863718725095,Non-malignant,0.44934633532826657
HNSCC6_p8_HNSCC6_P8_G09,-0.1254411917227904,Non-malignant,0.37600954235684686
HNSCC6_p8_HNSCC6_P8_G10,-0.04593435165331318,Non-malignant,0.6065209529760753
HNSCC6_p8_HNSCC6_P8_G11,-0.3055304298303913,Non-malignant,0.08730978902732742
HNSCC6_p8_HNSCC6_P8_G12,-0.12593786113594269,Non-malignant,-0.006639914900386753
HNSCC6_p8_HNSCC6_P8_H01,-0.1569914926645946,Non-malignant,-0.005696503619127818
HNSCC6_p8_HNSCC6_P8_H02,0.5348075504271338,Non-malignant,0.3507737114592552
HNSCC6_p8_HNSCC6_P8_H03,-0.06453652715434857,Non-malignant,0.34572901062552197
HNSCC6_p8_HNSCC6_P8_H04,0.011362197656530796,Non-malignant,0.48457112963843657
HNSCC6_p8_HNSCC6_P8_H05,0.13822397044039786,Non-malignant,0.7790220980102912
HNSCC6_p8_HNSCC6_P8_H07,-0.05395251386737361,Non-malignant,0.1637472222389157
HNSCC6_p8_HNSCC6_P8_H08,0.3887886584083399,Non-malignant,0.2272316898774433
HNSCC6_p8_HNSCC6_P8_H10,0.33840337096147616,Non-malignant,0.6594506341832534
HNSCC6_p8_HNSCC6_P8_H11,0.09512314297057506,Non-malignant,0.94435221495859
HNSCC7_p8_HNSCC7_P8_A06,0.09034857608174839,Non-malignant,0.08486492690917202
HNSCC8_1ant_HNSCC8_1ant_A04,0.30593552966188875,Non-malignant,0.24358267533741323
HNSCC8_1ant_HNSCC8_1ant_A06,-0.31480593902121345,Non-malignant,0.4145803974818841
HNSCC8_1ant_HNSCC8_1ant_A07,-0.3802922177959663,Non-malignant,0.6701112812296999
HNSCC8_1ant_HNSCC8_1ant_A09,-0.06051522021756298,Non-malignant,0.21247882681721328
HNSCC8_1ant_HNSCC8_1ant_B01,-0.07998604890570424,Non-malignant,0.540736302141029
HNSCC8_1ant_HNSCC8_1ant_B03,-0.3168698355929092,Non-malignant,0.25809829041524907
HNSCC8_1ant_HNSCC8_1ant_B04,-0.03174659651106982,Non-malignant,0.20816826559698626
HNSCC8_1ant_HNSCC8_1ant_B06,0.19736838292813186,Non-malignant,0.9636483312818728
HNSCC8_1ant_HNSCC8_1ant_B07,-0.37999564372405453,Non-malignant,0.1670303013516617
HNSCC8_1ant_HNSCC8_1ant_B09,0.04178423982083409,Non-malignant,0.765269453860533
HNSCC8_1ant_HNSCC8_1ant_C03,-0.09188995574936117,Non-malignant,0.5773252714300454
HNSCC8_1ant_HNSCC8_1ant_C05,-0.12023630066738161,Non-malignant,0.796358782163783
HNSCC8_1ant_HNSCC8_1ant_C06,-0.09764028808687418,Non-malignant,-0.21696992807650298
HNSCC8_1ant_HNSCC8_1ant_C07,-0.33421770701689674,Non-malignant,0.6315807154955725
HNSCC8_1ant_HNSCC8_1ant_C09,-0.3702583020297675,Non-malignant,0.07838782220918196
HNSCC8_1ant_HNSCC8_1ant_C10,-0.03203630321086186,Non-malignant,0.3694544737429648
HNSCC8_1ant_HNSCC8_1ant_C12,-0.3310130591205654,Non-malignant,-0.19621612477218175
HNSCC8_1ant_HNSCC8_1ant_D02,-0.30718913261693387,Non-malignant,0.5805463726855515
HNSCC8_1ant_HNSCC8_1ant_D03,-0.31294698309271307,Non-malignant,0.8346068525731783
HNSCC8_1ant_HNSCC8_1ant_D09,-0.2840631735558644,Non-malignant,0.30002117365272185
HNSCC8_1ant_HNSCC8_1ant_E01,-0.09250303885253966,Non-malignant,0.33340282634138296
HNSCC8_1ant_HNSCC8_1ant_E03,-0.24727174567179117,Non-malignant,0.7168341072652427
HNSCC8_1ant_HNSCC8_1ant_E04,-0.22154543185186512,Non-malignant,0.3643365672964106
HNSCC8_1ant_HNSCC8_1ant_E05,0.1799289853055324,Non-malignant,-0.1725888601125863
HNSCC8_1ant_HNSCC8_1ant_E08,0.14603805721416546,Non-malignant,0.6174054133694493
HNSCC8_1ant_HNSCC8_1ant_E10,0.14847044636160042,Non-malignant,0.32691327637097056
HNSCC8_1ant_HNSCC8_1ant_F04,-0.3660212348894507,Non-malignant,-0.1994863394510366
HNSCC8_1ant_HNSCC8_1ant_F05,-0.29906642684547,Non-malignant,0.7888415882958039
HNSCC8_1ant_HNSCC8_1ant_F06,-0.1605994990901076,Non-malignant,0.35839612722370484
HNSCC8_1ant_HNSCC8_1ant_F12,-0.10049040896583852,Non-malignant,1.6385644459325945
HNSCC8_1ant_HNSCC8_1ant_G02,-0.3528215776740088,Non-malignant,0.24736469260527955
HNSCC8_1ant_HNSCC8_1ant_G04,-0.3350098520045947,Non-malignant,-0.08080488295204309
HNSCC8_1ant_HNSCC8_1ant_G11,-0.37477598928254297,Non-malignant,-0.1992384080060666
HNSCC8_1ant_HNSCC8_1ant_H01,-0.32982269532778036,Non-malignant,0.1602431918940914
HNSCC8_1ant_HNSCC8_1ant_H03,-0.20402072840496072,Non-malignant,0.5212100356923194
HNSCC8_RLN_HNSCC8_RLNI_A02,0.06358516182421489,Non-malignant,0.8858169072304232
HNSCC8_RLN_HNSCC8_RLNI_A03,-0.25203451663221166,Non-malignant,0.206322072197057
HNSCC8_RLN_HNSCC8_RLNI_A04,-0.246700448603251,Non-malignant,-0.001102829107970254
HNSCC8_RLN_HNSCC8_RLNI_A07,0.48080262354193043,Non-malignant,0.4315045798546098
HNSCC8_RLN_HNSCC8_RLNI_A09,-0.041002449394698104,Non-malignant,-0.07193088931217971
HNSCC8_RLN_HNSCC8_RLNI_A10,-0.3586156615115708,Non-malignant,-0.24984416826077457
HNSCC8_RLN_HNSCC8_RLNI_A11,-0.06453824882112204,Non-malignant,0.10088084628017216
HNSCC8_RLN_HNSCC8_RLNI_B02,-0.2706909128825348,Non-malignant,-0.0593622592648618
HNSCC8_RLN_HNSCC8_RLNI_B05,-0.3228273179573163,Non-malignant,-0.0033939905006209583
HNSCC8_RLN_HNSCC8_RLNI_B06,-0.21668862450800414,Non-malignant,0.8240520532772967
HNSCC8_RLN_HNSCC8_RLNI_B07,-0.35127752975284854,Non-malignant,0.2597895136124483
HNSCC8_RLN_HNSCC8_RLNI_B08,-0.34925094283053704,Non-malignant,0.16331390354267822
HNSCC8_RLN_HNSCC8_RLNI_B09,-0.18487270513006213,Non-malignant,0.09728379735718862
HNSCC8_RLN_HNSCC8_RLNI_B11,0.28591481419905923,Non-malignant,0.15464335370783916
HNSCC8_RLN_HNSCC8_RLNI_B12,0.1677341386009648,Non-malignant,0.38138755344810427
HNSCC8_RLN_HNSCC8_RLNI_C01,-0.11449777860908024,Non-malignant,0.6494011428914027
HNSCC8_RLN_HNSCC8_RLNI_C02,0.16960996368139564,Non-malignant,0.05834655231526402
HNSCC8_RLN_HNSCC8_RLNI_C04,0.21034111165756736,Non-malignant,0.11385126491781135
HNSCC8_RLN_HNSCC8_RLNI_C05,-0.3462707354041336,Non-malignant,0.3159140161883973
HNSCC8_RLN_HNSCC8_RLNI_C06,-0.21879666850816712,Non-malignant,0.7719508216377815
HNSCC8_RLN_HNSCC8_RLNI_C07,-0.27506527641720546,Non-malignant,0.2547840327002178
HNSCC8_RLN_HNSCC8_RLNI_C08,-0.12805034954902236,Non-malignant,0.27807578571901065
HNSCC8_RLN_HNSCC8_RLNI_C09,-0.3727720835294044,Non-malignant,0.44949998394875457
HNSCC8_RLN_HNSCC8_RLNI_C11,-0.3414676160642505,Non-malignant,0.303941162273455
HNSCC8_RLN_HNSCC8_RLNI_C12,-0.14218442358185007,Non-malignant,0.04469886441765232
HNSCC8_RLN_HNSCC8_RLNI_D02,-0.12454695806706019,Non-malignant,0.3379489921800154
HNSCC8_RLN_HNSCC8_RLNI_D05,-0.0459608890012363,Non-malignant,0.8377307041713812
HNSCC8_RLN_HNSCC8_RLNI_D06,-0.2605636020225563,Non-malignant,-0.16823154251652042
HNSCC8_RLN_HNSCC8_RLNI_D07,-0.2743787015122531,Non-malignant,-0.031601249129363664
HNSCC8_RLN_HNSCC8_RLNI_D08,-0.3595766728767505,Non-malignant,-0.0832956149151939
HNSCC8_RLN_HNSCC8_RLNI_D09,0.21847506420640692,Non-malignant,0.6425090905251473
HNSCC8_RLN_HNSCC8_RLNI_D10,-0.10783407826493924,Non-malignant,0.40887141320128007
HNSCC8_RLN_HNSCC8_RLNI_E01,-0.09110083889898189,Non-malignant,0.35940757212345703
HNSCC8_RLN_HNSCC8_RLNI_E02,-0.236465537503826,Non-malignant,0.34503154870737324
HNSCC8_RLN_HNSCC8_RLNI_E03,-0.2549682036422442,Non-malignant,0.21116620887006016
HNSCC8_RLN_HNSCC8_RLNI_E04,-0.3665431217148306,Non-malignant,0.7745863919448344
HNSCC8_RLN_HNSCC8_RLNI_E07,-0.31988115309963355,Non-malignant,0.3413515386400589
HNSCC8_RLN_HNSCC8_RLNI_E08,-0.2372036325321267,Non-malignant,1.008614699185965
HNSCC8_RLN_HNSCC8_RLNI_E09,-0.3793838087420692,Non-malignant,0.1129204583415921
HNSCC8_RLN_HNSCC8_RLNI_E10,-0.1758629335301517,Non-malignant,-0.016648941364815886
HNSCC8_RLN_HNSCC8_RLNI_E11,-0.3466716372029695,Non-malignant,0.21585838917301942
HNSCC8_RLN_HNSCC8_RLNI_E12,-0.3532226872619773,Non-malignant,0.11542241955504177
HNSCC8_RLN_HNSCC8_RLNI_F01,-0.06137143940403536,Non-malignant,0.6484743630504937
HNSCC8_RLN_HNSCC8_RLNI_F03,0.3340994357341532,Non-malignant,0.3123663256499276
HNSCC8_RLN_HNSCC8_RLNI_F04,-0.36629212495730673,Non-malignant,0.38072494902048254
HNSCC8_RLN_HNSCC8_RLNI_F06,-0.1322825453882298,Non-malignant,0.2885138267236442
HNSCC8_RLN_HNSCC8_RLNI_F07,-0.3518924616606159,Non-malignant,-0.1644326729500831
HNSCC8_RLN_HNSCC8_RLNI_F08,0.35521511609259154,Non-malignant,0.21589458485795013
HNSCC8_RLN_HNSCC8_RLNI_F10,-0.07169850573891107,Non-malignant,0.18316173795404492
HNSCC8_RLN_HNSCC8_RLNI_F12,-0.34466602626990867,Non-malignant,-0.026477704343960674
HNSCC8_RLN_HNSCC8_RLNI_G02,-0.20637320520599647,Non-malignant,0.3000830919531568
HNSCC8_RLN_HNSCC8_RLNI_G03,-0.18676040336638755,Non-malignant,0.37508341729953754
HNSCC8_RLN_HNSCC8_RLNI_G04,-0.2936949117442035,Non-malignant,0.25608904755743295
HNSCC8_RLN_HNSCC8_RLNI_G05,-0.34786800574702414,Non-malignant,-0.1983281567887867
HNSCC8_RLN_HNSCC8_RLNI_G08,-0.3636034284000698,Non-malignant,-0.02621363162906383
HNSCC8_RLN_HNSCC8_RLNI_G12,-0.018562527624023772,Non-malignant,0.14102290714476484
HNSCC8_RLN_HNSCC8_RLNI_H01,-0.3516112955252223,Non-malignant,0.14262840640763272
HNSCC8_RLN_HNSCC8_RLNI_H02,-0.3038232542582785,Non-malignant,-0.10833166605967079
HNSCC8_RLN_HNSCC8_RLNI_H05,-0.24292813205437078,Non-malignant,0.5516691897221551
HNSCC8_RLN_HNSCC8_RLNI_H06,-0.2564322864948546,Non-malignant,-0.05797776838100408
HNSCC8_RLN_HNSCC8_RLNI_H07,-0.3759860115214525,Non-malignant,0.16642433675205345
HNSCC8_RLN_HNSCC8_RLNI_H08,0.004277160230612078,Non-malignant,-0.10066812890278583
HNSCC8_RLN_HNSCC8_RLNI_H09,0.10697698000113719,Non-malignant,0.28577751849025584
HNSCC8_RLN_HNSCC8_RLNI_H10,0.10735630068701166,Non-malignant,0.00945175909447307
HNSCC8_RLN_HNSCC8_RLNI_H11,-0.38317379954708775,Non-malignant,0.015698287911395173
HNSCC8_RLN_HNSCC8_RLNI_H12,-0.1882890344250797,Non-malignant,0.30347137232773724
HNSCC_17_P10_A01_S193_comb,-0.07145303781163129,Non-malignant,-0.05187709807267886
HNSCC_17_P10_A02_S194_comb,-0.3806937639553921,Non-malignant,0.19176718124438272
HNSCC_17_P10_A03_S195_comb,-0.38221746124385053,Non-malignant,0.16151163530240778
HNSCC_17_P10_A04_S196_comb,-0.2514349494461996,Non-malignant,-0.07239866500904725
HNSCC_17_P10_A05_S197_comb,-0.22546997784280276,Non-malignant,-0.11893882790913161
HNSCC_17_P10_A06_S198_comb,-0.3541822064706872,Non-malignant,-0.023134723979155055
HNSCC_17_P10_A07_S199_comb,-0.3587691416363828,Non-malignant,0.040860744780515025
HNSCC_17_P10_A08_S200_comb,-0.2796140164737851,Non-malignant,0.060270864879334494
HNSCC_17_P10_A09_S201_comb,-0.17708480026967466,Non-malignant,-0.05429156828402523
HNSCC_17_P10_A10_S202_comb,-0.3659389383190416,Non-malignant,-0.1745200185927937
HNSCC_17_P10_A11_S203_comb,-0.12761620176831853,Non-malignant,0.235069173222386
HNSCC_17_P10_A12_S204_comb,-0.28217286678198705,Non-malignant,0.07369485306463887
HNSCC_17_P10_B01_S205_comb,-0.37209781027789735,Non-malignant,0.1852681917840974
HNSCC_17_P10_B02_S206_comb,-0.18027122575662585,Non-malignant,-0.007471817157589194
HNSCC_17_P10_B03_S207_comb,-0.3484543397361793,Non-malignant,-0.28274135989701554
HNSCC_17_P10_B04_S208_comb,-0.36903742090511626,Non-malignant,0.06699817271497528
HNSCC_17_P10_B05_S209_comb,0.40810480061940935,Non-malignant,-0.14504405186501373
HNSCC_17_P10_B06_S210_comb,-0.16524884949495744,Non-malignant,-0.2892501884777805
HNSCC_17_P10_B07_S211_comb,-0.38787836979859447,Non-malignant,0.17308476670341064
HNSCC_17_P10_B08_S212_comb,-0.3407508335935834,Non-malignant,-0.20563964735501775
HNSCC_17_P10_B09_S213_comb,-0.3587142034705303,Non-malignant,0.3429747081264988
HNSCC_17_P10_B10_S214_comb,0.10643653189602918,Non-malignant,0.03345786229572415
HNSCC_17_P10_B11_S215_comb,-0.29078455655168495,Non-malignant,-0.057816446971193196
HNSCC_17_P10_B12_S216_comb,-0.3687708412636822,Non-malignant,0.31719179830234584
HNSCC_17_P10_C01_S217_comb,-0.3052013071900552,Non-malignant,0.27732479124064346
HNSCC_17_P10_C02_S218_comb,-0.18809205268385318,Non-malignant,0.14914383545389823
HNSCC_17_P10_C03_S219_comb,-0.371799229573198,Non-malignant,0.14412692039497688
HNSCC_17_P10_C04_S220_comb,-0.3767523672893308,Non-malignant,0.08405142028984956
HNSCC_17_P10_C05_S221_comb,-0.18588167366694813,Non-malignant,0.06836169213997666
HNSCC_17_P10_C06_S222_comb,-0.38412001122124495,Non-malignant,-0.14447336360177557
HNSCC_17_P10_C07_S223_comb,-0.3152374147662762,Non-malignant,0.09317581473853875
HNSCC_17_P10_C09_S225_comb,-0.2309463263986917,Non-malignant,0.011711596478530258
HNSCC_17_P10_C11_S227_comb,-0.3284739374421208,Non-malignant,-0.09025020231052203
HNSCC_17_P10_C12_S228_comb,-0.16400359262894051,Non-malignant,0.059123616813694026
HNSCC_17_P10_D01_S229_comb,-0.3700253362503527,Non-malignant,-0.1185624722835587
HNSCC_17_P10_D02_S230_comb,-0.21515471673148806,Non-malignant,-0.16337737261687063
HNSCC_17_P10_D03_S231_comb,-0.170946159538284,Non-malignant,0.21223589038924184
HNSCC_17_P10_D04_S232_comb,-0.36959607838574865,Non-malignant,0.24741738650239958
HNSCC_17_P10_D05_S233_comb,0.052262474824963705,Non-malignant,0.3300456263136884
HNSCC_17_P10_D06_S234_comb,-0.3790720752185802,Non-malignant,-0.12869179650179763
HNSCC_17_P10_D07_S235_comb,-0.031985282938183465,Non-malignant,0.0818067620268374
HNSCC_17_P10_D09_S237_comb,-0.3269093010264443,Non-malignant,-0.015934061761764692
HNSCC_17_P10_D10_S238_comb,-0.19218380277839014,Non-malignant,0.16068596916075734
HNSCC_17_P10_D11_S239_comb,-0.32993877877650074,Non-malignant,-0.11970393654353959
HNSCC_17_P10_D12_S240_comb,-0.37108517376849276,Non-malignant,-0.08561677207294105
HNSCC_17_P10_E02_S242_comb,-0.17701257680360807,Non-malignant,0.1188416092206879
HNSCC_17_P10_E03_S243_comb,-0.257169792877183,Non-malignant,-0.025105482388376687
HNSCC_17_P10_E04_S244_comb,-0.3662282429748393,Non-malignant,-0.030682460542719506
HNSCC_17_P10_E05_S245_comb,-0.1699340994074508,Non-malignant,-0.051720346676244526
HNSCC_17_P10_E06_S246_comb,0.0020608429164399823,Non-malignant,0.5585591863794714
HNSCC_17_P10_E07_S247_comb,-0.19023311288954511,Non-malignant,0.5095363105832363
HNSCC_17_P10_E08_S248_comb,-0.38611985708806795,Non-malignant,-0.19195072090220797
HNSCC_17_P10_E09_S249_comb,-0.21959602414120097,Non-malignant,0.030192641989648855
HNSCC_17_P10_E10_S250_comb,-0.3883259980763255,Non-malignant,-0.1591804343357181
HNSCC_17_P10_E12_S252_comb,-0.343257040444099,Non-malignant,0.04647563278607665
