,mean_z_high,Cell type,mean_z_low
HNSCC18_P14_HNSCC18_P14_H04,-0.21530035528112185,Non-malignant,-0.17327372703751415
HNSCC18_P14_HNSCC18_P14_H05,-0.35831502138954446,Non-malignant,-0.007318924517995475
HNSCC18_P14_HNSCC18_P14_H06,-0.33673431332734094,Non-malignant,-0.223244586544368
HNSCC18_P14_HNSCC18_P14_H08,-0.027526484294091255,Non-malignant,-0.18121795109954247
HNSCC18_P14_HNSCC18_P14_H09,-0.0953349133982938,Non-malignant,0.24224884401406238
HNSCC18_P14_HNSCC18_P14_H10,0.056318583726773265,Non-malignant,0.1062743279769577
HNSCC18_P15_A01_S1_comb,-0.2738232017894902,Non-malignant,0.14368724750406134
HNSCC18_P15_A02_S2_comb,-0.33318585383338334,Non-malignant,-0.04661954055355046
HNSCC18_P15_A03_S3_comb,-0.243867607719424,Non-malignant,0.19738279394078798
HNSCC18_P15_A04_S4_comb,-0.34432051347221504,Non-malignant,0.23237771563286574
HNSCC18_P15_A05_S5_comb,0.01351214856819056,Non-malignant,-0.01414760684145044
HNSCC18_P15_A07_S7_comb,-0.356966972524711,Non-malignant,0.28992140769604596
HNSCC18_P15_A10_S10_comb,-0.2964262521582756,Non-malignant,-0.26923301879024997
HNSCC18_P15_A11_S11_comb,-0.23127221136100623,Non-malignant,-0.19306563275730132
HNSCC18_P15_A12_S12_comb,-0.25527904861031914,Non-malignant,0.16651599511725992
HNSCC18_P15_B01_S13_comb,-0.37435500673496896,Non-malignant,0.22119021892486795
HNSCC18_P15_B02_S14_comb,-0.13930670764019537,Non-malignant,0.08449687681831516
HNSCC18_P15_B03_S15_comb,-0.37156662148478736,Non-malignant,0.09986213895780714
HNSCC18_P15_B07_S19_comb,-0.22179576023342898,Non-malignant,-0.16737791882922262
HNSCC18_P15_B10_S22_comb,-0.1672487177169834,Non-malignant,-0.14034357702438882
HNSCC18_P15_B11_S23_comb,0.14622135109257609,Non-malignant,0.03651368532254586
HNSCC18_P15_C02_S26_comb,-0.14290805764806927,Non-malignant,-0.013622424734345885
HNSCC18_P15_C03_S27_comb,-0.36849436790337975,Non-malignant,0.020145829179749653
HNSCC18_P15_C04_S28_comb,-0.13652035412939337,Non-malignant,0.13946780163243258
HNSCC18_P15_C05_S29_comb,-0.11909221316616504,Non-malignant,-0.07366945776205219
HNSCC18_P15_C07_S31_comb,-0.37519743438192177,Non-malignant,-0.18403706506478448
HNSCC18_P15_C09_S33_comb,0.049826348690768525,Non-malignant,0.01683656442462645
HNSCC18_P15_C10_S34_comb,-0.3715879812472931,Non-malignant,-0.03453943007030877
HNSCC18_P15_C11_S35_comb,-0.30221480439420384,Non-malignant,-0.1332460402708951
HNSCC18_P15_D01_S37_comb,-0.14101573315444785,Non-malignant,0.11238594298093059
HNSCC18_P15_D02_S38_comb,-0.2454881952186812,Non-malignant,0.010154136005235086
HNSCC18_P15_D03_S39_comb,-0.3719526036525199,Non-malignant,0.24065050900650553
HNSCC18_P15_D04_S40_comb,-0.36882027261942213,Non-malignant,-0.18954545941598716
HNSCC18_P15_D05_S41_comb,-0.26769545556816554,Non-malignant,-0.08953629516716557
HNSCC18_P15_D09_S45_comb,-0.3630198686083539,Non-malignant,-0.06502656846336381
HNSCC18_P15_D12_S48_comb,-0.3907924597502932,Non-malignant,0.14025612250498293
HNSCC18_P15_E01_S49_comb,-0.35073052390008463,Non-malignant,-0.2400140849579214
HNSCC18_P15_E03_S51_comb,-0.20318248654613097,Non-malignant,0.06591022550876642
HNSCC18_P15_E05_S53_comb,-0.14585510925113132,Non-malignant,0.12282493168419449
HNSCC18_P15_E06_S54_comb,-0.031339057044053195,Non-malignant,-0.08198012220180045
HNSCC18_P15_E07_S55_comb,-0.09552890117233034,Non-malignant,0.11231632474366453
HNSCC18_P15_E10_S58_comb,0.025588946501902986,Non-malignant,-0.0351652504857406
HNSCC18_P15_E11_S59_comb,-0.24257525329808802,Non-malignant,0.009774903543433898
HNSCC18_P15_E12_S60_comb,-0.37799606486677884,Non-malignant,0.044696306012864985
HNSCC18_P15_F01_S61_comb,-0.3399819400892391,Non-malignant,-0.10586706355711292
HNSCC18_P15_F03_S63_comb,-0.20710667563647803,Non-malignant,0.308298117333336
HNSCC18_P15_F05_S65_comb,-0.21882545240373344,Non-malignant,0.20968577441742542
HNSCC18_P15_F06_S66_comb,-0.23890508051153658,Non-malignant,-0.17068080377802838
HNSCC18_P15_F11_S71_comb,0.06887789880558676,Non-malignant,0.11582854462976896
HNSCC18_P15_F12_S72_comb,-0.37505166410891494,Non-malignant,-0.06227988365244459
HNSCC18_P15_G03_S75_comb,-0.3763864762083137,Non-malignant,0.25398577829299457
HNSCC18_P15_G04_S76_comb,-0.1358826735014344,Non-malignant,0.06405811160356055
HNSCC18_P15_G05_S77_comb,-0.3823814742683511,Non-malignant,-0.14032207374524555
HNSCC18_P15_G06_S78_comb,-0.33068973939672774,Non-malignant,0.018483017605232587
HNSCC18_P15_G07_S79_comb,-0.1932435642387368,Non-malignant,0.13263391320434514
HNSCC18_P15_G09_S81_comb,-0.3907924597502932,Non-malignant,-0.2015900228706954
HNSCC18_P15_G10_S82_comb,-0.15711471605027968,Non-malignant,-0.029281988464372934
HNSCC18_P15_G12_S84_comb,-0.38463373756741165,Non-malignant,0.09668571428336217
HNSCC18_P15_H05_S89_comb,0.11062907867705024,Non-malignant,0.0003480109759765028
HNSCC18_P15_H07_S91_comb,0.12711324491795703,Non-malignant,0.15649252731228666
HNSCC18_P15_H08_S92_comb,-0.3662477500852624,Non-malignant,-0.044207195879596435
HNSCC18_P15_H09_S93_comb,-0.33733572904759224,Non-malignant,-0.14523604714162072
HNSCC18_P16_A01_S193_comb,-0.12753638331860445,Non-malignant,0.002019726048574167
HNSCC18_P16_A04_S196_comb,-0.3552857207088883,Non-malignant,0.12767413229320299
HNSCC18_P16_A05_S197_comb,-0.2755408514866346,Non-malignant,-0.04898987270096653
HNSCC18_P16_A08_S200_comb,-0.38518767612581456,Non-malignant,-0.175238372064603
HNSCC18_P16_A09_S201_comb,-0.06601352201573721,Non-malignant,0.23262728513407943
HNSCC18_P16_A10_S202_comb,-0.19742392170634368,Non-malignant,0.0018995931002139025
HNSCC18_P16_A11_S203_comb,-0.36967116421959517,Non-malignant,0.18578756522098094
HNSCC18_P16_B03_S207_comb,-0.2926984705435044,Non-malignant,-0.07435841040254522
HNSCC18_P16_B04_S208_comb,-0.015014204482812476,Non-malignant,0.24067264692152468
HNSCC18_P16_B06_S210_comb,-0.37688802107428465,Non-malignant,-0.10544547475719403
HNSCC18_P16_B07_S211_comb,-0.25783695495858727,Non-malignant,0.16198706648333672
HNSCC18_P16_B10_S214_comb,-0.1000925786419695,Non-malignant,1.278590663348714
HNSCC18_P16_B11_S215_comb,-0.28446965771933896,Non-malignant,-0.1743413266418064
HNSCC18_P16_C04_S220_comb,-0.35562049541649104,Non-malignant,0.10012038793176747
HNSCC18_P16_C05_S221_comb,-0.2419328030517051,Non-malignant,0.12450887392292694
HNSCC18_P16_C07_S223_comb,-0.3712625714763205,Non-malignant,-0.16222942777615165
HNSCC18_P16_C10_S226_comb,-0.15956289187372813,Non-malignant,0.11301715392366277
HNSCC18_P16_D07_S235_comb,-0.11107507029670599,Non-malignant,0.0994922978753811
HNSCC18_P16_D10_S238_comb,-0.365253022468973,Non-malignant,-0.25902324838795737
HNSCC18_P16_E02_S242_comb,-0.11482816302583128,Non-malignant,0.03308394889541901
HNSCC18_P16_E08_S248_comb,-0.37396999652172913,Non-malignant,-0.21388581640161825
HNSCC18_P16_E09_S249_comb,-0.34339826177265276,Non-malignant,-0.2830050800765628
HNSCC18_P16_E11_S251_comb,-0.3469348842714361,Non-malignant,0.005770812555272499
HNSCC18_P16_F02_S254_comb,-0.3593036599289011,Non-malignant,0.2244747767079614
HNSCC18_P16_F04_S256_comb,-0.37660788183469884,Non-malignant,0.1374381465457191
HNSCC18_P16_F06_S258_comb,-0.35974566401230396,Non-malignant,0.008515846252443466
HNSCC18_P16_F09_S261_comb,-0.33409147073783896,Non-malignant,-0.015205525594236291
HNSCC18_P16_F10_S262_comb,-0.2557032528736557,Non-malignant,0.20707894023356335
HNSCC18_P16_G01_S265_comb,-0.355691147322497,Non-malignant,0.03516444037667609
HNSCC18_P16_G02_S266_comb,-0.21982903380004354,Non-malignant,-0.18562167231872556
HNSCC18_P16_G09_S273_comb,0.2491436244682179,Non-malignant,-0.009809470473814828
HNSCC18_P16_H07_S283_comb,-0.38323447786438114,Non-malignant,0.024436871668176704
HNSCC18_P16_H08_S284_comb,-0.17716187870271508,Non-malignant,0.059258821536622756
HNSCC18_P16_H09_S285_comb,-0.387573350832396,Non-malignant,-0.09018678342564697
HNSCC18_P16_H11_S287_comb,-0.13291495976745168,Non-malignant,2.52432448688785
HNSCC18_P16_H12_S288_comb,-0.3704057804898608,Non-malignant,0.05541477927864196
HNSCC18_P1_P9_HNSCC18_P1_P9_A07,-0.3534659380008949,Non-malignant,-0.3111262534065691
HNSCC18_P1_P9_HNSCC18_P1_P9_C03,-0.38142879029692006,Non-malignant,-0.050961705804586005
HNSCC18_P1_P9_HNSCC18_P1_P9_D08,-0.28192529541183614,Non-malignant,0.1466658205142111
HNSCC18_P2_E03_S147_comb,-0.026607137775147695,Non-malignant,0.28555054614165126
HNSCC18_P2_F07_S163_comb,-0.15477673245315032,Non-malignant,-0.08672776599832588
HNSCC18_P2_F12_S168_comb,-0.25553102488903223,Non-malignant,-0.014089758770753809
HNSCC18_P2_G03_S171_comb,-0.0834666586668499,Non-malignant,0.5036962749193371
HNSCC18_P2_G04_S172_comb,-0.12146256596115321,Non-malignant,0.45589181000574014
HNSCC18_P2_G09_S177_comb,-0.38546262075957716,Non-malignant,-0.22087159612283963
HNSCC18_P2_H04_S184_comb,-0.38317379954708775,Non-malignant,0.08637042914671189
HNSCC18_P2_H11_S191_comb,-0.17976125797468273,Non-malignant,0.11258540391360712
HNSCC18_P3_A02_S290_comb,-0.19964453912665373,Non-malignant,-0.15140055695943272
HNSCC18_P3_B08_S308_comb,-0.1312799217551585,Non-malignant,0.040541314790047814
HNSCC18_P3_B11_S311_comb,-0.16556914456029748,Non-malignant,-0.06113319025214817
HNSCC18_P3_E07_S343_comb,-0.31414774494095593,Non-malignant,0.7038499819595289
HNSCC18_P3_G12_S372_comb,0.1925275757713365,Non-malignant,-0.31961461882638675
HNSCC18_P3_H03_S375_comb,-0.14550935286111918,Non-malignant,0.2678633336916276
HNSCC18_P3_H04_S376_comb,-0.21247611108660427,Non-malignant,0.4330920741356395
HNSCC18_P3_H10_S382_comb,-0.3740848724419845,Non-malignant,0.06025691990181734
HNSCC18_P4_A03_S3_comb,-0.1681486753942705,Non-malignant,-0.11706150305695898
HNSCC18_P4_A05_S5_comb,-0.28318707788793246,Non-malignant,-0.01590626842437971
HNSCC18_P4_A11_S11_comb,-0.2530303393663458,Non-malignant,-0.1509912755454258
HNSCC18_P4_B09_S21_comb,-0.22341998539979294,Non-malignant,0.08347603084545094
HNSCC18_P4_C12_S36_comb,-0.19025218112356587,Non-malignant,0.25189750970947977
HNSCC18_P4_D10_S46_comb,-0.21077655215352345,Non-malignant,0.011372815172024433
HNSCC18_P7_A01_S97_comb,-0.1064532319118069,Non-malignant,-0.1502692390448633
HNSCC18_P7_A02_S98_comb,-0.04314878814892055,Non-malignant,0.39670409696720743
HNSCC18_P7_A03_S99_comb,0.015036080479721296,Non-malignant,0.4259723299908598
HNSCC18_P7_A04_S100_comb,-0.19691416167126927,Non-malignant,0.15379292667813946
HNSCC18_P7_A07_S103_comb,0.14995867196054707,Non-malignant,0.3625893247790828
HNSCC18_P7_A10_S106_comb,-0.06205640041765784,Non-malignant,0.8774272940886961
HNSCC18_P7_A11_S107_comb,-0.3566534588029979,Non-malignant,0.39602937369787405
HNSCC18_P7_A12_S108_comb,0.031097769127890196,Non-malignant,0.05599099832946247
HNSCC18_P7_B01_S109_comb,-0.021987429819270547,Non-malignant,0.12761828404444994
HNSCC18_P7_B02_S110_comb,-0.04940475742296792,Non-malignant,0.32567538493469733
HNSCC18_P7_B03_S111_comb,-0.15687857254947654,Non-malignant,-0.10611706260094836
HNSCC18_P7_B05_S113_comb,-0.11763819379070134,Non-malignant,0.19947563598105744
HNSCC18_P7_B06_S114_comb,0.07207999093924536,Non-malignant,0.296357415338276
HNSCC18_P7_B07_S115_comb,-0.12119734773779924,Non-malignant,0.2063928461069331
HNSCC18_P7_B08_S116_comb,0.04301171077070347,Non-malignant,0.47303093920828954
HNSCC18_P7_B09_S117_comb,-0.2408017900871497,Non-malignant,-0.11186348276252985
HNSCC18_P7_B11_S119_comb,-0.013568163092068378,Non-malignant,0.5300064089779486
HNSCC18_P7_B12_S120_comb,-0.27234031118686663,Non-malignant,0.052312087451064075
HNSCC18_P7_C03_S123_comb,-0.35325986454121316,Non-malignant,0.23035073782730475
HNSCC18_P7_C04_S124_comb,0.27623980463674697,Non-malignant,0.44346040404061166
HNSCC18_P7_C05_S125_comb,0.3970600838211134,Non-malignant,0.4948838366302029
HNSCC18_P7_C06_S126_comb,-0.07575355154376769,Non-malignant,0.33410865809196005
HNSCC18_P7_C07_S127_comb,-0.11529104482000473,Non-malignant,0.3751048369969974
HNSCC18_P7_C08_S128_comb,-0.10924950858442808,Non-malignant,0.5746246274819231
HNSCC18_P7_C09_S129_comb,0.10008609496502932,Non-malignant,0.1463129295531085
HNSCC18_P7_C11_S131_comb,0.005734226159466274,Non-malignant,0.12577900505876285
HNSCC18_P7_C12_S132_comb,-0.032445649449263654,Non-malignant,0.5714537285530396
HNSCC18_P7_D01_S133_comb,-0.15904235887314372,Non-malignant,0.5181767317824564
HNSCC18_P7_D06_S138_comb,-0.16637381967303327,Non-malignant,0.3906408441538792
HNSCC18_P7_D07_S139_comb,-0.2893906313664929,Non-malignant,0.20644055203122907
HNSCC18_P7_D12_S144_comb,-0.18334505579984134,Non-malignant,0.3920440310497821
HNSCC18_P7_E01_S145_comb,-0.1723013171393229,Non-malignant,0.46032313093043736
HNSCC18_P7_E03_S147_comb,0.24477394449277987,Non-malignant,0.923019585209438
HNSCC18_P7_E04_S148_comb,0.4240919017938761,Non-malignant,0.5359283266140055
HNSCC18_P7_E05_S149_comb,0.5369339620805549,Non-malignant,0.2961444200137246
HNSCC18_P7_E09_S153_comb,0.27551805853978817,Non-malignant,0.8259931162506128
HNSCC18_P7_F01_S157_comb,-0.18296608192366234,Non-malignant,0.2790722381639294
HNSCC18_P7_F06_S162_comb,0.001690888510225056,Non-malignant,-0.03966951304553255
HNSCC18_P7_F07_S163_comb,-0.36216670479101176,Non-malignant,0.28160768893580995
HNSCC18_P7_F10_S166_comb,-0.2716789299032897,Non-malignant,0.25625673775722296
HNSCC18_P7_F11_S167_comb,-0.11043962420719335,Non-malignant,0.16439344107945605
HNSCC18_P7_F12_S168_comb,-0.20224702997675795,Non-malignant,0.3330681833505761
HNSCC18_P7_G01_S169_comb,-0.3254518515836703,Non-malignant,0.3645998135883056
HNSCC18_P7_G02_S170_comb,-0.2765874989459747,Non-malignant,0.6413257469171091
HNSCC18_P7_G03_S171_comb,0.04446310929639266,Non-malignant,0.5385454883088086
HNSCC18_P7_G04_S172_comb,-0.08275236389043363,Non-malignant,0.3767821986852833
HNSCC18_P7_G05_S173_comb,0.3254122503861994,Non-malignant,0.32581765020242187
HNSCC18_P7_G07_S175_comb,-0.20446298083687964,Non-malignant,0.10372697824895448
HNSCC18_P7_G09_S177_comb,-0.37541817466607197,Non-malignant,0.034711123177253736
HNSCC18_P7_G10_S178_comb,-0.04449740022941944,Non-malignant,0.14294558778001318
HNSCC18_P7_G12_S180_comb,0.11323076540363462,Non-malignant,0.25909969021009593
HNSCC18_P7_H01_S181_comb,-0.02155785572710585,Non-malignant,0.5314530641799539
HNSCC18_P7_H02_S182_comb,-0.14794522615780423,Non-malignant,0.5282948071632285
HNSCC18_P7_H06_S186_comb,0.19186043904998865,Non-malignant,0.23511981832632858
HNSCC18_P7_H07_S187_comb,-0.35983465628733013,Non-malignant,-0.06969378644604754
HNSCC20_P11_H04_S280_comb,0.19953470892912695,Non-malignant,0.40467448838485387
HNSCC20_P1_A12_S12_comb,-0.22435351742381784,Non-malignant,0.07037209307465257
HNSCC20_P3_H07_S91_comb,0.2847721801040763,Non-malignant,0.13402363246668567
HNSCC20_P5_pri_A12_S12_comb,-0.24431656592746456,Non-malignant,0.36873073540682844
HNSCC20_P5_pri_B01_S13_comb,-0.385864964616439,Non-malignant,-0.03610201907599882
HNSCC20_P5_pri_B03_S15_comb,-0.29001323807326596,Non-malignant,0.11460858624175999
HNSCC20_P5_pri_B08_S20_comb,-0.17821030938387578,Non-malignant,0.547148514475098
HNSCC20_P5_pri_C03_S27_comb,-0.3874023644798089,Non-malignant,-0.11898221395528924
HNSCC20_P5_pri_C04_S28_comb,0.13806219989660315,Non-malignant,0.6987829470104231
HNSCC20_P5_pri_E07_S55_comb,-0.37827335771456033,Non-malignant,0.009585794498747972
HNSCC20_P5_pri_F10_S70_comb,-0.13796376001528643,Non-malignant,-0.028583610209536526
HNSCC20_P5_pri_F11_S71_comb,-0.21721020570762556,Non-malignant,-0.082540206864108
HNSCC20_P5_pri_G07_S79_comb,-0.03131793386075542,Non-malignant,0.330441973545914
HNSCC20_P5_pri_G08_S80_comb,-0.10011586187787282,Non-malignant,-0.09975503340623176
HNSCC20_P5_pri_H01_S85_comb,-0.18009214555280312,Non-malignant,0.04649640558414557
HNSCC22_P2_pri_A03_S195_comb,0.16910251032849807,Non-malignant,-0.02682781440035573
HNSCC22_P2_pri_A05_S197_comb,-0.24392621721301608,Non-malignant,0.035044454322432195
HNSCC22_P2_pri_B03_S207_comb,-0.3624996955668947,Non-malignant,-0.0010828407924919482
HNSCC22_P2_pri_B05_S209_comb,-0.25719131130918604,Non-malignant,0.2941202517047407
HNSCC22_P2_pri_B06_S210_comb,-0.0935216769645094,Non-malignant,0.3438906825509763
HNSCC22_P2_pri_B08_S212_comb,-0.3545951726146898,Non-malignant,-0.17994897524156445
HNSCC22_P2_pri_C01_S217_comb,-0.3815505164737518,Non-malignant,-0.08788937601956344
HNSCC22_P2_pri_C03_S219_comb,-0.0378645526017931,Non-malignant,1.1825476687772296
HNSCC22_P2_pri_C07_S223_comb,-0.32611721280520184,Non-malignant,0.016706851424838024
HNSCC22_P2_pri_C08_S224_comb,-0.36817366630718606,Non-malignant,0.08577724622119133
HNSCC22_P2_pri_C09_S225_comb,-0.0790772913460654,Non-malignant,0.33062314330148745
HNSCC22_P2_pri_D01_S229_comb,-0.3380755802091573,Non-malignant,0.16967076894651847
HNSCC22_P2_pri_D04_S232_comb,-0.053488469769515,Non-malignant,0.04302040080839601
HNSCC22_P2_pri_D07_S235_comb,-0.2369195108601108,Non-malignant,-0.1650787481496715
HNSCC22_P2_pri_D09_S237_comb,-0.0765850997517593,Non-malignant,0.32723684606296227
HNSCC22_P2_pri_E02_S242_comb,0.037137313485454064,Non-malignant,0.5141579892227217
HNSCC22_P2_pri_E04_S244_comb,-0.3044487754499113,Non-malignant,-0.10921375594116967
HNSCC22_P2_pri_E07_S247_comb,-0.20820755155098233,Non-malignant,0.1525700631974367
HNSCC22_P2_pri_E10_S250_comb,-0.10635252421767735,Non-malignant,0.092067436851737
HNSCC22_P2_pri_E11_S251_comb,-0.3584049434165133,Non-malignant,0.22215782943272383
HNSCC22_P2_pri_F01_S253_comb,-0.03888165562866028,Non-malignant,-0.08883044735136351
HNSCC22_P2_pri_F03_S255_comb,0.2079722021091712,Non-malignant,-0.08938839468714148
HNSCC22_P2_pri_F08_S260_comb,-0.36192748345420794,Non-malignant,0.35567950681151567
HNSCC22_P2_pri_F09_S261_comb,-0.34186278552697896,Non-malignant,0.35722814764565547
HNSCC22_P2_pri_F11_S263_comb,-0.31346753019453516,Non-malignant,0.2286416108843243
HNSCC22_P2_pri_G04_S268_comb,-0.09295915148477503,Non-malignant,-0.31103750283832243
HNSCC22_P2_pri_G05_S269_comb,-0.15208070521598122,Non-malignant,0.060416428453222135
HNSCC22_P2_pri_G06_S270_comb,-0.37499333772961596,Non-malignant,-0.16749346063720008
HNSCC22_P2_pri_G08_S272_comb,-0.30395763649582414,Non-malignant,-0.09705940072550148
HNSCC22_P2_pri_H04_S280_comb,-0.38670845601682935,Non-malignant,0.04238365846851949
HNSCC22_P2_pri_H05_S281_comb,-0.024636872046211514,Non-malignant,-0.08828299351381232
HNSCC22_P2_pri_H07_S283_comb,0.08174961864344252,Non-malignant,0.05111269890169432
HNSCC22_P2_pri_H12_S288_comb,-0.3714198348718728,Non-malignant,0.29006761633728706
HNSCC22_P4_A04_S4_comb,-0.042129971035489364,Non-malignant,-0.11362479674404007
HNSCC22_P4_A06_S6_comb,-0.15438624883218457,Non-malignant,0.0587927766897783
HNSCC22_P4_A08_S8_comb,-0.37654985934143076,Non-malignant,-0.31378304349201236
HNSCC22_P4_B02_S14_comb,-0.34992635615076845,Non-malignant,-0.13402125932343906
HNSCC22_P4_B03_S15_comb,-0.17278707881737843,Non-malignant,-0.2053233430984818
HNSCC22_P4_B04_S16_comb,-0.10066113823311704,Non-malignant,-0.03286177493161828
HNSCC22_P4_B06_S18_comb,-0.25008641891705297,Non-malignant,0.13580995998062473
HNSCC22_P4_B08_S20_comb,-0.3598383953642759,Non-malignant,0.17649408217617624
HNSCC22_P4_B10_S22_comb,0.09673872471617481,Non-malignant,0.28340097002374925
HNSCC22_P4_C06_S30_comb,-0.014969322669567946,Non-malignant,-0.03479290465693114
HNSCC22_P4_C10_S34_comb,-0.04257496763060577,Non-malignant,-0.22219616102479667
HNSCC22_P4_C11_S35_comb,0.09907058672173151,Non-malignant,0.43315309188434725
HNSCC22_P4_C12_S36_comb,-0.3829011871595228,Non-malignant,-0.11662078661033984
HNSCC22_P4_D02_S38_comb,-0.18845740952211926,Non-malignant,-0.23998714452476125
HNSCC22_P4_D03_S39_comb,-0.1588515412960366,Non-malignant,-0.03499928123904432
HNSCC22_P4_D05_S41_comb,-0.1997901271548594,Non-malignant,-0.21606581651293888
HNSCC22_P4_D07_S43_comb,-0.3826567270939701,Non-malignant,-0.011795095809563479
HNSCC22_P4_D12_S48_comb,-0.16280038191221868,Non-malignant,-0.05038283323282028
HNSCC22_P4_E04_S52_comb,-0.32541158061664893,Non-malignant,-0.2384409102278173
HNSCC22_P4_E12_S60_comb,-0.3879186159577098,Non-malignant,-0.06515308687184404
HNSCC22_P4_F04_S64_comb,-0.3743974978466325,Non-malignant,-0.2703527284390703
HNSCC22_P4_F05_S65_comb,-0.030162025494675445,Non-malignant,0.1658812186723119
HNSCC22_P4_F08_S68_comb,-0.20562026055314853,Non-malignant,0.39198984614616317
HNSCC22_P4_G01_S73_comb,-0.38013752969428055,Non-malignant,0.11921823388431693
HNSCC22_P4_G07_S79_comb,-0.09694931012137128,Non-malignant,-0.017572645759134226
HNSCC22_P4_G09_S81_comb,-0.2745705639257486,Non-malignant,-0.0995802922773327
HNSCC22_P4_H06_S90_comb,-0.38328588532484775,Non-malignant,-0.2169438266790678
HNSCC22_P4_H11_S95_comb,-0.13134922736315763,Non-malignant,-0.3364745385826138
HNSCC22_P5_A09_S201_comb,-0.221285849702848,Non-malignant,0.36330005744681954
HNSCC22_P5_A11_S203_comb,-0.18161472054771496,Non-malignant,0.2762023457724307
HNSCC22_P5_B04_S208_comb,-0.15465988027999253,Non-malignant,-0.29127446573916077
HNSCC22_P5_B11_S215_comb,0.02348526426185108,Non-malignant,0.07220709697345538
HNSCC22_P5_C08_S224_comb,-0.357861135042839,Non-malignant,-0.2551502625516619
HNSCC22_P5_C11_S227_comb,0.46876580836986115,Non-malignant,0.34897406327095654
HNSCC22_P5_D03_S231_comb,-0.07876308196155629,Non-malignant,0.08732765854671405
HNSCC22_P5_D07_S235_comb,-0.1587940502387777,Non-malignant,-0.23086613732121408
HNSCC22_P5_D11_S239_comb,-0.2875531389039187,Non-malignant,0.030433527012850632
HNSCC22_P5_E02_S242_comb,-0.3273515221465804,Non-malignant,0.2922567827165471
HNSCC22_P5_E11_S251_comb,-0.26564863143018785,Non-malignant,-0.059190170875156295
HNSCC22_P5_F04_S256_comb,0.07054505379708591,Non-malignant,-0.1639937896703031
HNSCC22_P5_F05_S257_comb,-0.350472670321355,Non-malignant,0.11466449639547481
HNSCC22_P5_F10_S262_comb,-0.3661040870410559,Non-malignant,-0.25767672445462697
HNSCC22_P5_G01_S265_comb,-0.2768600322156109,Non-malignant,0.039323263917377664
HNSCC22_P5_G11_S275_comb,-0.37978196356754157,Non-malignant,0.03386841019912189
HNSCC22_P5_H09_S285_comb,-0.1818234964649831,Non-malignant,-0.12522585378283094
HNSCC24_P13_R_LN_A02_S98_comb,-0.03303840361345505,Non-malignant,0.5057969441710776
HNSCC24_P13_R_LN_A03_S99_comb,0.038484889306288676,Non-malignant,0.5080223816929142
HNSCC24_P13_R_LN_A04_S100_comb,0.03586682755630685,Non-malignant,-0.04472495774572846
HNSCC24_P13_R_LN_A05_S101_comb,-0.0015675696566315605,Non-malignant,0.401399487863337
HNSCC24_P13_R_LN_A06_S102_comb,0.13744699485080472,Non-malignant,0.12651806815701908
HNSCC24_P13_R_LN_A07_S103_comb,0.1043867308227353,Non-malignant,-0.24628099665499725
HNSCC24_P13_R_LN_A08_S104_comb,-0.0452908151215072,Non-malignant,0.9022158067892934
HNSCC24_P13_R_LN_A09_S105_comb,-0.030846411712544437,Non-malignant,0.5558844352762159
HNSCC24_P13_R_LN_A10_S106_comb,-0.18103538416918494,Non-malignant,0.5003766270718439
HNSCC24_P13_R_LN_A12_S108_comb,-0.14112525838012493,Non-malignant,0.5057126139609511
HNSCC24_P13_R_LN_B02_S110_comb,0.33740258295695863,Non-malignant,0.2976065548039839
HNSCC24_P13_R_LN_B03_S111_comb,0.20537861751682074,Non-malignant,0.34375686705430897
HNSCC24_P13_R_LN_B04_S112_comb,-0.27017745491109096,Non-malignant,0.8184990671522111
HNSCC24_P13_R_LN_B05_S113_comb,0.34063065000845655,Non-malignant,0.10494749436815098
HNSCC24_P13_R_LN_B06_S114_comb,0.1016332606130459,Non-malignant,0.5063509378555312
HNSCC24_P13_R_LN_B07_S115_comb,-0.08105859563728543,Non-malignant,0.24179165442181
HNSCC24_P13_R_LN_B09_S117_comb,-0.112783574628316,Non-malignant,0.05700069606378023
HNSCC24_P13_R_LN_B11_S119_comb,-0.08467799957670229,Non-malignant,0.1681479913767769
HNSCC24_P13_R_LN_B12_S120_comb,-0.2362201414977293,Non-malignant,0.5384597914619318
HNSCC24_P13_R_LN_C01_S121_comb,0.1003956815769823,Non-malignant,0.3230535311306089
HNSCC24_P13_R_LN_C02_S122_comb,-0.3535070942826819,Non-malignant,0.3998762937987768
HNSCC24_P13_R_LN_C03_S123_comb,0.12122842124640933,Non-malignant,0.408297405057717
HNSCC24_P13_R_LN_C07_S127_comb,0.20971091450725332,Non-malignant,0.3577990106006202
HNSCC24_P13_R_LN_C08_S128_comb,-0.1082537542678136,Non-malignant,0.32950327071151103
HNSCC24_P13_R_LN_C09_S129_comb,-0.13075986503819353,Non-malignant,0.1125459858593238
HNSCC24_P13_R_LN_C11_S131_comb,-0.3857126944641283,Non-malignant,-0.05024465227384146
HNSCC24_P13_R_LN_C12_S132_comb,-0.11443266754109228,Non-malignant,0.6167680808177202
HNSCC24_P13_R_LN_D01_S133_comb,0.194940543827077,Non-malignant,0.3608563992671622
HNSCC24_P13_R_LN_D05_S137_comb,-0.0009778355011702715,Non-malignant,-0.019411402552110095
HNSCC24_P13_R_LN_D06_S138_comb,0.021093561070330395,Non-malignant,0.20518304576998256
HNSCC24_P13_R_LN_D07_S139_comb,0.12015682259050195,Non-malignant,0.5889248220976353
