"","A477-IM135","A471-IM124","A469-IM122","A468-IM121","A466-IM118","A465-IM117","A464-IM114","A464-IM113","A463-IM112","A459-IM107","A458-IM105","A457-IM104","A457-IM103","A457-IM102","A456-IM100","A455-IM97","A453-IM95","A452-IM93","A451-IM92","A450-IM91","A449-IM86","A443-IM78","A443-IM77","A442-IM76","A441-IM75","A441-IM74","A440-IM73","A438-IM71","A438-IM70","A256-IM89","A256-IM88","A180-IM126","A152-T-S42","A152-T-S37","A152-T-S33","A152-T-S31","A152-T-S27","A151-IM116","A097-IM35","A096-IM34","A096-IM138","A093-IM33","A092-IM31","A089-IM14","A085-IM07","A079-IM01","A058-IM29","A056-IM27","A055-IM26","A048-IM22","A047-IM21","A047-IM20","A044-IM12","A041-IM02","A040-IM141","A040-IM10","A040-IM09","A040-IM08","A038-IM140","A018-IM110","A003-T-B10","A003-T-B09","A003-T-B03","A003-IM18"
"ESTIMATE","0.751092273770957","0.676331519397081","0.815989743456171","0.810577099419232","0.703022995830602","0.893974742522117","0.88402716908626","0.816600674650324","0.775601397679181","0.458789958081661","0.771966712957579","0.586726414032748","0.894051073660595","0.779159539382792","0.618778780363327","0.903343877774864","0.754190860506107","0.759849577872235","0.853095340698299","0.953520810361836","0.892479309542996","0.803325833169718","0.876606014946903","0.605052072101734","0.835869781096723","0.767839781350623","0.589607865360816","0.698631680783811","0.851180494336359","0.711755071997211","0.461994465224131","0.684040045392439","0.569566696771254","0.589509901238855","0.484824177534468","0.520640629081097","0.485456746410825","0.849175761280162","0.576639401805015","0.499353578871241","0.605423809357485","0.780674291495521","0.772574656696258","0.616577637420811","0.709173497199728","0.922194280363397","0.781982395642393","0.57112264824676","0.867889304189881","0.65150466844178","0.62675208082051","0.826272772039543","0.708355493583549","0.793681864141694","0.913630151891957","0.758618159604667","0.78890526935073","0.615048018299145","0.922668327490407","0.814332799572281","0.82676191118453","0.877392021501448","0.815431001566262","0.860142280281327"
