"","Cell type 1","Cell type 2"
"GSK305",0.255514684944948,0.956173655783912
"GSK311",0.619732752906481,0.469997097366741
"GSK077",0.116741189984862,0.53484622423069
"GSK078",0.16652489443781,0.572823036899703
"GSK088",0.205540053717466,0.724502148461297
"GSK100",0.189740451679651,0.966062018762686
"GSK216",0.158049936737124,0.464855426216675
"GSK245",0.433973819971275,0.60507915588025
"GSK287",0.207628899535919,0.829216967545244
"GSK296",0.162130824427033,0.699598954647098
"GSK297",0.0386082599935241,1.04451503065056
"GSK008",0.124753342599212,0.682665520031356
"GSK073",0.483230985520262,0.515574636293698
"GSK080",0.273545188632733,0.90138909651271
"GSK234",1.07807388783406,1.48951339230177e-05
"GSK283",0.185563371165414,0.531313820091721
"GSK084",0.177704106325413,0.426623117870682
"GSK096",0.426485041252435,0.785656355143634
"GSK279",0.101112453951906,0.778159678665239
"GSK284",0.100539311229602,0.405308868491888
"GSK285",0.206866387578188,0.395078819552646
"GSK002",0.221428011937759,0.83766940030597
"GSK016",0.22403658499572,0.485148382112499
"GSK019",0.319763998321826,0.625203673621442
"GSK036",0.372866071009784,1.16097919391484
"GSK098",0.639313180574338,0.473233409703043
"GSK228",0.138707158260937,0.753872639496681
"GSK281",0.158198003639251,0.357212476475703
"GSK288",0.185986969336558,0.648515104573133
"GSK030",0.66212696621999,0.418535103230576
"GSK062",0.0644956348610637,0.621696641863361
"GSK303",0.242027715654245,0.663286145505953
"GSK304",0.0983739490515717,0.47678191750143
"GSK308",0.361286523797121,0.841879593958022
"GSK017",0.392261054466799,0.634303338046089
"GSK051",0.149960951779409,1.1534453853123
"GSK065",0.0409171932886848,0.586074793315682
"GSK277",0.136507888428044,0.574683821481178
"GSK313",0.19145470789353,0.77375347618465
"GSK022",0.090918058843803,0.356042306173356
"GSK052",0.231642471541566,0.953818032905721
"GSK083",1.00823806490769,0.000229612856397334
"GSK086",0.273176230717543,0.755658231334608
"GSK092",0.156422466130045,0.447559423483749
"GSK214",0.17983084438221,0.445880244588567
"GSK239",0.125022053464728,0.605857248441526
"GSK268",0.10896674681444,1.29109294309281
"GSK269",0.0847584936981594,2.04101438049513
"GSK286",0.140465950135225,0.576808280210067
"GSK294",0.0448703552988197,0.466835958194788
"GSK035",0.278088308487731,0.557399646085222
"GSK091",0.278863668079593,1.10567011440964
"GSK246",0.254358779910469,0.477326579795383
"GSK292",0.187397700920843,1.2357086100149
"GSK039",0.998966652974055,0.0320207981383084
"GSK082",0.193668398927065,0.901813701796757
"GSK097",0.187151752265929,0.709714585624558
"GSK231",0.12719914456166,0.827930345503512
"GSK258",1.7838997484001e-06,0.847514102244079
"GSK273",0.178839304840831,0.636766996137235
"GSK280",0.151932812171955,0.544463004774006
"GSK302",0.0454344381110419,0.543343702570044
"GSK315",0.376049574887667,0.512283272917207
"GSK020",0.181342080354977,0.40380408853115
"GSK093",0.27309304554018,1.00026809395784
"GSK211",0.124484772749857,0.339975670150301
"GSK212",0.100950005147291,0.590293003930405
"GSK309",0.199560449051085,0.623763840155055
"GSK310",0.353099787939243,0.987921870325758
"GSK061",0.043767825465424,0.429562385669488
"GSK227",0.191839445395232,1.04795129800951
"GSK278",0.0244045773204067,0.610591816121237
"GSK001",0.137218604314749,0.864810055718804
"GSK202",0.0498792900735551,0.729339331882918
"GSK282",0.236547238004136,0.402542284286588
"GSK293",0.120872364982732,0.852744718672989
"GSK031",0.218635931522467,0.601357401926367
"GSK050",0.0650932462552592,0.474826817685624
"GSK233",0.117515811803114,0.552624702812786
"GSK026",0.356497342643699,0.468202385029945
"GSK053",0.444412550439441,0.793655575341933
"GSK055",0.116436815177106,0.846539616688726
"GSK249",0.229327101303803,0.536293542650558
"GSK314",0.139267361677896,0.376454973277456
"GSK024",0.165904395533961,0.926427814466179
"GSK060",0.0891137225140835,0.533117909469512
"GSK210",0.0445519508002651,0.497852282756622
"GSK023",0.461565502741046,0.648655867534937
"GSK206",0.0568218786156984,0.898219353961731
"GSK318",0.164996881035899,0.532568806476177
"GSK004",0.118208747698819,1.01213678695728
"GSK054",0.163156005671652,1.19838981938097
"GSK014",0.281957634459112,0.839685997620274
"GSK066",0.0483958445051441,0.459500629829145
"GSK010",0.125083797772814,0.645455431186066
