"","GSK074","GSK005","GSK087","GSK089","GSK204","GSK226","GSK076","GSK254","GSK261","GSK224","GSK018","GSK057","GSK095","GSK028","GSK029","GSK237","GSK015","GSK037","GSK218","GSK064","GSK235","GSK238","GSK265","GSK011","GSK012","GSK033","GSK021","GSK090","GSK236","GSK240","GSK306","GSK312","GSK067","GSK243","GSK248","GSK307","GSK006","GSK203","GSK222","GSK229","GSK252","GSK032","GSK079","GSK099","GSK205","GSK207","GSK251","GSK262","GSK003","GSK025","GSK094","GSK259","GSK317","GSK038","GSK209","GSK247","GSK257","GSK272","GSK034","GSK040","GSK075","GSK225","GSK244","GSK299","GSK009","GSK013","GSK027","GSK085","GSK230","GSK250","GSK301","GSK316","GSK058","GSK081","GSK213","GSK232","GSK242","GSK305","GSK311","GSK077","GSK078","GSK088","GSK100","GSK216","GSK245","GSK287","GSK296","GSK297","GSK008","GSK073","GSK080","GSK234","GSK283","GSK084","GSK096","GSK279","GSK284","GSK285","GSK002","GSK016","GSK019","GSK036","GSK098","GSK228","GSK281","GSK288","GSK030","GSK062","GSK303","GSK304","GSK308","GSK017","GSK051","GSK065","GSK277","GSK313","GSK022","GSK052","GSK083","GSK086","GSK092","GSK214","GSK239","GSK268","GSK269","GSK286","GSK294","GSK035","GSK091","GSK246","GSK292","GSK039","GSK082","GSK097","GSK231","GSK258","GSK273","GSK280","GSK302","GSK315","GSK020","GSK093","GSK211","GSK212","GSK309","GSK310","GSK061","GSK227","GSK278","GSK001","GSK202","GSK282","GSK293","GSK031","GSK050","GSK233","GSK026","GSK053","GSK055","GSK249","GSK314","GSK024","GSK060","GSK210","GSK023","GSK206","GSK318","GSK004","GSK054","GSK014","GSK066","GSK010"
"6","0.782562069392258","0.763004373192282","0.916348319036627","0.708207125981012","0.672683925211688","0.59023622938848","0.819521824415152","0.607671846826081","0.558448126416665","0.7950459838249","0.876354833442214","0.658073341974652","0.697143622548354","0.747557231331671","0.589035087711985","0.482629404046371","0.862429953296318","0.704744234593245","0.890047913107034","0.642043509226569","0.566442737736693","0.50380979928928","0.392066193646811","0.661048063276457","0.493738054654884","0.512244462201938","0.659684437057488","0.667618102179035","0.749103432775169","0.682035554512493","0.8008817754466","0.505038695163583","0.545247537315348","0.772691007316172","0.593938208682839","0.476285753130877","0.562234562790541","0.937339903635742","0.777508115412681","0.72847667067081","0.88140016924714","0.551440695454182","0.410467095924473","0.667308367676353","0.668659546178342","0.818770861924301","0.583986766615999","0.530589134224364","0.700729275868739","0.782851378745648","0.723668914460018","0.709898792959455","0.450171855211013","0.713906720691732","0.802484906445728","0.728154918264876","0.600206536300409","0.672691639777555","0.72734321411944","0.679226461565758","0.877151572064475","0.759575650171088","0.667800736570141","0.889919354732237","0.819965801774179","0.417902727657754","0.422785329742698","0.486110819542446","0.796174444372092","0.725146834883477","0.86900480674272","0.469646156456052","0.922781773173392","0.674803410113091","0.798540369709263","0.59501080507342","0.789561015499945","0.496261922189064","0.515480404724163","0.916631636391487","0.760522380139928","0.692537132420507","0.548650232012389","0.76725205624755","0.626995202307787","0.626520798981716","0.574750352117972","0.690546824745827","0.727783551643347","0.594764001743431","0.503313335457399","0.52590438418304","0.653196835088365","0.841013006518044","0.50994356886737","0.743001174092024","0.796975178968606","0.794295990391146","0.586961674319909","0.721141414708413","0.673670228463024","0.403631444137909","0.470259773867072","0.837669337720224","0.791102356273863","0.600380863621063","0.526331891503734","0.825565161145661","0.784321526191474","0.819344600125458","0.523419480026619","0.581811603367698","0.549361679657456","0.967758534922955","0.73118229536261","0.603434753559214","0.903263898378566","0.520335617887827","0.564739237737204","0.642113509452438","0.895129128496253","0.737782342651272","0.745988786659344","0.471022100244818","0.451978517624679","0.716991844023366","0.98709228331013","0.685545500260557","0.496285724935879","0.688907193959049","0.472030324686131","0.545964191757156","0.512017917771117","0.69732366394659","0.573823677098358","0.756757058233995","0.686032001094812","0.716313138328805","0.837949022688216","0.60771950407852","0.829677724046199","0.501114493768758","0.815223710450278","0.782184537253015","0.626677026693508","0.422246476017304","0.910439582531095","0.646758755334446","0.818277564082933","0.664184222796848","0.881004483023547","0.684449197545716","0.573011919745008","0.676180198046233","0.902475228522524","0.689615448910237","0.719130657151078","0.589529187561641","0.603443311715583","0.691491610103478","0.836166647494179","0.590949713895241","0.771100113461021","0.768883289422394","0.50366821876307","0.611458480288936","0.693480066069568","0.598665173741853","0.487662566933076","0.573158544353243","0.899655726669898","0.711163218253123"
